ZCTA5CE20,GEOID20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,RegionID,SizeRank,RegionType,StateName,State,City,Metro,CountyName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
60565,60565.0,B5,G6350,S,33356958.0,559268.0,41.7288639,-88.1256683,84592.0,2395.0,zip,IL,IL,Naperville,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,251113.1729374776,272216.41136878246,291646.9311664601,309070.25046973495,332510.52258807485,359269.2209610674,381766.8864396382,387620.0410049449,373773.7584422552,346928.3073688266,335853.3440647385,318925.95220651175,302976.19550004666,321715.472493628,344425.9554229538,349718.61329485715,352166.9495726069,358674.7687531989,369846.0004144751,377472.6816274238,383729.4669124862,420289.6852828287,463128.95675912563,487047.0019599994,528832.4627822122,560647.383678839,581245.759256048
60540,60540.0,B5,G6350,S,34238883.0,544565.0,41.7645848,-88.1441654,84569.0,1463.0,zip,IL,IL,Naperville,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,266939.1738817108,290386.2857598789,314294.7586092214,335000.4517040437,360053.02371393517,393861.1597378541,417192.60941875976,425277.05103440577,406730.30805077386,376361.7921623502,363053.05525518645,344720.79933352425,332111.33627684525,353668.3244543161,376504.9545203376,379469.50250463403,380242.64722409984,388557.7124409376,399949.99842858594,404701.3768847501,411992.8700577416,449030.427145292,489050.2971366819,514372.6933098477,561072.6452421615,591779.5512127023,605157.334172669
60181,60181.0,B5,G6350,S,16855232.0,153949.0,41.8768971,-87.9763283,84427.0,3490.0,zip,IL,IL,Villa Park,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,152529.26595853883,166371.25104405257,182326.63907823773,199992.38327320365,219127.9156262851,241943.46624136882,257238.3776178769,258534.19144935583,242388.5453269759,219787.56657173717,205130.11436607802,178607.75572138175,160051.49617304068,172191.5355819408,193544.27176036418,200709.84567464367,208712.68787024516,220076.95029920034,231546.32434508018,236538.9383634835,245062.80623113833,267125.25076285785,282186.0375356505,293365.4110563,315911.5320312746,334433.27739566,346258.054222839
60148,60148.0,B5,G6350,S,35799858.0,694099.0,41.8762575,-88.0187544,84399.0,796.0,zip,IL,IL,Lombard,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,170930.86063321857,184757.69362994927,203794.00590051326,224163.71995826298,243234.11157062967,266146.66079078935,283678.55014838977,285299.1781433398,269436.47387249116,244938.7497923255,228730.5790288001,203921.49895580052,187480.0374109655,198991.27550315726,221791.04045709557,227708.96371430033,233977.32732015048,247454.85682523067,256783.81396346408,262887.1063849626,271012.11402750394,292372.9394221781,306212.34399258334,314621.93890289095,336388.9359073918,354672.88754948584,367767.010450257
60172,60172.0,B5,G6350,S,18117825.0,281751.0,41.9802442,-88.0889346,84418.0,5222.0,zip,IL,IL,Roselle,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,169398.3875117921,185403.92455246407,204537.61527259866,219385.07617073169,238237.33367289332,260987.1891342895,279070.0027099765,276498.05712953914,260807.40841220625,236277.34050352126,223179.9931442265,200133.93790933306,184011.35024176005,195252.3236545421,213181.3511727906,223243.44371266835,234921.87621122177,243828.42140827666,251613.76219487717,255114.7085766641,257122.88902307508,276035.5362532375,295115.2630259251,307861.90771353844,333098.1080499266,352321.3617588005,361672.491411132
60157,60157.0,B5,G6350,S,4005185.0,165315.0,41.9752978,-88.0562151,84407.0,16057.0,zip,IL,IL,Medinah,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,242532.5711482583,261896.5268523841,285690.1440693633,306265.49115809676,335536.96638052136,368970.8051256998,390317.3325775348,387496.11546629085,360166.9089013287,324469.1440760687,300683.48797068355,278882.3426624168,270772.1768587135,280011.3653895969,299040.2546870362,304165.9281720865,313618.97787859425,327725.96500639326,341234.3002587932,345414.9064118579,351134.6265594606,381517.73097249883,411273.58303637966,429200.0294455521,461161.4302328759,488265.87724012154,503712.023178978
60143,60143.0,B5,G6350,S,18050357.0,581653.0,41.9739705,-88.0210838,84394.0,9189.0,zip,IL,IL,Itasca,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,232454.0925300299,251298.7020364823,274196.7701100427,298499.76607550366,322384.96005253145,354089.1414154577,377506.0974854455,378815.7783338916,350281.46293356543,314041.441557298,288838.0772348862,262561.96025402576,244043.28318217103,253732.180645638,271245.2545676611,279164.7562904243,287771.2280607355,297586.46628677606,311599.2438309925,317608.44581857335,321202.053279658,343686.883831663,364936.74042900914,373006.9747623612,394962.68220452283,413578.2328035112,426454.561666033
60525,60525.0,B5,G6350,S,33814518.0,246049.0,41.7835455,-87.8659928,84558.0,3517.0,zip,IL,IL,La Grange,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,223790.44918616142,244980.6467174792,267514.39841264323,294803.4253001151,321922.4112626756,356442.6762636966,379790.9432245451,386172.177126799,368854.10874271515,324148.6850979998,308666.82872864424,285354.79729115835,271364.74265493016,284676.57945460285,311261.55261941033,320569.1060037527,330386.23558364966,341026.4059785972,348635.47556968074,348068.3021790444,349088.1499781671,376318.08063776634,399963.86107196985,412314.66443990084,426322.6970346961,440998.2870542127,460992.770843235
60527,60527.0,B5,G6350,S,37294152.0,868891.0,41.7430737,-87.9292145,84560.0,3519.0,zip,IL,IL,Willowbrook,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,257018.50532148164,278085.2039382556,302491.88127205276,328482.7532166333,358734.7987736629,396068.9709897886,425610.1772902964,427067.8897180352,401986.9198257933,359156.36626275815,338451.8234230049,310890.0007585379,295978.66255506733,314236.2430477182,339455.33005870035,346003.0191560509,350571.84963077377,355328.6878414736,364787.7715006217,365501.06426208373,367606.06393457897,396078.98961719434,423905.1297633943,437159.44532171387,467106.2955273497,478244.00522765424,486035.366751452
60514,60514.0,B5,G6350,S,5278102.0,32163.0,41.7957555,-87.9615395,84548.0,10176.0,zip,IL,IL,Clarendon Hills,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,301548.7834671587,330424.3228184954,360791.2994690529,393509.16080767784,426626.3163123454,470597.64789024275,511355.00956878,506752.5123795679,470320.12931227474,418483.1426898203,402358.9199691615,380979.65809783456,361858.93459208985,382865.44030063855,416325.9992735798,429578.08586324635,430064.8280194241,436654.47214037203,448363.51369325124,439939.2234217585,440366.1875350057,475218.34433660103,509646.5972433137,525537.34643073,567333.5935208113,606067.0333969756,636022.145346272
60521,60521.0,B5,G6350,S,12249744.0,304915.0,41.8006825,-87.9281725,84555.0,7144.0,zip,IL,IL,Hinsdale,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,629192.5812723582,705586.5841490612,771662.6512539048,823217.5441750819,883774.0131410734,961741.6303039397,1019043.1623822838,1024157.3825434259,966499.7688221842,858249.1327136158,830314.6247899827,793899.1516916315,756367.0696801984,789926.0888779648,852410.3538846773,860811.5695376382,862905.4544722083,870136.6191449898,867672.4988813382,841787.8792570237,814603.7383795864,864607.2026007659,924486.7701317882,955834.834833301,1018801.5853479266,1098489.3553326584,1151355.84834675
60561,60561.0,B5,G6350,S,17210071.0,265379.0,41.7456625,-87.981494,84589.0,5307.0,zip,IL,IL,Darien,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,201648.4774639644,215836.09362105466,232996.694812677,252662.4724281498,274909.14351302024,301243.9666975868,322424.9293311899,326143.8251449975,308650.3563854731,280323.63292212016,271333.116651945,251727.87515899318,239605.94060606824,253853.10528992384,275349.9734366914,281809.5040722754,288668.3153891029,299658.37295333634,309540.1910509254,313950.8416516652,317800.74209597515,342855.79650838923,363921.5096116117,377184.0184038554,403485.14222017,421603.85764794884,432703.284791577
60480,60480.0,B5,G6350,S,29106588.0,1043007.0,41.7203055,-87.8813448,84531.0,12755.0,zip,IL,IL,Willow Springs,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,177072.67343762933,196195.40284221942,214578.2435338935,231849.99305336492,252572.3235401779,276945.0584720506,295610.6629356476,298871.01825013483,287614.5492016443,254355.04802260676,238593.3660464515,209414.05703180734,191808.86662165308,199615.5594289345,218599.0909339797,226399.51284700618,239020.62004237968,246433.640232947,253118.22358069418,256120.0532066934,259606.4852284824,282819.6452212431,308806.6033635893,317809.3809343423,337937.96891220077,347088.03802947473,360542.992138831
60439,60439.0,B5,G6350,S,76937801.0,3058196.0,41.6766048,-87.9770901,84490.0,4734.0,zip,IL,IL,Lemont,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,259413.75719495773,281718.3628188087,301219.81099383126,322111.10399753967,351346.23276521655,388845.7963814706,421868.92517164076,428244.8718825611,405953.5493475536,371421.16303290805,350946.7332415403,325976.0357950377,305192.1487562666,311586.4692144625,327898.1100521202,334417.5854369605,346430.1558846551,357339.2763412209,365614.7554917212,368902.8535939758,376766.6242475838,419103.9129940342,463468.73959145084,481184.3706067118,506353.18073178263,529758.9561665015,551021.660871522
60126,60126.0,B5,G6350,S,29022262.0,307404.0,41.8968428,-87.9412404,84378.0,1113.0,zip,IL,IL,Elmhurst,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,265851.56643195124,291395.0472110187,321135.5348226482,353596.03973449307,392753.3595864309,438611.4540279822,455833.5252334033,449288.76220757276,422505.861207568,382223.9425182913,365157.0933506312,341139.8470223076,324937.395411882,350175.2149477995,380067.5766247933,389711.9595637465,399606.2634291957,409484.2048526905,420980.8059363041,425159.38598324073,428777.29128868476,456977.3352685068,482470.2284836263,492345.9707773863,525500.9906917369,552487.2417545434,581574.132737406
60523,60523.0,B5,G6350,S,23189884.0,865318.0,41.8363949,-87.9531732,84557.0,9980.0,zip,IL,IL,Oak Brook,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,458599.72940888285,504816.7769221561,547352.718559227,579902.3966017215,619494.2804842064,668093.2363753906,716721.4807213446,735057.7313518446,708132.127308728,643116.3789229739,624771.5796429164,577993.4909048299,559031.1068494268,589519.4880371203,633550.5863487319,655355.9075571622,651124.4113582323,648809.7117325842,646365.1063288992,648272.0505406928,647372.2128448079,697305.6904908157,739678.5491563034,770009.1687875058,828741.37076517,887499.5435216139,938439.259896467
60515,60515.0,B5,G6350,S,30605925.0,384103.0,41.8110704,-88.0245251,84549.0,3591.0,zip,IL,IL,Downers Grove,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,208804.51465177783,227285.44693969793,249477.12728303522,270812.63744259434,296605.40901171794,328291.88877829403,354980.2693280001,358507.34060291364,337592.37021577806,302611.48648439074,288151.3376042859,265684.837892324,253938.0447912449,274452.0452319458,296857.26990579936,309288.3788523543,317570.68732705724,325670.5133888735,336457.68150147406,335869.1718857871,336273.76346962556,355743.82677957934,372516.6066512167,391218.0489687925,425773.4916193993,455281.8262772356,472450.072855262
60516,60516.0,B5,G6350,S,19622397.0,305891.0,41.7612967,-88.0133927,84550.0,3468.0,zip,IL,IL,Downers Grove,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,212714.35808379098,229997.43176776814,249838.58783241364,271438.8938058775,295555.499159413,324194.1954158065,345315.33717363555,348959.73971686204,331086.4776765091,301224.2818569451,289650.3246994992,268213.38537585817,255693.79490045176,273826.12721823266,294160.8209674225,303113.13673913287,309166.0121271339,316843.87481083145,328727.18665860826,331331.721420041,339103.51867049723,366489.0726905803,387421.16160177026,401704.84703205345,429761.4241632991,454465.5125988925,468740.180767271
60517,60517.0,B5,G6350,S,24154630.0,400992.0,41.7386207,-88.0425183,84551.0,3196.0,zip,IL,IL,Woodridge,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,179455.44999866167,192179.04230783076,208819.99917069217,227417.49356809643,246871.2037842841,269672.8007938542,285846.7832534017,291310.1843700774,278845.66991292825,254690.34704501694,244006.5080247002,222973.68018732674,203496.49308819734,210412.0231464591,229968.50801858192,238270.61275023824,249228.76659254826,263993.8469749821,275707.49552047893,279786.2846239793,284954.6292247095,307891.29564769915,330533.97377640737,341711.85579078266,366376.90155421896,383857.8583690664,389763.120712773
60532,60532.0,B5,G6350,S,22128975.0,656348.0,41.7894426,-88.0839844,84563.0,3748.0,zip,IL,IL,Lisle,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,192038.9002588004,207750.46655418267,226659.51533966442,243271.41532142577,263979.723657863,287498.9632250473,306144.221736094,306892.38067464693,292939.2042018644,269177.9607000427,259295.31890377708,238941.12972282842,222720.90018984125,232578.63316788917,251469.25583343525,260988.29226252032,269172.3703567427,277640.0494860511,287347.8282579959,291603.5165893401,296813.29491240566,319653.8650631721,338776.2268223141,350081.4644317487,379125.0256728336,402170.67855749425,409812.679182055
60137,60137.0,B5,G6350,S,28408177.0,649016.0,41.8652063,-88.0627825,84388.0,2004.0,zip,IL,IL,Glen Ellyn,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,235777.56291059894,255203.773519274,281211.01709596213,306046.9787178554,330964.50774987816,360499.25180281,381815.07595972554,385099.4243087528,363884.0989308877,336860.9868592185,324644.43611401634,303373.0709321083,285879.19440365717,305841.7163246292,333326.10588106315,340195.4899902549,346247.21362214634,356758.8354855383,367414.13279155496,365637.0095891839,368980.0580922833,395944.0962667993,424319.5917251622,445365.8902726108,482744.10084037716,511650.14189331135,530161.845985161
60187,60187.0,B5,G6350,S,17170751.0,237297.0,41.8727197,-88.1124421,84432.0,3597.0,zip,IL,IL,Wheaton,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,229104.05949675597,248615.1577518386,269840.34185106616,294057.08571794874,319133.6637317981,347583.6045075937,369122.5869869354,372105.76786510134,356470.0540908585,327195.0728874205,314528.8538831831,287735.5530208645,264499.88266569015,278405.02687423315,305143.1875617217,310651.06963431364,317653.8788481779,329642.50431652827,339320.9348339199,338622.4372914049,344638.082325924,366327.66743940086,386143.7987409349,397883.5824225645,429289.28546998656,456586.3183838981,471578.447948565
60101,60101.0,B5,G6350,S,29497904.0,605101.0,41.9321192,-88.0107805,84355.0,2078.0,zip,IL,IL,Addison,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,174526.53540121083,190199.1770173629,208313.61289165416,227144.55673385234,247342.5357127121,270638.7821618057,288228.74274348473,289939.080235696,270193.11738772166,237588.10786043867,216407.27813231092,193039.20901853047,175618.75135175526,187977.1151908106,204407.07939997723,215103.37210237948,225068.66267047983,237138.39619800352,247833.24282354375,254847.84081573482,262548.9554324384,286050.9656168179,304540.5803453832,312214.28199761116,333481.3517865549,350044.8331744796,357101.651194361
60139,60139.0,B5,G6350,S,14325278.0,379325.0,41.9188772,-88.0780946,84390.0,3741.0,zip,IL,IL,Glendale Heights,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,111558.74579475308,121379.014981169,133148.6879875066,145314.5243680956,157432.85434132884,171881.52680405692,182590.78927028758,184740.20666550167,173732.2426949999,153229.73088338666,138190.95238686082,119577.7473216265,110667.55016691325,122649.80729229358,140887.24850907607,150763.91343733208,161492.7278279505,175182.94775342967,187381.74528746933,194691.96171438458,201093.28194955143,222080.12838855933,241780.79889421517,256083.42543277444,280886.43369928416,298586.021092835,306065.132580447
60108,60108.0,B5,G6350,S,19135392.0,893615.0,41.9503043,-88.0954974,84362.0,5090.0,zip,IL,IL,Bloomingdale,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,199897.9549326716,216390.44240002648,238003.4092768,254767.6364305551,273894.3025355499,296664.9084924171,316041.2015853329,316956.56020141736,299613.3923724773,270650.3855728738,254083.04358533383,230246.13548217085,213763.45195780252,223127.33236858973,240464.40569071381,250753.11155427448,260428.98609140827,268395.82762950234,280033.8357499515,285971.90824802703,288711.1968390669,313822.7118487335,339921.2485374708,357446.22867848957,386386.9821486575,407785.4312544067,417882.517240257
60133,60133.0,B5,G6350,S,21714133.0,838279.0,41.9778424,-88.1431991,84384.0,2160.0,zip,IL,IL,Hanover Park,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,118085.53434899775,129579.95363542416,141595.1351336426,153307.91536387315,166163.324526425,181154.70876544327,193402.25539592394,196131.8805869821,185027.1238895655,160017.9722050719,146220.52254426607,129058.383805779,113281.80935935758,120480.605847671,141727.50757540666,151534.82357025615,166645.58822296234,182313.6154864364,196480.57170457533,204203.22520165055,211946.95729551534,236191.5099331965,257977.1743802046,270202.7010035578,293090.84303272405,307578.43506127276,312352.579170793
60559,60559.0,B5,G6350,S,12161261.0,231713.0,41.7943709,-87.9728597,84587.0,5033.0,zip,IL,IL,Westmont,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,181568.12157760424,194346.71233836492,211192.79220260968,228248.41712976957,250437.0108900419,276552.5698469612,296069.5292716916,299048.90557492,283894.8895836019,257671.47619888783,244503.65522370607,222863.64007166668,207754.03574746576,221326.34669748644,242031.46084532482,253083.4691880244,257075.44170908266,265742.0696309611,276846.28710142727,280206.26670667174,284746.1647252561,307587.09259013325,325910.3949981287,334760.46788671665,357352.7188115835,376790.0300330291,385474.610295629
60563,60563.0,B5,G6350,S,37722209.0,1163276.0,41.7900643,-88.205593,84590.0,2084.0,zip,IL,IL,Naperville,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,206117.3938148421,223460.79054085098,241426.4370481441,260044.32554335485,279700.2678815445,303911.4781937022,324556.58508559415,331511.035831358,317102.7130583634,291033.96255264565,278714.443168076,258831.4940150671,239526.1966973165,252737.9239048401,271013.63259179424,275802.6793213956,279161.85365676484,288356.34754547616,301715.626928593,305944.2201987127,311460.8137854301,335880.50440698344,362060.5691079526,377644.301288866,411715.2883552487,434822.1247023242,442745.204893262
60555,60555.0,B5,G6350,S,20811484.0,929457.0,41.8232927,-88.1886333,84583.0,7825.0,zip,IL,IL,Warrenville,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,156712.87580361325,167426.7830843685,182127.08761740683,195619.0571266856,209311.63164069958,226451.05524513058,240645.56859010793,244496.03480440707,234169.80634632218,212305.15646614725,200094.551910135,178424.94568514047,162342.73615168483,170050.05158583776,184808.90544744572,191897.41832263806,203001.65409448816,217933.46328434985,228136.77352198123,233687.0241084261,239390.66261830644,258609.63089478124,279556.5623690899,291964.23291657434,314058.66350712144,330773.6882490211,338704.834944093
60193,60193.0,B5,G6350,S,22815609.0,75197.0,42.009371,-88.0967252,84438.0,1749.0,zip,IL,IL,Schaumburg,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,163802.42374682816,180974.5581984706,199328.21457023208,214612.83768936267,231520.45850392792,252141.79761663117,272703.99808295857,273445.0025491616,255841.1397413275,228078.8131121814,215646.22540579134,194426.58919348067,172264.2291989579,178056.698208231,196760.9649059314,204723.08114879808,215515.60668798778,228102.8249917154,238645.24455083723,240548.10641719183,246102.49746705373,268568.3906549657,286719.05883504,298874.20083516167,322628.7746705488,339180.218145912,350038.110053755
60440,60440.0,B5,G6350,S,39056713.0,474107.0,41.7006001,-88.0750061,84491.0,747.0,zip,IL,IL,Bolingbrook,"Chicago-Naperville-Elgin, IL-IN-WI",Will County,125506.09791332741,134767.41490422617,145312.39028344824,157228.33445096508,169694.69914189415,184085.32661698517,199173.55708809558,203865.23615414868,194629.2804779874,171347.1038117555,158880.401759208,139649.22902166366,132333.4756712575,141199.88107592557,156234.32446377282,162052.43897870858,174802.19728758486,188583.70909468966,200055.209026907,208552.21397457624,216629.9963025324,244918.60053507207,272616.44727179484,278354.1367971397,296970.7775802934,312024.08804241824,317193.912817108
60007,60007.0,B5,G6350,S,46899245.0,1012393.0,42.023977,-87.9997785,84276.0,2946.0,zip,IL,IL,Elk Grove Village,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,160515.34177967734,177972.1773783265,193980.38198788717,207295.84635129225,221646.65507693702,240678.1282881846,262574.3838094313,265999.78359660023,250883.9896484434,223979.232741794,209682.73533443242,190226.75972124827,181101.884320637,192736.17646043623,213814.70764802545,219318.12547554343,228345.66212832052,238017.06546766392,248791.14945776423,250469.8104714883,254981.56409235028,280189.1777647399,301804.7187151877,316667.67821040575,343113.494837342,358786.8185279309,370562.531255597
60191,60191.0,B5,G6350,S,13498323.0,320519.0,41.964839,-87.9811067,84436.0,8071.0,zip,IL,IL,Wood Dale,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,157734.11408213925,172743.77263391018,189188.92192531066,205419.0788687472,223004.09790189468,247835.45645191532,267142.7129582022,269881.48201921623,250413.97255273667,221254.15679432233,199705.0986054853,180316.02756864592,170246.92705064427,179082.47466619383,197903.25577202952,209504.91296928466,217684.10322376448,229082.64453054583,238898.92631909266,245752.0966671624,251504.02391501566,271569.15596212365,289386.38303547405,297687.4640594415,317346.5080282284,332351.116301313,342002.80462054
60106,60106.0,B5,G6350,S,23965205.0,222152.0,41.9643738,-87.9441289,84360.0,6287.0,zip,IL,IL,Bensenville,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,150831.15000999792,165304.15136483216,181431.77594613525,197949.1239753864,215431.59201288223,235969.37489321418,252200.31433510975,257817.98538778757,237924.78445114032,197868.47384013748,177180.89585854558,157450.36505931924,147669.46669335483,156451.26858645902,179814.82013102833,191655.98318233376,203937.0619724736,217078.68861365467,227181.02133585865,236232.82540428833,244792.1535620678,265478.0935420087,282466.64126875135,290894.4805336327,310019.8564027927,324531.0391596794,332332.329171057
60018,60018.0,B5,G6350,S,42944312.0,418357.0,41.9788715,-87.894342,84287.0,3752.0,zip,IL,IL,Des Plaines,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,160429.99070170216,178934.6151731734,198344.12122558476,214548.15409270223,234581.71811398034,260795.34924481506,284099.2351682111,283258.6636227319,261165.6603574109,223351.5907989562,203347.69507901627,182820.94313231425,165474.37637796658,177345.27442729517,198570.23032883558,204872.73843606657,219328.79997753384,232913.7053733666,242541.85152609917,245057.963737976,252325.56856037676,279578.2625025311,299446.65614736004,311565.349903281,336976.8079034884,353844.2036842005,364264.764834717
60131,60131.0,B5,G6350,S,14080490.0,0.0,41.937783,-87.883025,84382.0,5727.0,zip,IL,IL,Franklin Park,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,132239.97325722277,147630.01900209943,162071.30358584668,179057.74619479306,200449.58822926108,225641.19570016957,246546.24282596298,242786.33202714275,216308.07017707932,175014.38549662233,152284.40592422124,129341.95582737558,114321.356866783,122272.44174974858,140781.23149173474,147413.92488285483,162545.71707529385,174911.7838422045,189100.50874870992,194440.90663384736,201414.9437789939,229797.52107028218,253843.79103630083,261226.76131824698,278561.13204196776,290462.44687995146,296308.092943912
60564,60564.0,B5,G6350,S,41489538.0,449223.0,41.7062338,-88.1951036,84591.0,1382.0,zip,IL,IL,Naperville,"Chicago-Naperville-Elgin, IL-IN-WI",Will County,297793.7943576065,322776.1445252406,343444.03730578715,362574.7627369768,384244.6871594113,411487.51251577697,436113.5703119151,443328.6090402982,422810.26305361884,388411.969252747,378345.1857099873,358831.27228968503,346816.900030016,361962.7553467403,387365.2988814605,392261.1753503436,395687.63715788623,402063.08770167176,409644.48398241546,424352.99516233965,428681.3001125278,473994.3580305043,542036.0185240752,579558.8701099653,630131.5604196411,654033.1393731966,665245.012096315
60526,60526.0,B5,G6350,S,10055435.0,562.0,41.8314017,-87.8837998,84559.0,8361.0,zip,IL,IL,La Grange Park,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,199139.95213441327,219091.0227062345,239414.02463639466,263470.5132671513,288891.82545786543,315801.57351478614,336173.5457277112,338848.7350237805,322724.8043319962,285993.3686069219,267231.94805314863,249978.65626660633,237989.30317749933,254806.68426083945,284037.3428471479,297071.1970184634,308248.00193647883,313736.15769758023,320434.9289543369,321146.28761648206,323969.71699897933,354942.039096174,376742.5886800107,389430.070804533,408650.12992863456,430495.61712099635,453796.242859484
60163,60163.0,B5,G6350,S,3262679.0,0.0,41.88793,-87.9094671,84412.0,13358.0,zip,IL,IL,Berkeley,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,125349.25791744934,134651.97358080832,146014.76463559983,161252.42258241875,173179.40842369234,192037.16771635157,213079.270588482,215551.93410642302,195205.15749288423,160450.64792867508,142378.48779508332,123800.07800127009,105834.08078620658,106256.08784562266,124756.80138010159,135114.70874401834,147253.07190947808,160806.61622389083,176855.3440129439,187179.42364097576,196946.13410502067,220228.49518550883,241575.91590606302,250070.242066231,268870.6188266764,279359.926333027,284280.452111641
60154,60154.0,B5,G6350,S,11295223.0,0.0,41.8492344,-87.8898489,84404.0,7305.0,zip,IL,IL,Westchester,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,171613.06629973842,185022.44193940866,200025.29671160993,220827.26966176994,240698.07447590935,262333.2877302463,280604.4838357274,281691.06194157765,266226.81336841965,234012.64468187475,212662.69291694625,185618.24947426093,166123.60841791276,172078.59677656967,188798.6646040879,195579.0000963091,208618.14936784827,221262.23974300068,232543.44510274276,235077.4733809269,240629.5859583985,266159.4261376091,287965.4116897068,297217.8983400531,315791.338852518,330825.8129033165,342632.652260596
60164,60164.0,B5,G6350,S,12721258.0,0.0,41.9166905,-87.9011822,84413.0,6283.0,zip,IL,IL,Northlake,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,120856.87483696057,132540.80032453634,146802.13809172233,161758.25223365467,178740.46896035617,200800.7932144976,218379.73038403274,220354.40730869898,202011.87365857165,163662.131498378,139487.65265924725,121360.224972232,104564.32867601089,105601.90277611511,124864.61840262834,134150.89763076857,150524.29127382927,165397.8816950571,181938.18684312017,189013.08458607658,199701.06782980752,228065.79038884133,250830.1826319718,256610.8838557664,275766.71250445826,286521.50686453836,289133.148717031
60189,60189.0,B5,G6350,S,27032819.0,945656.0,41.8406447,-88.1220551,84434.0,4016.0,zip,IL,IL,Wheaton,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,226546.30438805977,243588.7025098035,264482.4150311926,286854.39330059773,310608.81570966076,335277.9051488012,355911.272025119,358359.42293058214,344825.55322923826,321775.61970532866,309907.4438355561,286197.7116037277,268998.8332110966,283734.9831267457,306397.63242584124,310863.401926387,317628.8504298627,326202.75589573884,337220.19515047135,342334.3881733514,347292.14930296456,370888.0680401717,398760.5730164301,418363.5789678171,453479.54780182237,478950.5061142487,491238.596413929
60519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53511,53511.0,B5,G6350,S,297477320.0,3250196.0,42.5464281,-89.1067151,81341.0,1108.0,zip,WI,WI,Beloit,"Janesville-Beloit, WI",Rock County,,,,,,,,,,,,,65351.241578992456,67651.28865473835,70564.40453360007,74133.01975230321,79052.70052318012,88401.21061260447,99570.56213185976,109578.54050865216,117473.88475647116,137843.64499109326,151995.62146472544,165531.0976965739,181549.8983042751,193407.20843669484,202260.750803814
61072,61072.0,B5,G6350,S,135571880.0,2789165.0,42.4423538,-89.1384566,84804.0,9448.0,zip,IL,IL,Rockton,"Rockford, IL",Winnebago County,111244.90332916666,115041.62017713832,119116.35871412366,123652.28173293183,130839.8987135865,139234.2588060115,147477.1571089406,154543.90164129526,154851.26333690694,148028.05367620208,136902.45308198102,133271.59791090767,127194.39787535025,128729.72084078466,130376.36434837367,132302.77336757423,140840.74887533966,148917.18007326024,156398.02670808474,163957.21435934684,170119.97209974207,192121.60460836068,217475.8828798719,230426.53606128998,248587.96362143534,265371.26268876373,278240.404132213
