ZCTA5CE20,GEOID20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,RegionID,SizeRank,RegionType,StateName,State,City,Metro,CountyName,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
60553,60553.0,B5,G6350,S,126589515.0,127100.0,41.8262544,-89.0400565,84581.0,24454.0,zip,IL,IL,Lee,"Dixon, IL",Lee County,,,,,,,,,,,,,,,,,,,,,,,223623.3368909412,220763.33409667618,238278.11325046394,251556.81161881017,265266.061656317
61310,61310.0,B5,G6350,S,281336440.0,1400091.0,41.7024188,-89.3545096,84886.0,15253.0,zip,IL,IL,Amboy,"Dixon, IL",Lee County,,,,,,,126522.13442250821,127194.24498046526,125333.23877509618,116503.01310429383,110597.41639753016,105442.06656145865,98773.58233913791,92119.70233967747,68041.4421133503,62304.53630812318,70087.54968316005,89410.18586243216,106236.0742261865,110917.92861117817,113885.05549518141,132748.82568786226,141126.44479032382,138423.08405703766,150152.17675575783,160980.64416512416,170559.710206264
61378,61378.0,B5,G6350,S,156909047.0,304639.0,41.7226712,-89.1554022,84945.0,24616.0,zip,IL,IL,West Brooklyn,"Dixon, IL",Lee County,,,,,,,,,,,,,,,,,,,,,,,217297.808593761,217448.79260818075,240760.703349835,257926.57423484442,276285.40814502
60550,60550.0,B5,G6350,S,107142759.0,1439614.0,41.7821971,-88.8813927,84578.0,22204.0,zip,IL,IL,Shabbona,"Chicago-Naperville-Elgin, IL-IN-WI",DeKalb County,,,,,,,,,,138625.32388998507,131293.6699417369,126210.45402301116,124750.70063966699,124546.42272855267,127376.99943446841,133674.46033306,145807.5672132785,160452.529125376,166737.62118897526,172069.04091201024,177951.21404982658,194495.0023918279,213163.84151877518,223547.6777756589,237905.70541249702,251563.77081788285,262003.830835623
60518,60518.0,B5,G6350,S,343525025.0,587209.0,41.598842,-88.9197411,84552.0,14925.0,zip,IL,IL,Earlville,"Ottawa, IL",La Salle County,,,,,,,,,,126970.74098047042,119416.61177089275,115093.97555122491,113058.580614854,110596.14059747201,109962.83185233957,109639.9468003736,115833.196999232,123703.20367793801,133266.66419633382,142961.600702578,149599.76008088316,170355.41333147467,189768.93695068383,193453.3331199355,203973.01791871843,220986.12606261673,232412.292564956
60530,60530.0,B5,G6350,S,72300545.0,57040.0,41.7970734,-88.9523787,84561.0,25020.0,zip,IL,IL,Lee,"Dixon, IL",Lee County,,,,,,,,,,,,,,,,,130432.63217939575,147530.10915000166,161059.29684128932,161707.7754226621,167779.74147737827,186526.2477084966,201408.2114499158,203307.0871999504,219673.92807545234,232916.715403226,244387.745641463
61031,61031.0,B5,G6350,S,116357341.0,57157.0,41.8299636,-89.3212708,84772.0,19261.0,zip,IL,IL,Franklin Grove,"Dixon, IL",Lee County,,,,,,,117029.45147161961,119073.89777801024,115500.08886878549,106593.79866435476,101860.10431804058,98697.14605150778,101242.37152122003,96415.55836818846,71262.1957065095,62299.72697689011,68818.92287734461,86089.10175951035,102373.88543696616,106693.5452523504,111679.9646554645,133225.3440001574,140563.05652803992,142581.13342647758,151602.53148807224,167302.26648039985,182383.335261903
61353,61353.0,B5,G6350,S,83687273.0,123869.0,41.7043163,-88.9910483,84924.0,21296.0,zip,IL,IL,Paw Paw,"Dixon, IL",Lee County,,,,,,,149513.26156491463,151000.87916618475,146672.80007273384,139082.48581010324,129004.54587408701,121213.63924580776,118503.92091518258,103022.48119633023,74902.70123082219,71575.14709917885,90830.25060422311,111018.34137134084,138587.98318559717,146871.30502205275,154348.30072371443,176467.29466298642,191426.28715334673,187421.710174904,203200.17795573492,210498.65555719382,215352.861551948
61331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61318,61318.0,B5,G6350,S,85810014.0,38199.0,41.7112849,-89.0782707,84894.0,26802.0,zip,IL,IL,Compton,"Dixon, IL",Lee County,,,,,,,,,,,,,,,,,,,,,,,156859.525716423,152487.45925686142,161836.89134577458,172224.49261524633,185336.628602865
61021,61021.0,B5,G6350,S,388690671.0,8531756.0,41.8295971,-89.4772842,84766.0,5576.0,zip,IL,IL,Dixon,"Dixon, IL",Lee County,,,,,,,115719.78571713381,117830.52954135125,114571.37442227716,106992.56602141075,103359.70080269892,100176.92342754583,99486.21157011895,91313.16395973969,68398.88530171502,63578.50966009216,75853.13343573149,96130.6055048413,108992.39673203735,110543.87314724458,113728.77260198457,126495.74816286034,135060.30984901535,138683.709156614,148231.68702273842,158791.8657574359,165484.316295967
61071,61071.0,B5,G6350,S,187720462.0,4867226.0,41.7246945,-89.698885,84803.0,8482.0,zip,IL,IL,Rock Falls,"Sterling, IL",Whiteside County,,,,,,,,,,82796.16965641738,80130.50102707594,78108.31412348512,76751.56038335388,74287.33897085492,71376.14248505843,72775.38102628496,74421.26459458288,74348.70352250857,72598.73868392952,70233.65951614887,78638.2196292258,84076.4501651996,88328.47641196485,96144.02148639549,103326.04016563865,112146.4028016595,113727.098731977
61057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61042,61042.0,B5,G6350,S,172786394.0,37536.0,41.6940512,-89.5587451,84779.0,26113.0,zip,IL,IL,Harmon,"Dixon, IL",Lee County,,,,,,,,,,,,,,,,,,,,,,,174147.0353222451,167694.90645719267,179271.67612695522,187680.1782201459,196116.030810146
61324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61006,61006.0,B5,G6350,S,182218184.0,186160.0,41.861762,-89.2022806,84753.0,20641.0,zip,IL,IL,Ashton,"Dixon, IL",Lee County,,,,,,,139787.7607716507,143241.4440451451,139438.97575957607,126601.63290842267,119862.09999005776,115353.56185185358,104927.09642407404,98912.5030161285,83213.71016924271,71256.90054426096,79381.11987800426,97940.65353792826,114014.49758263824,116454.828007769,119704.82200730966,136334.81161996818,148191.93282892232,150605.10271547042,159922.2391321275,168985.29209033624,176764.952428203
61091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61061,61061.0,B5,G6350,S,272882359.0,5605625.0,41.9979174,-89.3416563,84795.0,11375.0,zip,IL,IL,Oregon,"Rochelle, IL",Ogle County,,,,,,,,,,137943.81435536957,129447.62587561541,125405.304272528,124454.19169313309,122271.43075253667,123341.2439214416,110811.21107635593,102753.50144337642,116604.56937821534,130487.46786755224,135893.74547501767,140916.1963985565,160650.10672184985,178284.24944184115,182254.054262844,191447.14540823424,203547.40612104116,218666.915158606
60150,60150.0,B5,G6350,S,144810277.0,153659.0,41.9144005,-88.8957749,84400.0,19474.0,zip,IL,IL,Malta,"Chicago-Naperville-Elgin, IL-IN-WI",DeKalb County,,,,,,,,,,127045.13150762084,121576.78538925375,117417.02683487075,117621.56126401591,120033.18249091657,129171.68207991542,141125.73486620217,144798.82291260883,155127.60752978892,161834.39187280575,163595.24281977952,169725.5263854245,186382.36460346673,201656.7948137476,216795.60708496926,234396.5167560835,252361.69143671673,263929.771346944
61068,61068.0,B5,G6350,S,312486086.0,411493.0,41.9500278,-89.0655896,84801.0,7449.0,zip,IL,IL,Rochelle,"Rochelle, IL",Ogle County,,,,,,,,,,136497.1114639671,130433.21336538692,126358.09644708458,122436.68194559192,117626.09500882267,120745.53751320542,108278.80302913858,100468.34476631573,114398.09571460483,126731.44103753091,131193.93850762976,138049.6306828636,154621.2256804184,171788.20789701992,175890.91915101107,183920.59711226533,187352.30311439536,195752.2856558
53184,53184.0,B5,G6350,S,80152542.0,191305.0,42.5204858,-88.6131994,81270.0,13574.0,zip,WI,WI,Walworth,"Whitewater, WI",Walworth County,,159073.95098581785,165180.86938357467,170747.56226291717,182530.4988077456,197041.4278081835,199718.92445238933,209831.1170151619,209926.75212571616,193334.52449552552,179607.6665835285,159372.23806236198,153852.65780821792,163595.49012675715,173999.46397823057,182768.13393203425,192829.85173965825,205216.833388378,217667.12815158084,233306.96033374695,253231.204295467,295379.31722017075,319122.5002607906,348328.8149101678,367476.95748924155,383798.95908147277,392063.021693252
60034,60034.0,B5,G6350,S,79959579.0,0.0,42.458664,-88.4266426,84298.0,17998.0,zip,IL,IL,Hebron,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,133767.53837162984,141606.75995204985,146893.13321283058,155697.0965012491,166936.88154473325,176161.54461740676,190740.023252023,193688.88933078715,184382.59703639874,165167.34600400634,153164.96019787632,138745.74769390642,131077.66635097758,136351.37614021508,151737.67283616975,160426.40126534266,169628.62055262944,178750.8079669771,184621.36998148425,188617.67259051607,193919.36043668608,218640.08566845508,243951.37677095935,251582.89528895207,274179.39475004084,294526.3983457777,308999.929601529
60098,60098.0,B5,G6350,S,271373310.0,140611.0,42.3246455,-88.455561,84353.0,2460.0,zip,IL,IL,Woodstock,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,156706.73230669016,166145.97288358526,176198.14338527006,188786.50863557056,199786.42957722626,213343.96353808334,225159.22093778042,228708.9854884765,219492.41271023898,198134.73958042698,182581.97305581777,164920.35610644307,151401.45170453074,153659.56766633075,165634.3317258281,170517.88921800966,177907.33079204833,186974.95539682577,197340.6723216475,203813.72398540497,210890.048174986,240474.1863352866,269630.3138317792,279059.7246690224,299761.11036881735,316682.9503153964,324634.413951174
53147,53147.0,B5,G6350,S,180696817.0,19882321.0,42.5582041,-88.451878,81246.0,6309.0,zip,WI,WI,Lake Geneva,"Whitewater, WI",Walworth County,178738.905133487,185035.21341872241,191382.1918423185,199806.85331562665,216189.06708608786,238199.04256558508,257737.85471640632,271763.9422632427,272156.2715438715,247036.62652165824,229908.371464735,207165.83950070967,194448.4395775389,194501.92271962468,201688.7920377246,209038.5407306529,217914.4244332769,232176.66918650948,250161.56617322584,267661.079213269,285873.013226469,337931.42092247185,383126.86566079763,404319.31140426453,411233.3063384976,424757.707605942,438596.962762353
60102,60102.0,B5,G6350,S,40822249.0,1135339.0,42.1651647,-88.3087678,84356.0,3696.0,zip,IL,IL,Algonquin,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,191576.34070824066,204931.02297960364,220573.3867367278,234498.2722982961,249018.40520141376,266702.46579081076,282659.68889466143,283522.0846249396,264640.6495709464,237747.36599633182,222528.77300821166,203934.4424454705,191169.24616909647,198507.69500169964,213721.73746368042,221524.7060596134,232742.3746072415,240631.2487288539,247741.86326146874,254181.53666942436,258656.79705731777,288800.31466142973,325943.9409213001,342491.734921472,368507.253116004,387890.30454610055,396869.222603625
60118,60118.0,B5,G6350,S,54227149.0,1676460.0,42.1062587,-88.3043825,84371.0,6417.0,zip,IL,IL,West Dundee,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,196942.37156612906,210657.12977737424,225830.8520924976,239967.13972748068,259185.4766654624,279630.611617875,294417.4061177495,296967.0449731582,271560.5898864115,244115.4728068936,226373.53645752175,205231.88236596916,194538.42080587908,203328.62552724825,217002.13725887216,222152.1631210821,229065.1337160426,237729.02477222818,248237.95549445518,257009.20460585374,260458.81746200935,293148.55923355,328541.79471197276,345224.6076483585,368027.7263130808,386152.86179186037,396306.649985977
60156,60156.0,B5,G6350,S,27476969.0,593287.0,42.2030625,-88.3204736,84406.0,4296.0,zip,IL,IL,Lake in the Hills,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,152232.64404437973,163084.08361529882,176292.31822087127,189207.93514451035,201232.0158864735,214449.1762135123,227662.7699973416,227364.9355329019,212596.61043905225,189061.48737245868,176583.53978539244,161143.4026673231,149054.90125969026,157590.64492099592,174192.9418576051,182320.1449385275,191478.50376800468,201308.98127315857,210765.6568777879,215299.1355717595,223806.3500317697,254042.34477100568,288696.03483903874,309199.2282485187,334655.472256231,352630.8368454038,359751.555535012
60014,60014.0,B5,G6350,S,65016169.0,2798521.0,42.2302786,-88.3296544,84283.0,1084.0,zip,IL,IL,Crystal Lake,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,165116.9198991996,176524.62294817032,189068.04423715433,202850.51459876998,216035.5589128825,232953.37850462532,247514.16308414706,247711.45735034024,231053.1339820531,208649.84970852,193545.5564206621,174259.51737409268,160776.392315727,166524.86293602534,182108.61449059992,189737.03272820116,198139.00368546558,207304.97925651885,214967.59330736718,220504.33080992606,226889.554903605,255514.44952619774,287492.8453867753,300592.0513862118,322934.5256532119,341102.9128906929,349465.589003788
60180,60180.0,B5,G6350,S,54286076.0,0.0,42.2233772,-88.5202071,84426.0,16153.0,zip,IL,IL,Union,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,195780.7187417704,210467.62222461333,222866.5223879871,237825.82508064716,251533.031210351,273345.43118343083,291010.9590079501,294190.9753854782,284640.22872175724,252020.64021108393,225201.66351948158,209596.61586905702,184636.0003690495,183183.0913417921,197940.02598517935,204327.06699066792,210106.1928968767,220534.97341664857,229621.32871533508,232612.61967683258,245069.65135194457,287549.72217196395,329200.55866632395,342946.81137198344,368261.27768629463,385425.1268751291,402968.058365011
60140,60140.0,B5,G6350,S,209866789.0,104328.0,42.0790506,-88.5130983,84391.0,5566.0,zip,IL,IL,Hampshire,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,170380.80636085416,181799.52174570874,194357.80382906608,205426.45121014208,220269.84398712902,235792.7415638684,248286.405388874,252779.25366842884,238345.80999451035,216394.07023919016,200101.01855607374,181730.63635718942,177267.05215538308,187764.7913312785,204645.5451904213,211999.9529717538,222048.22936333274,234265.88661033858,247243.78243338957,254602.945558156,258983.31805551608,289190.81465743907,322654.3025701515,338701.45230259374,358862.59652151907,375352.3030062809,382222.483428306
60012,60012.0,B5,G6350,S,44804833.0,17479.0,42.2726208,-88.3115704,84281.0,8527.0,zip,IL,IL,Crystal Lake,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,212689.2295350619,226996.03884896357,245105.17028611075,262595.89056587504,279568.9760536995,301069.4029365532,318738.5523929003,321917.8232474026,303801.40077833907,274862.8805426508,258316.56911156874,241468.4782037964,231217.57604715077,242674.08758815294,259821.962335075,263186.0284396612,266267.35471123183,270075.5020031215,276559.10047500924,286467.95586556016,296061.9048368116,337429.2728369986,385680.3157444065,398767.08287154295,426939.4758562941,450495.6794452204,466049.615581653
60142,60142.0,B5,G6350,S,100707500.0,199183.0,42.1739146,-88.444659,84393.0,3708.0,zip,IL,IL,Huntley,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,201688.33732208327,214725.35007236977,225882.60709047574,238816.92006585744,248570.89649973917,262353.109437652,274632.8406610605,278075.2222190474,262620.1487669333,235248.351010791,219645.5244799898,204359.61613986574,197368.653314797,206811.46899367994,222725.57712781275,232306.46996972593,243251.13976646532,257818.21153520132,271099.2054453687,276351.6601139049,280774.5759718701,310456.9849839167,351068.5026449952,363772.32632728526,385007.7579242666,401770.21132734866,408366.575968164
60072,60072.0,B5,G6350,S,25072677.0,0.0,42.4064576,-88.3063514,84328.0,17571.0,zip,IL,IL,Ringwood,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,191303.2531618965,198952.93027186408,212507.4039730085,228012.31269185385,251459.96022707134,273607.2974937581,295551.58654443343,295479.07756286865,284415.53148324456,263496.9833049068,243331.906467949,225405.76203007498,217004.8159300501,233738.4204612005,244530.65910055078,250179.88474788552,255973.59938822067,262015.85745954758,268770.33589587145,282842.16264144727,295529.6786530525,342941.1670482847,387005.1687178453,399404.37066053395,429451.16637498135,450100.1937410082,474603.49672384
60097,60097.0,B5,G6350,S,41561831.0,3099510.0,42.3969753,-88.3724436,84352.0,11257.0,zip,IL,IL,Wonder Lake,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,122248.38217929692,128862.74469761825,137058.62263147533,147326.02778306592,159884.1297692215,175234.59461408865,182502.7782357946,182801.51798902266,170942.3553081765,157803.36738395932,146470.060350147,122629.83661698016,106444.34392369376,109340.2618191295,123277.26360421591,131524.76672783808,142127.38178548525,151416.147359207,163084.1938190086,172097.71006168067,181422.66751568893,208859.30671652753,231844.20994092952,239321.67930839176,256816.5832747511,271553.0600441156,278192.986147833
60071,60071.0,B5,G6350,S,64280025.0,411441.0,42.4684496,-88.3158067,84327.0,13814.0,zip,IL,IL,Richmond,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,154365.07793655607,163094.54165607967,173659.206776681,186252.012025131,203082.5818377651,220351.84668598615,233041.87580305143,232117.28687279808,219706.73273820078,196316.17447438883,178348.5080793587,163752.7336583895,150247.73992281567,158307.50322713025,175705.601669983,185683.70408924876,191578.06798608683,202350.69242405682,214329.39125412842,224408.43359439576,232177.11657494717,268941.5314786926,300278.68681221636,309669.85892163427,333357.7665195496,353533.7829447097,368155.866537374
53128,53128.0,B5,G6350,S,65589261.0,3339522.0,42.5288093,-88.334964,81233.0,10121.0,zip,WI,WI,Bloomfield,"Whitewater, WI",Walworth County,101839.75631331593,105765.50240559808,109632.48060164634,112319.69688738383,121186.61298256608,130513.49843885168,135813.30796153835,142688.07201446375,144209.95424585216,132885.035587154,123911.716619051,111142.90835420399,106420.87149271251,111417.47344284058,123684.2215384405,133772.42568727632,143399.88340441117,155947.05711055515,168332.6685444931,183743.30287218277,199162.16148510526,228858.73699651324,248969.7159462505,268234.0032462806,283568.2116653139,301466.45583464205,310760.731199808
61350,61350.0,B5,G6350,S,395083328.0,14716438.0,41.3720949,-88.8651271,84923.0,5093.0,zip,IL,IL,Ottawa,"Ottawa, IL",La Salle County,,,,,,,,,,112797.7494962645,107337.19299987417,103465.92829972583,104199.62668233975,103934.36781381625,105971.39378649516,106192.01648967467,109814.88907746284,113492.8189294694,117962.10739625017,125284.99861828743,131158.64999828517,145212.19320169135,158120.49358099216,161414.6597336275,172758.82536978467,188609.69226121833,198561.237460835
60551,60551.0,B5,G6350,S,153598916.0,1852248.0,41.5253224,-88.6876629,84579.0,13357.0,zip,IL,IL,Sheridan,"Ottawa, IL",La Salle County,,,,,,,,,,174105.316877815,160920.19548785916,152360.0786347798,152391.0444755424,150225.28147126306,153876.99706310016,154075.68547074517,163107.544007833,169556.22224571367,176968.19451361042,189900.66176651057,198706.78515369075,223732.28959143802,248254.70864831764,251027.9906924781,264635.9075286817,276681.662204691,285302.895144001
60549,60549.0,B5,G6350,S,61541531.0,456443.0,41.5025373,-88.7396346,84577.0,24007.0,zip,IL,IL,Serena,"Ottawa, IL",La Salle County,,,,,,,,,,,,,,,,,,,,205824.9064267691,211353.3239136097,229176.7928229342,251286.3209223375,258533.92316738915,274927.5133713629,288885.77694657614,303770.048870541
60557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61341,61341.0,B5,G6350,S,237430587.0,9317787.0,41.3521653,-88.6931969,84916.0,11124.0,zip,IL,IL,Marseilles,"Ottawa, IL",La Salle County,,,,,,,,,,117298.33463296267,112670.50210328167,106631.59693257959,103548.70811580958,103753.24453955183,105037.39376368525,102144.14522615932,106954.63689032308,112245.26681015124,120467.31579344101,126143.55022845701,130716.36573683367,147702.80389577485,165189.30876314224,169550.532952296,179978.84188577233,189977.88753812108,201582.771898341
61348,61348.0,B5,G6350,S,101825101.0,1857393.0,41.2857228,-89.0351973,84921.0,12834.0,zip,IL,IL,Oglesby,"Ottawa, IL",La Salle County,,,,,,,,,,99591.87254522396,96896.08714621211,93912.21471286536,93552.74935059017,89583.44625088992,92276.40114712615,93409.98746094416,92601.25403323921,94712.02036609355,101132.94961589114,103654.59789029132,106597.97367736757,115730.08606808759,122869.56643329741,129806.509650893,142631.55342272282,151342.76142654533,157089.780373552
61301,61301.0,B5,G6350,S,109436685.0,1005015.0,41.3974226,-89.0842642,84885.0,9879.0,zip,IL,IL,La Salle,"Ottawa, IL",La Salle County,,,,,,,,,,81559.79913684266,77129.9267330847,74313.54174628842,73941.6833289109,73630.89508020117,72106.52262056712,70982.89562616144,71576.38429527827,72063.80134146546,76710.27237620718,81278.11055990112,84886.24741526546,94798.32508916115,102409.90864897826,106142.42709112116,114159.27612304325,119858.31253467634,124811.429273088
61371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60537,60537.0,B5,G6350,S,2139447.0,157316.0,41.5604766,-88.6041028,84566.0,28890.0,zip,IL,IL,Sheridan,"Ottawa, IL",La Salle County,,,,,,,,,,,,,,,,171521.7712273714,180078.56396685183,184651.1341804614,187679.44024460274,197989.34380573026,201557.95206451952,218101.9556703831,239170.38388370708,246397.55011566207,256495.20036211386,268543.6964696461,271174.739347569
60531,60531.0,B5,G6350,S,159093015.0,178548.0,41.6192067,-88.7874976,84562.0,14823.0,zip,IL,IL,Leland,"Ottawa, IL",La Salle County,,,,,,,,,,144481.9237453819,137670.37365984873,132208.07647686193,135538.3119829071,135736.73527715894,137462.59738041792,136288.6724404329,147201.34338018516,152356.5588154547,152570.00623968177,164222.4787953975,172084.78162316408,194216.83290938466,219372.77076490983,222259.5668862296,240963.664264422,258915.41875987573,267544.360841024
61364,61364.0,B5,G6350,S,407475290.0,561712.0,41.1284785,-88.8498984,84933.0,6782.0,zip,IL,IL,Streator,"Ottawa, IL",La Salle County,49397.35907626643,53592.30889354043,57461.429751819924,62078.75988143536,69933.95078142668,77666.06831009594,82156.10644162279,83076.08211977665,82678.84024605117,79815.28827380737,76633.14856777582,74296.18801152089,73116.80015141552,70676.83408328009,69654.30372239651,67104.8756751049,65507.48524962404,66541.18409004566,69702.65670356595,73562.45604598473,78471.49419999526,86339.93932909078,95159.6746670498,98248.18404939219,107162.87438513675,112790.1570919624,119628.832488771
61334,61334.0,B5,G6350,S,101084554.0,0.0,41.147315,-89.0993384,84910.0,24750.0,zip,IL,IL,Lostant,"Ottawa, IL",La Salle County,,,,,,,,,,,,,,,,81312.11906663171,84863.87894282206,91035.22689121607,99537.90280728752,104747.83209840866,112631.6626556659,125128.19208173983,137894.11944613684,145650.5940003358,160741.8255976114,168275.906798637,172212.474507458
61325,61325.0,B5,G6350,S,121235583.0,71412.0,41.2349534,-88.8096334,84901.0,21146.0,zip,IL,IL,Grand Ridge,"Ottawa, IL",La Salle County,,,,,,,,,,,,,,,,,,,,141750.89727937654,146999.93688774007,167011.8218423921,181189.16066621544,184118.58296159818,199234.57377633257,212847.03403733965,226017.723401901
61332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61370,61370.0,B5,G6350,S,115516417.0,108772.0,41.2107278,-89.0388139,84937.0,21897.0,zip,IL,IL,Tonica,"Ottawa, IL",La Salle County,,,,,,,,,,108937.21666937358,105394.161279916,100144.56866657971,103456.60934064526,105766.97572938133,106168.76596923433,111347.25359247484,116387.86614976067,121200.6233507755,128917.95694652076,132276.30184534774,140066.73554375352,157902.04786289643,172979.5024819954,174564.9310713491,181729.23002013308,195797.17212137193,215444.37472514
61316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60548,60548.0,B5,G6350,S,107163567.0,978537.0,41.6486673,-88.6346907,84576.0,9057.0,zip,IL,IL,Sandwich,"Chicago-Naperville-Elgin, IL-IN-WI",DeKalb County,,,,,,,,,,146806.61783161867,138583.34832514092,132748.96216436176,130591.01902380091,132742.35060181242,138839.59925189518,143447.80962290868,151797.17187820884,163959.90316975818,173235.2685374789,183210.83144315702,192255.16432559575,216027.0930486015,241163.61630037756,254498.9471652291,277366.56630261167,297751.1280238021,310895.229005279
60552,60552.0,B5,G6350,S,68905690.0,704727.0,41.6668884,-88.7065072,84580.0,14601.0,zip,IL,IL,Somonauk,"Ottawa, IL",La Salle County,,,,,,,,,,167552.899803982,155949.527272645,149983.43055309026,147612.40384243018,148235.48379410926,152021.2169984575,154823.35103444735,160268.540842723,169037.42722721424,181260.44073828007,192628.74504119557,201271.47106131015,228879.6975274981,253375.6563529419,258329.24640613186,275520.7483220824,296202.0267426,310866.56902034
61760,61760.0,B5,G6350,S,181127189.0,131090.0,40.8858919,-89.0321153,85144.0,15582.0,zip,IL,IL,Minonk,"Peoria, IL",Woodford County,,,,,,,,133372.52716034438,130073.21164893232,121154.00939024684,110490.90349025349,103468.7811073602,106544.86286928396,109468.04636852209,113502.28047916,113751.18425263342,118824.70792771467,112044.55764496124,110310.60782067566,117891.63642948626,128027.82039259758,136643.65124565424,136052.331853319,138476.92541402267,138356.15617938657,147829.71224335468,153188.400225874
61311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61740,61740.0,B5,G6350,S,181926660.0,1871.0,40.8919334,-88.8627615,85126.0,22851.0,zip,IL,IL,Flanagan,"Pontiac, IL",Livingston County,54751.90544854025,57686.92223683317,60676.82886015134,63734.991837655565,69029.39838245102,73568.07618271331,76700.7650662374,77569.34190093659,75183.2655012417,71031.01565412847,73298.73769169093,71633.40366435649,75649.74225144876,84536.49810925176,84604.69239650939,83179.16261197794,82961.8790975296,84492.54963307084,85034.64920303192,91556.3465865944,96117.06756784387,105178.6088675261,115352.6390208364,121078.27828364277,128742.58805580524,138427.06922969167,155187.554046872
61333,61333.0,B5,G6350,S,44799079.0,0.0,40.9884509,-88.889294,84909.0,28239.0,zip,IL,IL,Long Point,"Pontiac, IL",Livingston County,,,,,,,,,,,,,,,,,,,,,,,113359.15136907036,116297.49489535666,122430.55318135717,129779.20024156042,139368.328378833
61321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61377,61377.0,B5,G6350,S,132787287.0,95387.0,41.0654031,-89.042089,84944.0,19693.0,zip,IL,IL,Wenona,"Peoria, IL",Marshall County,,,,,,,,,,,,,77470.0689511548,71888.14711732916,80180.50785343158,83431.20238124387,84590.3899279427,84771.77691823666,88093.54741003255,90768.25502801924,91740.75343918025,103878.28643132008,114363.713686313,118782.68310133326,121603.60645576268,127026.19158378475,124309.270956776
61336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61764,61764.0,B5,G6350,S,400232905.0,2466491.0,40.8833006,-88.6259071,85146.0,8176.0,zip,IL,IL,Pontiac,"Pontiac, IL",Livingston County,68322.90566835723,71761.63908529234,75771.73091079439,79326.3708878753,84659.87769555171,91179.13202214759,95517.92001422035,96223.08897539352,93190.46904206199,90005.75833643024,94546.3164824595,93146.76426806783,93013.84485266639,89402.13664547585,87932.6607028822,85973.76546339739,88187.33806470346,86467.34567225435,89822.56592774333,93341.97742049431,97957.35600522145,105802.31444376074,114445.9981952735,119336.89088447492,128445.09226791468,136742.52925484066,147123.212794436
60460,60460.0,B5,G6350,S,256674615.0,104646.0,40.9985741,-88.5366005,84511.0,19874.0,zip,IL,IL,Odell,"Pontiac, IL",Livingston County,78158.52053112975,81957.67187015126,88112.21566862958,93836.93465584179,100659.86017220322,107915.795440474,113760.12192572442,114247.83243157901,105959.583574858,101789.15642008599,103343.42979311784,101585.16904232658,102108.99693462033,100393.15791774327,99640.58563568095,97149.20782344126,101362.94041622947,96372.71951416909,99099.22637019386,104314.93992474467,109225.98350704358,120657.59000742658,133289.45051885175,137217.5963985304,148837.49416157682,162908.4742241114,173326.460030002
