RegionName,state,utility_name,ownership,service_type,avg_price_2021,avg_price_2022,avg_price_2023,avg_price_2024,comm_rate_2021,comm_rate_2022,comm_rate_2023,comm_rate_2024,ind_rate_2021,ind_rate_2022,ind_rate_2023,ind_rate_2024,pct_change_2021,pct_change_2022,pct_change_2023,pct_change_2024,res_rate_2021,res_rate_2022,res_rate_2023,res_rate_2024
10301,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,609692.354706156,645913.822814108,637675.102275035,652960.943552958,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,1.69122708275362,5.94094182555545,-1.27551389180348,2.39712060630688,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10302,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,531233.378992726,571950.170272668,570762.256455568,583215.808298724,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,4.20360007554404,7.66457698067567,-0.207695334111756,2.18191579809312,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10303,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,438532.225957226,474979.049456527,483332.19193469,502756.597086479,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,4.63813461635133,8.31109353930494,1.75863387821427,4.0188519357746,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10304,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,585517.255816439,630303.053931718,630712.582271113,646970.729863754,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,2.45361681668295,7.64892881813191,0.064973243718412,2.57774270716106,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10305,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,596454.222545751,646018.391410453,651002.039069704,666715.351100949,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,1.29742761885846,8.30980266233265,0.771440523290561,2.41371164577308,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10306,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,620583.98858107,670564.241475177,671694.591026,684669.280330874,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,2.07978269014948,8.05374515194697,0.168566929297732,1.93163522205167,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10307,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,693206.4513615,748602.513122565,759979.072709923,776771.224785374,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,2.75468335486738,7.99127902694261,1.51970630447181,2.20955453622877,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10308,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,596443.449921287,641720.180457734,647975.171409478,664224.443438352,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,2.64530568803132,7.59111874603068,0.974722494667843,2.50769979249796,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10309,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,653605.87819915,708621.529557949,722068.055366011,739670.358177412,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,3.0152383858508,8.41725161811286,1.89756100360807,2.43776229686251,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10310,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,579321.107905638,617383.412071003,614361.511510115,627953.971733687,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,3.35817552218478,6.57015662746479,-0.489469023916772,2.21245308648356,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
