ZCTA5A,2007-2011,2008-2012,2009-2013,2010-2014,2011-2015,2012-2016,2013-2017,2014-2018,2015-2019,2016-2020,2017-2021,2018-2022,2019-2023,2020-2024
46377,4.094017094017094,4.283898305084746,4.482213438735178,4.394052044609666,3.861671469740634,3.692,3.363970588235294,3.3181818181818183,3.168831168831169,3.386363636363636,4.632352941176471,4.441176470588236,3.048387096774193,3.1666666666666665
46379,3.741830065359477,4.246031746031746,4.461988304093567,3.949612403100775,2.491869918699187,3.7222222222222223,3.25,3.360655737704918,3.239130434782609,3.981012658227848,4.15819209039548,4.211864406779661,4.141221374045801,4.022408963585434
46381,3.5186567164179103,3.487704918032787,4.254237288135593,4.596153846153846,3.8260869565217392,4.333333333333333,3.3541666666666665,3.1796875,3.7836538461538463,3.7556818181818175,3.794416243654823,4.1157407407407405,4.807692307692308,5.133663366336633
46382,4.33085896076352,4.447238928376162,4.523347483323226,4.31870114251353,4.458607095926412,4.276190476190476,4.38477508650519,4.305980528511822,3.9192857142857145,3.9195331695331697,3.931722054380665,3.899434318038969,3.923633969716919,4.171626297577855
46383,4.272132507818983,4.312911555842479,4.290631280104629,4.292564077575285,4.274124625294981,4.333840690005074,4.371884531254814,4.391383368590412,4.4062921875917125,4.418470588235294,4.492104523742625,4.598076761803595,4.636725133456803,4.688951672054549
46385,4.457905475465766,4.435797140544915,4.389793810998968,4.437610576768424,4.412652954959646,4.387663895369853,4.40739786054904,4.446269766840216,4.421061041866411,4.4046008954763005,4.491281929003606,4.568513204895473,4.618332560296846,4.634930331326178
46390,4.34647762516615,4.370796867802856,4.297512904739559,4.089430894308944,4.079091291543963,4.242349048800662,4.15002038320424,4.221823974512146,4.404403244495945,4.365448504983389,4.492985190958691,4.648692152917505,4.47347585114806,4.10706450197455
46391,4.179698216735254,4.309924306139613,4.247753818508535,4.188365650969529,4.136309945665013,4.196046511627907,4.221270050538343,4.267900418594404,4.36854571293226,4.360343183984748,4.364497041420118,4.387616624257846,4.410615808823529,4.313338595106551
46392,4.2232976736288,4.295825459543034,4.233153404144176,4.201682058047494,4.091756869275604,4.181304117335218,4.165244110617959,4.289850249584027,4.257186337504227,4.233557742102538,4.379850238257318,4.288442041230145,4.23790523690773,4.097104186339314
46393,3.773809523809524,3.801587301587301,4.227272727272728,3.8011049723756902,3.690082644628099,3.8461538461538463,3.934156378600823,4.020161290322581,3.7125,3.722772277227723,3.8640350877192975,3.6777777777777776,3.246913580246914,4.309859154929577
46394,4.115248575358617,4.078084641366978,4.067263640149937,4.011234807476254,3.895922746781116,3.8657186278766815,3.9122377249973375,3.842721809106652,3.8857921841866094,3.9572301425661913,4.085141219811707,4.2469148089171975,4.388750869522012,4.408081616323265
46402,3.5174248927038625,3.436549165120593,3.4595290654893303,3.4702555100448604,3.1537122969837585,2.9309035687167806,2.867472190257,2.834148176006017,2.965088207985144,3.179521025834433,3.541684122329284,3.8804464477355656,3.971505496971057,3.864484954974742
46403,4.112380595617156,4.028095636803424,4.07754911131899,3.925411569943898,3.91109726795408,3.983693786474425,4.035055829654636,3.9257244837256735,4.041572184429327,4.000714221944469,4.118811881188119,4.28822583885875,4.38317848410758,4.360101108302547
