GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,U2TE001,NAME_M,U2TM001
"G44404","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44404",,,,,,,"86000US44404",,"ZCTA5 44404",629,"ZCTA5 44404",105
"G44405","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44405",,,,,,,"86000US44405",,"ZCTA5 44405",607,"ZCTA5 44405",44
"G44406","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44406",,,,,,,"86000US44406",,"ZCTA5 44406",1043,"ZCTA5 44406",73
"G44408","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44408",,,,,,,"86000US44408",,"ZCTA5 44408",683,"ZCTA5 44408",32
"G44410","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44410",,,,,,,"86000US44410",,"ZCTA5 44410",803,"ZCTA5 44410",47
"G44411","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44411",,,,,,,"86000US44411",,"ZCTA5 44411",739,"ZCTA5 44411",56
"G44412","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44412",,,,,,,"86000US44412",,"ZCTA5 44412",990,"ZCTA5 44412",179
"G44413","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44413",,,,,,,"86000US44413",,"ZCTA5 44413",680,"ZCTA5 44413",135
"G44417","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44417",,,,,,,"86000US44417",,"ZCTA5 44417",748,"ZCTA5 44417",123
"G44418","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44418",,,,,,,"86000US44418",,"ZCTA5 44418",1032,"ZCTA5 44418",110
"G44420","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44420",,,,,,,"86000US44420",,"ZCTA5 44420",643,"ZCTA5 44420",35
"G44423","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44423",,,,,,,"86000US44423",,"ZCTA5 44423",622,"ZCTA5 44423",127
"G44425","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44425",,,,,,,"86000US44425",,"ZCTA5 44425",712,"ZCTA5 44425",68
"G44427","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44427",,,,,,,"86000US44427",,"ZCTA5 44427",808,"ZCTA5 44427",217
"G44428","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44428",,,,,,,"86000US44428",,"ZCTA5 44428",740,"ZCTA5 44428",209
"G44429","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44429",,,,,,,"86000US44429",,"ZCTA5 44429",760,"ZCTA5 44429",68
"G44430","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44430",,,,,,,"86000US44430",,"ZCTA5 44430",558,"ZCTA5 44430",74
"G44431","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44431",,,,,,,"86000US44431",,"ZCTA5 44431",838,"ZCTA5 44431",73
"G44432","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44432",,,,,,,"86000US44432",,"ZCTA5 44432",691,"ZCTA5 44432",40
"G44436","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44436",,,,,,,"86000US44436",,"ZCTA5 44436",830,"ZCTA5 44436",72
"G44437","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44437",,,,,,,"86000US44437",,"ZCTA5 44437",742,"ZCTA5 44437",82
"G44438","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44438",,,,,,,"86000US44438",,"ZCTA5 44438",598,"ZCTA5 44438",77
"G44439","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44439",,,,,,,"86000US44439",,"ZCTA5 44439",.,"ZCTA5 44439",.
"G44440","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44440",,,,,,,"86000US44440",,"ZCTA5 44440",781,"ZCTA5 44440",152
"G44441","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44441",,,,,,,"86000US44441",,"ZCTA5 44441",850,"ZCTA5 44441",200
"G44442","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44442",,,,,,,"86000US44442",,"ZCTA5 44442",677,"ZCTA5 44442",60
"G44443","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44443",,,,,,,"86000US44443",,"ZCTA5 44443",755,"ZCTA5 44443",196
"G44444","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44444",,,,,,,"86000US44444",,"ZCTA5 44444",717,"ZCTA5 44444",43
"G44445","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44445",,,,,,,"86000US44445",,"ZCTA5 44445",728,"ZCTA5 44445",202
"G44446","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44446",,,,,,,"86000US44446",,"ZCTA5 44446",617,"ZCTA5 44446",20
"G44449","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44449",,,,,,,"86000US44449",,"ZCTA5 44449",863,"ZCTA5 44449",145
"G44450","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44450",,,,,,,"86000US44450",,"ZCTA5 44450",716,"ZCTA5 44450",152
"G44451","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44451",,,,,,,"86000US44451",,"ZCTA5 44451",891,"ZCTA5 44451",112
"G44452","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44452",,,,,,,"86000US44452",,"ZCTA5 44452",757,"ZCTA5 44452",197
"G44454","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44454",,,,,,,"86000US44454",,"ZCTA5 44454",587,"ZCTA5 44454",277
"G44455","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44455",,,,,,,"86000US44455",,"ZCTA5 44455",569,"ZCTA5 44455",135
"G44460","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44460",,,,,,,"86000US44460",,"ZCTA5 44460",659,"ZCTA5 44460",38
"G44470","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44470",,,,,,,"86000US44470",,"ZCTA5 44470",893,"ZCTA5 44470",93
"G44471","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44471",,,,,,,"86000US44471",,"ZCTA5 44471",647,"ZCTA5 44471",45
"G44473","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44473",,,,,,,"86000US44473",,"ZCTA5 44473",754,"ZCTA5 44473",151
"G44481","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44481",,,,,,,"86000US44481",,"ZCTA5 44481",646,"ZCTA5 44481",54
"G44483","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44483",,,,,,,"86000US44483",,"ZCTA5 44483",647,"ZCTA5 44483",25
"G44484","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44484",,,,,,,"86000US44484",,"ZCTA5 44484",725,"ZCTA5 44484",17
"G44485","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44485",,,,,,,"86000US44485",,"ZCTA5 44485",622,"ZCTA5 44485",24
"G44490","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44490",,,,,,,"86000US44490",,"ZCTA5 44490",583,"ZCTA5 44490",81
"G44491","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44491",,,,,,,"86000US44491",,"ZCTA5 44491",993,"ZCTA5 44491",162
"G44493","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44493",,,,,,,"86000US44493",,"ZCTA5 44493",.,"ZCTA5 44493",.
"G44502","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44502",,,,,,,"86000US44502",,"ZCTA5 44502",569,"ZCTA5 44502",38
"G44503","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44503",,,,,,,"86000US44503",,"ZCTA5 44503",238,"ZCTA5 44503",19
"G44504","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44504",,,,,,,"86000US44504",,"ZCTA5 44504",681,"ZCTA5 44504",71
"G44505","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44505",,,,,,,"86000US44505",,"ZCTA5 44505",528,"ZCTA5 44505",28
"G44506","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44506",,,,,,,"86000US44506",,"ZCTA5 44506",394,"ZCTA5 44506",68
"G44507","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44507",,,,,,,"86000US44507",,"ZCTA5 44507",538,"ZCTA5 44507",66
"G44509","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44509",,,,,,,"86000US44509",,"ZCTA5 44509",582,"ZCTA5 44509",28
"G44510","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44510",,,,,,,"86000US44510",,"ZCTA5 44510",378,"ZCTA5 44510",66
"G44511","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44511",,,,,,,"86000US44511",,"ZCTA5 44511",645,"ZCTA5 44511",31
"G44512","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44512",,,,,,,"86000US44512",,"ZCTA5 44512",748,"ZCTA5 44512",24
"G44514","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44514",,,,,,,"86000US44514",,"ZCTA5 44514",825,"ZCTA5 44514",37
"G44515","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44515",,,,,,,"86000US44515",,"ZCTA5 44515",694,"ZCTA5 44515",42
"G44601","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44601",,,,,,,"86000US44601",,"ZCTA5 44601",648,"ZCTA5 44601",29
"G44606","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44606",,,,,,,"86000US44606",,"ZCTA5 44606",791,"ZCTA5 44606",62
"G44607","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44607",,,,,,,"86000US44607",,"ZCTA5 44607",1125,"ZCTA5 44607",1014
"G44608","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44608",,,,,,,"86000US44608",,"ZCTA5 44608",752,"ZCTA5 44608",96
"G44609","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44609",,,,,,,"86000US44609",,"ZCTA5 44609",781,"ZCTA5 44609",126
"G44610","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44610",,,,,,,"86000US44610",,"ZCTA5 44610",566,"ZCTA5 44610",105
"G44611","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44611",,,,,,,"86000US44611",,"ZCTA5 44611",824,"ZCTA5 44611",46
"G44612","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44612",,,,,,,"86000US44612",,"ZCTA5 44612",821,"ZCTA5 44612",70
"G44613","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44613",,,,,,,"86000US44613",,"ZCTA5 44613",718,"ZCTA5 44613",54
"G44614","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44614",,,,,,,"86000US44614",,"ZCTA5 44614",926,"ZCTA5 44614",102
"G44615","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44615",,,,,,,"86000US44615",,"ZCTA5 44615",620,"ZCTA5 44615",54
"G44618","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44618",,,,,,,"86000US44618",,"ZCTA5 44618",735,"ZCTA5 44618",51
"G44620","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44620",,,,,,,"86000US44620",,"ZCTA5 44620",804,"ZCTA5 44620",331
"G44621","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44621",,,,,,,"86000US44621",,"ZCTA5 44621",634,"ZCTA5 44621",52
"G44622","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44622",,,,,,,"86000US44622",,"ZCTA5 44622",767,"ZCTA5 44622",36
"G44624","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44624",,,,,,,"86000US44624",,"ZCTA5 44624",642,"ZCTA5 44624",116
"G44625","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44625",,,,,,,"86000US44625",,"ZCTA5 44625",777,"ZCTA5 44625",180
"G44626","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44626",,,,,,,"86000US44626",,"ZCTA5 44626",802,"ZCTA5 44626",90
"G44627","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44627",,,,,,,"86000US44627",,"ZCTA5 44627",654,"ZCTA5 44627",257
"G44628","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44628",,,,,,,"86000US44628",,"ZCTA5 44628",692,"ZCTA5 44628",295
"G44629","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44629",,,,,,,"86000US44629",,"ZCTA5 44629",661,"ZCTA5 44629",119
"G44632","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44632",,,,,,,"86000US44632",,"ZCTA5 44632",954,"ZCTA5 44632",84
"G44633","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44633",,,,,,,"86000US44633",,"ZCTA5 44633",622,"ZCTA5 44633",164
"G44634","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44634",,,,,,,"86000US44634",,"ZCTA5 44634",773,"ZCTA5 44634",65
"G44637","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44637",,,,,,,"86000US44637",,"ZCTA5 44637",638,"ZCTA5 44637",75
"G44638","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44638",,,,,,,"86000US44638",,"ZCTA5 44638",852,"ZCTA5 44638",106
"G44640","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44640",,,,,,,"86000US44640",,"ZCTA5 44640",933,"ZCTA5 44640",531
"G44641","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44641",,,,,,,"86000US44641",,"ZCTA5 44641",815,"ZCTA5 44641",42
"G44643","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44643",,,,,,,"86000US44643",,"ZCTA5 44643",815,"ZCTA5 44643",127
"G44644","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44644",,,,,,,"86000US44644",,"ZCTA5 44644",709,"ZCTA5 44644",82
"G44645","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44645",,,,,,,"86000US44645",,"ZCTA5 44645",930,"ZCTA5 44645",103
"G44646","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44646",,,,,,,"86000US44646",,"ZCTA5 44646",800,"ZCTA5 44646",32
"G44647","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44647",,,,,,,"86000US44647",,"ZCTA5 44647",746,"ZCTA5 44647",45
"G44651","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44651",,,,,,,"86000US44651",,"ZCTA5 44651",704,"ZCTA5 44651",373
"G44652","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44652",,,,,,,"86000US44652",,"ZCTA5 44652",.,"ZCTA5 44652",.
"G44653","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44653",,,,,,,"86000US44653",,"ZCTA5 44653",750,"ZCTA5 44653",131
"G44654","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44654",,,,,,,"86000US44654",,"ZCTA5 44654",586,"ZCTA5 44654",73
"G44656","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44656",,,,,,,"86000US44656",,"ZCTA5 44656",700,"ZCTA5 44656",85
"G44657","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44657",,,,,,,"86000US44657",,"ZCTA5 44657",824,"ZCTA5 44657",58
"G44659","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44659",,,,,,,"86000US44659",,"ZCTA5 44659",588,"ZCTA5 44659",160
"G44661","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44661",,,,,,,"86000US44661",,"ZCTA5 44661",525,"ZCTA5 44661",152
"G44662","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44662",,,,,,,"86000US44662",,"ZCTA5 44662",705,"ZCTA5 44662",51
"G44663","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44663",,,,,,,"86000US44663",,"ZCTA5 44663",675,"ZCTA5 44663",32
"G44666","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44666",,,,,,,"86000US44666",,"ZCTA5 44666",924,"ZCTA5 44666",141
"G44667","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44667",,,,,,,"86000US44667",,"ZCTA5 44667",782,"ZCTA5 44667",33
"G44669","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44669",,,,,,,"86000US44669",,"ZCTA5 44669",661,"ZCTA5 44669",247
"G44670","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44670",,,,,,,"86000US44670",,"ZCTA5 44670",344,"ZCTA5 44670",778
"G44671","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44671",,,,,,,"86000US44671",,"ZCTA5 44671",468,"ZCTA5 44671",785
"G44672","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44672",,,,,,,"86000US44672",,"ZCTA5 44672",694,"ZCTA5 44672",41
"G44675","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44675",,,,,,,"86000US44675",,"ZCTA5 44675",748,"ZCTA5 44675",132
"G44676","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44676",,,,,,,"86000US44676",,"ZCTA5 44676",717,"ZCTA5 44676",103
"G44677","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44677",,,,,,,"86000US44677",,"ZCTA5 44677",797,"ZCTA5 44677",122
"G44678","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44678",,,,,,,"86000US44678",,"ZCTA5 44678",.,"ZCTA5 44678",.
"G44680","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44680",,,,,,,"86000US44680",,"ZCTA5 44680",811,"ZCTA5 44680",87
"G44681","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44681",,,,,,,"86000US44681",,"ZCTA5 44681",642,"ZCTA5 44681",68
"G44682","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44682",,,,,,,"86000US44682",,"ZCTA5 44682",774,"ZCTA5 44682",143
"G44683","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44683",,,,,,,"86000US44683",,"ZCTA5 44683",597,"ZCTA5 44683",48
"G44685","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44685",,,,,,,"86000US44685",,"ZCTA5 44685",1069,"ZCTA5 44685",66
"G44687","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44687",,,,,,,"86000US44687",,"ZCTA5 44687",.,"ZCTA5 44687",.
"G44688","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44688",,,,,,,"86000US44688",,"ZCTA5 44688",726,"ZCTA5 44688",39
"G44689","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44689",,,,,,,"86000US44689",,"ZCTA5 44689",683,"ZCTA5 44689",242
"G44690","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44690",,,,,,,"86000US44690",,"ZCTA5 44690",711,"ZCTA5 44690",186
"G44691","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44691",,,,,,,"86000US44691",,"ZCTA5 44691",727,"ZCTA5 44691",26
"G44693","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44693",,,,,,,"86000US44693",,"ZCTA5 44693",404,"ZCTA5 44693",122
"G44695","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44695",,,,,,,"86000US44695",,"ZCTA5 44695",650,"ZCTA5 44695",110
"G44697","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44697",,,,,,,"86000US44697",,"ZCTA5 44697",1054,"ZCTA5 44697",417
"G44699","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44699",,,,,,,"86000US44699",,"ZCTA5 44699",625,"ZCTA5 44699",105
"G44702","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44702",,,,,,,"86000US44702",,"ZCTA5 44702",285,"ZCTA5 44702",50
"G44703","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44703",,,,,,,"86000US44703",,"ZCTA5 44703",639,"ZCTA5 44703",28
"G44704","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44704",,,,,,,"86000US44704",,"ZCTA5 44704",564,"ZCTA5 44704",61
"G44705","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44705",,,,,,,"86000US44705",,"ZCTA5 44705",633,"ZCTA5 44705",27
"G44706","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44706",,,,,,,"86000US44706",,"ZCTA5 44706",698,"ZCTA5 44706",34
"G44707","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44707",,,,,,,"86000US44707",,"ZCTA5 44707",474,"ZCTA5 44707",63
"G44708","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44708",,,,,,,"86000US44708",,"ZCTA5 44708",808,"ZCTA5 44708",29
"G44709","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44709",,,,,,,"86000US44709",,"ZCTA5 44709",749,"ZCTA5 44709",32
"G44710","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44710",,,,,,,"86000US44710",,"ZCTA5 44710",722,"ZCTA5 44710",67
"G44714","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44714",,,,,,,"86000US44714",,"ZCTA5 44714",777,"ZCTA5 44714",54
"G44718","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44718",,,,,,,"86000US44718",,"ZCTA5 44718",1007,"ZCTA5 44718",117
"G44720","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44720",,,,,,,"86000US44720",,"ZCTA5 44720",859,"ZCTA5 44720",26
"G44721","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44721",,,,,,,"86000US44721",,"ZCTA5 44721",874,"ZCTA5 44721",54
"G44730","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44730",,,,,,,"86000US44730",,"ZCTA5 44730",767,"ZCTA5 44730",59
"G44802","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44802",,,,,,,"86000US44802",,"ZCTA5 44802",997,"ZCTA5 44802",338
"G44804","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44804",,,,,,,"86000US44804",,"ZCTA5 44804",867,"ZCTA5 44804",161
"G44805","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44805",,,,,,,"86000US44805",,"ZCTA5 44805",740,"ZCTA5 44805",32
"G44807","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44807",,,,,,,"86000US44807",,"ZCTA5 44807",738,"ZCTA5 44807",102
"G44809","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44809",,,,,,,"86000US44809",,"ZCTA5 44809",619,"ZCTA5 44809",259
"G44811","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44811",,,,,,,"86000US44811",,"ZCTA5 44811",805,"ZCTA5 44811",41
"G44813","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44813",,,,,,,"86000US44813",,"ZCTA5 44813",692,"ZCTA5 44813",104
"G44814","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44814",,,,,,,"86000US44814",,"ZCTA5 44814",926,"ZCTA5 44814",164
"G44815","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44815",,,,,,,"86000US44815",,"ZCTA5 44815",575,"ZCTA5 44815",144
"G44816","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44816",,,,,,,"86000US44816",,"ZCTA5 44816",.,"ZCTA5 44816",.
"G44817","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44817",,,,,,,"86000US44817",,"ZCTA5 44817",853,"ZCTA5 44817",75
"G44818","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44818",,,,,,,"86000US44818",,"ZCTA5 44818",741,"ZCTA5 44818",86
"G44820","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44820",,,,,,,"86000US44820",,"ZCTA5 44820",652,"ZCTA5 44820",34
"G44822","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44822",,,,,,,"86000US44822",,"ZCTA5 44822",862,"ZCTA5 44822",134
"G44824","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44824",,,,,,,"86000US44824",,"ZCTA5 44824",860,"ZCTA5 44824",88
"G44825","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44825",,,,,,,"86000US44825",,"ZCTA5 44825",838,"ZCTA5 44825",151
"G44826","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44826",,,,,,,"86000US44826",,"ZCTA5 44826",684,"ZCTA5 44826",271
"G44827","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44827",,,,,,,"86000US44827",,"ZCTA5 44827",674,"ZCTA5 44827",81
"G44828","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44828",,,,,,,"86000US44828",,"ZCTA5 44828",.,"ZCTA5 44828",.
"G44830","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44830",,,,,,,"86000US44830",,"ZCTA5 44830",626,"ZCTA5 44830",30
"G44833","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44833",,,,,,,"86000US44833",,"ZCTA5 44833",698,"ZCTA5 44833",30
"G44836","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44836",,,,,,,"86000US44836",,"ZCTA5 44836",745,"ZCTA5 44836",81
"G44837","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44837",,,,,,,"86000US44837",,"ZCTA5 44837",707,"ZCTA5 44837",80
"G44838","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44838",,,,,,,"86000US44838",,"ZCTA5 44838",584,"ZCTA5 44838",159
"G44839","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44839",,,,,,,"86000US44839",,"ZCTA5 44839",869,"ZCTA5 44839",62
"G44840","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44840",,,,,,,"86000US44840",,"ZCTA5 44840",961,"ZCTA5 44840",72
"G44841","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44841",,,,,,,"86000US44841",,"ZCTA5 44841",712,"ZCTA5 44841",197
"G44842","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44842",,,,,,,"86000US44842",,"ZCTA5 44842",686,"ZCTA5 44842",53
"G44843","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"44843",,,,,,,"86000US44843",,"ZCTA5 44843",906,"ZCTA5 44843",207
