GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,ABY2E001,NAME_M,ABY2M001
"G54016","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54016",,,,,,,"86000US54016",,"ZCTA5 54016",1376,"ZCTA5 54016",51
"G54017","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54017",,,,,,,"86000US54017",,"ZCTA5 54017",1094,"ZCTA5 54017",53
"G54020","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54020",,,,,,,"86000US54020",,"ZCTA5 54020",1039,"ZCTA5 54020",72
"G54021","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54021",,,,,,,"86000US54021",,"ZCTA5 54021",1506,"ZCTA5 54021",125
"G54022","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54022",,,,,,,"86000US54022",,"ZCTA5 54022",1058,"ZCTA5 54022",89
"G54023","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54023",,,,,,,"86000US54023",,"ZCTA5 54023",1412,"ZCTA5 54023",64
"G54024","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54024",,,,,,,"86000US54024",,"ZCTA5 54024",982,"ZCTA5 54024",64
"G54025","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54025",,,,,,,"86000US54025",,"ZCTA5 54025",1313,"ZCTA5 54025",104
"G54026","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54026",,,,,,,"86000US54026",,"ZCTA5 54026",1126,"ZCTA5 54026",131
"G54027","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54027",,,,,,,"86000US54027",,"ZCTA5 54027",1071,"ZCTA5 54027",146
"G54028","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54028",,,,,,,"86000US54028",,"ZCTA5 54028",915,"ZCTA5 54028",69
"G54082","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54082",,,,,,,"86000US54082",,"ZCTA5 54082",1211,"ZCTA5 54082",452
"G54101","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54101",,,,,,,"86000US54101",,"ZCTA5 54101",1225,"ZCTA5 54101",113
"G54102","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54102",,,,,,,"86000US54102",,"ZCTA5 54102",508,"ZCTA5 54102",59
"G54103","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54103",,,,,,,"86000US54103",,"ZCTA5 54103",681,"ZCTA5 54103",75
"G54104","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54104",,,,,,,"86000US54104",,"ZCTA5 54104",595,"ZCTA5 54104",145
"G54106","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54106",,,,,,,"86000US54106",,"ZCTA5 54106",1034,"ZCTA5 54106",81
"G54107","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54107",,,,,,,"86000US54107",,"ZCTA5 54107",899,"ZCTA5 54107",77
"G54110","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54110",,,,,,,"86000US54110",,"ZCTA5 54110",877,"ZCTA5 54110",63
"G54111","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54111",,,,,,,"86000US54111",,"ZCTA5 54111",784,"ZCTA5 54111",82
"G54112","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54112",,,,,,,"86000US54112",,"ZCTA5 54112",726,"ZCTA5 54112",86
"G54113","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54113",,,,,,,"86000US54113",,"ZCTA5 54113",1103,"ZCTA5 54113",77
"G54114","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54114",,,,,,,"86000US54114",,"ZCTA5 54114",677,"ZCTA5 54114",31
"G54115","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54115",,,,,,,"86000US54115",,"ZCTA5 54115",1014,"ZCTA5 54115",41
"G54119","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54119",,,,,,,"86000US54119",,"ZCTA5 54119",650,"ZCTA5 54119",172
"G54120","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54120",,,,,,,"86000US54120",,"ZCTA5 54120",513,"ZCTA5 54120",147
"G54121","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54121",,,,,,,"86000US54121",,"ZCTA5 54121",763,"ZCTA5 54121",59
"G54123","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54123",,,,,,,"86000US54123",,"ZCTA5 54123",675,"ZCTA5 54123",299
"G54124","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54124",,,,,,,"86000US54124",,"ZCTA5 54124",695,"ZCTA5 54124",49
"G54125","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54125",,,,,,,"86000US54125",,"ZCTA5 54125",513,"ZCTA5 54125",143
"G54126","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54126",,,,,,,"86000US54126",,"ZCTA5 54126",1059,"ZCTA5 54126",83
"G54127","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54127",,,,,,,"86000US54127",,"ZCTA5 54127",983,"ZCTA5 54127",539
"G54128","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54128",,,,,,,"86000US54128",,"ZCTA5 54128",720,"ZCTA5 54128",35
"G54129","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54129",,,,,,,"86000US54129",,"ZCTA5 54129",766,"ZCTA5 54129",72
"G54130","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54130",,,,,,,"86000US54130",,"ZCTA5 54130",957,"ZCTA5 54130",38
"G54135","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54135",,,,,,,"86000US54135",,"ZCTA5 54135",496,"ZCTA5 54135",45
"G54136","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54136",,,,,,,"86000US54136",,"ZCTA5 54136",888,"ZCTA5 54136",68
"G54137","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54137",,,,,,,"86000US54137",,"ZCTA5 54137",898,"ZCTA5 54137",171
"G54138","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54138",,,,,,,"86000US54138",,"ZCTA5 54138",618,"ZCTA5 54138",88
"G54139","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54139",,,,,,,"86000US54139",,"ZCTA5 54139",883,"ZCTA5 54139",115
"G54140","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54140",,,,,,,"86000US54140",,"ZCTA5 54140",879,"ZCTA5 54140",60
"G54141","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54141",,,,,,,"86000US54141",,"ZCTA5 54141",1321,"ZCTA5 54141",152
"G54143","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54143",,,,,,,"86000US54143",,"ZCTA5 54143",664,"ZCTA5 54143",30
"G54149","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54149",,,,,,,"86000US54149",,"ZCTA5 54149",559,"ZCTA5 54149",78
"G54150","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54150",,,,,,,"86000US54150",,"ZCTA5 54150",451,"ZCTA5 54150",95
"G54151","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54151",,,,,,,"86000US54151",,"ZCTA5 54151",669,"ZCTA5 54151",34
"G54153","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54153",,,,,,,"86000US54153",,"ZCTA5 54153",766,"ZCTA5 54153",47
"G54154","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54154",,,,,,,"86000US54154",,"ZCTA5 54154",824,"ZCTA5 54154",102
"G54155","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54155",,,,,,,"86000US54155",,"ZCTA5 54155",1023,"ZCTA5 54155",151
"G54156","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54156",,,,,,,"86000US54156",,"ZCTA5 54156",656,"ZCTA5 54156",60
"G54157","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54157",,,,,,,"86000US54157",,"ZCTA5 54157",656,"ZCTA5 54157",42
"G54159","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54159",,,,,,,"86000US54159",,"ZCTA5 54159",889,"ZCTA5 54159",188
"G54160","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54160",,,,,,,"86000US54160",,"ZCTA5 54160",731,"ZCTA5 54160",94
"G54161","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54161",,,,,,,"86000US54161",,"ZCTA5 54161",697,"ZCTA5 54161",54
"G54162","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54162",,,,,,,"86000US54162",,"ZCTA5 54162",952,"ZCTA5 54162",122
"G54165","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54165",,,,,,,"86000US54165",,"ZCTA5 54165",993,"ZCTA5 54165",112
"G54166","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54166",,,,,,,"86000US54166",,"ZCTA5 54166",701,"ZCTA5 54166",44
"G54169","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54169",,,,,,,"86000US54169",,"ZCTA5 54169",1348,"ZCTA5 54169",73
"G54170","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54170",,,,,,,"86000US54170",,"ZCTA5 54170",976,"ZCTA5 54170",60
"G54171","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54171",,,,,,,"86000US54171",,"ZCTA5 54171",1377,"ZCTA5 54171",139
"G54173","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54173",,,,,,,"86000US54173",,"ZCTA5 54173",1220,"ZCTA5 54173",248
"G54174","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54174",,,,,,,"86000US54174",,"ZCTA5 54174",642,"ZCTA5 54174",32
"G54175","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54175",,,,,,,"86000US54175",,"ZCTA5 54175",640,"ZCTA5 54175",100
"G54177","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54177",,,,,,,"86000US54177",,"ZCTA5 54177",612,"ZCTA5 54177",45
"G54180","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54180",,,,,,,"86000US54180",,"ZCTA5 54180",1203,"ZCTA5 54180",89
"G54201","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54201",,,,,,,"86000US54201",,"ZCTA5 54201",728,"ZCTA5 54201",48
"G54202","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54202",,,,,,,"86000US54202",,"ZCTA5 54202",875,"ZCTA5 54202",97
"G54204","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54204",,,,,,,"86000US54204",,"ZCTA5 54204",1045,"ZCTA5 54204",102
"G54205","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54205",,,,,,,"86000US54205",,"ZCTA5 54205",961,"ZCTA5 54205",106
"G54207","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54207",,,,,,,"86000US54207",,"ZCTA5 54207",1016,"ZCTA5 54207",401
"G54208","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54208",,,,,,,"86000US54208",,"ZCTA5 54208",948,"ZCTA5 54208",68
"G54209","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54209",,,,,,,"86000US54209",,"ZCTA5 54209",874,"ZCTA5 54209",117
"G54210","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54210",,,,,,,"86000US54210",,"ZCTA5 54210",741,"ZCTA5 54210",212
"G54211","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54211",,,,,,,"86000US54211",,"ZCTA5 54211",1027,"ZCTA5 54211",314
"G54212","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54212",,,,,,,"86000US54212",,"ZCTA5 54212",992,"ZCTA5 54212",220
"G54213","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54213",,,,,,,"86000US54213",,"ZCTA5 54213",874,"ZCTA5 54213",82
"G54214","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54214",,,,,,,"86000US54214",,"ZCTA5 54214",617,"ZCTA5 54214",82
"G54216","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54216",,,,,,,"86000US54216",,"ZCTA5 54216",806,"ZCTA5 54216",102
"G54217","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54217",,,,,,,"86000US54217",,"ZCTA5 54217",1034,"ZCTA5 54217",72
"G54220","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54220",,,,,,,"86000US54220",,"ZCTA5 54220",720,"ZCTA5 54220",24
"G54227","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54227",,,,,,,"86000US54227",,"ZCTA5 54227",1007,"ZCTA5 54227",101
"G54228","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54228",,,,,,,"86000US54228",,"ZCTA5 54228",818,"ZCTA5 54228",84
"G54229","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54229",,,,,,,"86000US54229",,"ZCTA5 54229",1103,"ZCTA5 54229",103
"G54230","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54230",,,,,,,"86000US54230",,"ZCTA5 54230",933,"ZCTA5 54230",78
"G54232","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54232",,,,,,,"86000US54232",,"ZCTA5 54232",688,"ZCTA5 54232",204
"G54234","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54234",,,,,,,"86000US54234",,"ZCTA5 54234",1068,"ZCTA5 54234",151
"G54235","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54235",,,,,,,"86000US54235",,"ZCTA5 54235",800,"ZCTA5 54235",36
"G54241","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54241",,,,,,,"86000US54241",,"ZCTA5 54241",690,"ZCTA5 54241",28
"G54245","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54245",,,,,,,"86000US54245",,"ZCTA5 54245",857,"ZCTA5 54245",79
"G54246","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54246",,,,,,,"86000US54246",,"ZCTA5 54246",854,"ZCTA5 54246",105
"G54247","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54247",,,,,,,"86000US54247",,"ZCTA5 54247",798,"ZCTA5 54247",90
"G54301","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54301",,,,,,,"86000US54301",,"ZCTA5 54301",885,"ZCTA5 54301",30
"G54302","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54302",,,,,,,"86000US54302",,"ZCTA5 54302",700,"ZCTA5 54302",24
"G54303","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54303",,,,,,,"86000US54303",,"ZCTA5 54303",700,"ZCTA5 54303",21
"G54304","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54304",,,,,,,"86000US54304",,"ZCTA5 54304",813,"ZCTA5 54304",31
"G54307","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54307",,,,,,,"86000US54307",,"ZCTA5 54307",.,"ZCTA5 54307",.
"G54311","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54311",,,,,,,"86000US54311",,"ZCTA5 54311",998,"ZCTA5 54311",37
"G54313","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54313",,,,,,,"86000US54313",,"ZCTA5 54313",1199,"ZCTA5 54313",46
"G54401","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54401",,,,,,,"86000US54401",,"ZCTA5 54401",781,"ZCTA5 54401",24
"G54403","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54403",,,,,,,"86000US54403",,"ZCTA5 54403",804,"ZCTA5 54403",42
"G54405","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54405",,,,,,,"86000US54405",,"ZCTA5 54405",609,"ZCTA5 54405",54
"G54406","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54406",,,,,,,"86000US54406",,"ZCTA5 54406",878,"ZCTA5 54406",99
"G54407","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54407",,,,,,,"86000US54407",,"ZCTA5 54407",883,"ZCTA5 54407",102
"G54408","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54408",,,,,,,"86000US54408",,"ZCTA5 54408",820,"ZCTA5 54408",78
"G54409","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54409",,,,,,,"86000US54409",,"ZCTA5 54409",634,"ZCTA5 54409",26
"G54410","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54410",,,,,,,"86000US54410",,"ZCTA5 54410",869,"ZCTA5 54410",85
"G54411","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54411",,,,,,,"86000US54411",,"ZCTA5 54411",874,"ZCTA5 54411",48
"G54412","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54412",,,,,,,"86000US54412",,"ZCTA5 54412",726,"ZCTA5 54412",36
"G54413","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54413",,,,,,,"86000US54413",,"ZCTA5 54413",575,"ZCTA5 54413",59
"G54414","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54414",,,,,,,"86000US54414",,"ZCTA5 54414",762,"ZCTA5 54414",42
"G54416","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54416",,,,,,,"86000US54416",,"ZCTA5 54416",621,"ZCTA5 54416",58
"G54417","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54417",,,,,,,"86000US54417",,"ZCTA5 54417",1031,"ZCTA5 54417",674
"G54418","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54418",,,,,,,"86000US54418",,"ZCTA5 54418",762,"ZCTA5 54418",63
"G54420","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54420",,,,,,,"86000US54420",,"ZCTA5 54420",739,"ZCTA5 54420",117
"G54421","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54421",,,,,,,"86000US54421",,"ZCTA5 54421",693,"ZCTA5 54421",69
"G54422","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54422",,,,,,,"86000US54422",,"ZCTA5 54422",708,"ZCTA5 54422",108
"G54423","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54423",,,,,,,"86000US54423",,"ZCTA5 54423",768,"ZCTA5 54423",94
"G54424","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54424",,,,,,,"86000US54424",,"ZCTA5 54424",838,"ZCTA5 54424",117
"G54425","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54425",,,,,,,"86000US54425",,"ZCTA5 54425",724,"ZCTA5 54425",48
"G54426","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54426",,,,,,,"86000US54426",,"ZCTA5 54426",848,"ZCTA5 54426",50
"G54427","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54427",,,,,,,"86000US54427",,"ZCTA5 54427",800,"ZCTA5 54427",172
"G54428","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54428",,,,,,,"86000US54428",,"ZCTA5 54428",575,"ZCTA5 54428",65
"G54430","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54430",,,,,,,"86000US54430",,"ZCTA5 54430",764,"ZCTA5 54430",77
"G54433","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54433",,,,,,,"86000US54433",,"ZCTA5 54433",731,"ZCTA5 54433",50
"G54435","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54435",,,,,,,"86000US54435",,"ZCTA5 54435",823,"ZCTA5 54435",55
"G54436","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54436",,,,,,,"86000US54436",,"ZCTA5 54436",729,"ZCTA5 54436",56
"G54437","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54437",,,,,,,"86000US54437",,"ZCTA5 54437",635,"ZCTA5 54437",36
"G54440","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54440",,,,,,,"86000US54440",,"ZCTA5 54440",853,"ZCTA5 54440",54
"G54441","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54441",,,,,,,"86000US54441",,"ZCTA5 54441",928,"ZCTA5 54441",129
"G54442","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54442",,,,,,,"86000US54442",,"ZCTA5 54442",886,"ZCTA5 54442",83
"G54443","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54443",,,,,,,"86000US54443",,"ZCTA5 54443",844,"ZCTA5 54443",59
"G54446","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54446",,,,,,,"86000US54446",,"ZCTA5 54446",666,"ZCTA5 54446",34
"G54447","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54447",,,,,,,"86000US54447",,"ZCTA5 54447",824,"ZCTA5 54447",96
"G54448","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54448",,,,,,,"86000US54448",,"ZCTA5 54448",867,"ZCTA5 54448",55
"G54449","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54449",,,,,,,"86000US54449",,"ZCTA5 54449",742,"ZCTA5 54449",21
"G54450","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54450",,,,,,,"86000US54450",,"ZCTA5 54450",559,"ZCTA5 54450",110
"G54451","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54451",,,,,,,"86000US54451",,"ZCTA5 54451",730,"ZCTA5 54451",50
"G54452","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54452",,,,,,,"86000US54452",,"ZCTA5 54452",763,"ZCTA5 54452",36
"G54454","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54454",,,,,,,"86000US54454",,"ZCTA5 54454",678,"ZCTA5 54454",63
"G54455","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54455",,,,,,,"86000US54455",,"ZCTA5 54455",985,"ZCTA5 54455",51
"G54456","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54456",,,,,,,"86000US54456",,"ZCTA5 54456",692,"ZCTA5 54456",28
"G54457","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54457",,,,,,,"86000US54457",,"ZCTA5 54457",807,"ZCTA5 54457",41
"G54458","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54458",,,,,,,"86000US54458",,"ZCTA5 54458",775,"ZCTA5 54458",241
"G54459","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54459",,,,,,,"86000US54459",,"ZCTA5 54459",685,"ZCTA5 54459",61
"G54460","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54460",,,,,,,"86000US54460",,"ZCTA5 54460",562,"ZCTA5 54460",61
"G54462","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54462",,,,,,,"86000US54462",,"ZCTA5 54462",654,"ZCTA5 54462",122
"G54463","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54463",,,,,,,"86000US54463",,"ZCTA5 54463",695,"ZCTA5 54463",109
"G54465","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54465",,,,,,,"86000US54465",,"ZCTA5 54465",690,"ZCTA5 54465",118
"G54466","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54466",,,,,,,"86000US54466",,"ZCTA5 54466",719,"ZCTA5 54466",28
"G54467","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54467",,,,,,,"86000US54467",,"ZCTA5 54467",863,"ZCTA5 54467",38
"G54469","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54469",,,,,,,"86000US54469",,"ZCTA5 54469",795,"ZCTA5 54469",76
"G54470","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54470",,,,,,,"86000US54470",,"ZCTA5 54470",625,"ZCTA5 54470",34
"G54471","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54471",,,,,,,"86000US54471",,"ZCTA5 54471",1226,"ZCTA5 54471",95
"G54473","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54473",,,,,,,"86000US54473",,"ZCTA5 54473",728,"ZCTA5 54473",71
"G54474","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54474",,,,,,,"86000US54474",,"ZCTA5 54474",760,"ZCTA5 54474",49
"G54475","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54475",,,,,,,"86000US54475",,"ZCTA5 54475",776,"ZCTA5 54475",102
"G54476","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54476",,,,,,,"86000US54476",,"ZCTA5 54476",840,"ZCTA5 54476",70
"G54479","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54479",,,,,,,"86000US54479",,"ZCTA5 54479",786,"ZCTA5 54479",67
"G54480","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54480",,,,,,,"86000US54480",,"ZCTA5 54480",715,"ZCTA5 54480",64
"G54481","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54481",,,,,,,"86000US54481",,"ZCTA5 54481",711,"ZCTA5 54481",30
"G54482","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54482",,,,,,,"86000US54482",,"ZCTA5 54482",893,"ZCTA5 54482",112
"G54484","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54484",,,,,,,"86000US54484",,"ZCTA5 54484",858,"ZCTA5 54484",77
"G54485","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54485",,,,,,,"86000US54485",,"ZCTA5 54485",593,"ZCTA5 54485",199
"G54486","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54486",,,,,,,"86000US54486",,"ZCTA5 54486",720,"ZCTA5 54486",49
"G54487","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54487",,,,,,,"86000US54487",,"ZCTA5 54487",779,"ZCTA5 54487",48
"G54488","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54488",,,,,,,"86000US54488",,"ZCTA5 54488",755,"ZCTA5 54488",72
"G54489","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54489",,,,,,,"86000US54489",,"ZCTA5 54489",713,"ZCTA5 54489",75
"G54490","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54490",,,,,,,"86000US54490",,"ZCTA5 54490",708,"ZCTA5 54490",106
"G54491","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"54491",,,,,,,"86000US54491",,"ZCTA5 54491",658,"ZCTA5 54491",100
