GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,ABY2E001,NAME_M,ABY2M001
"G00601","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00601",,,,,,,"86000US00601",,"ZCTA5 00601",204,"ZCTA5 00601",17
"G00602","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00602",,,,,,,"86000US00602",,"ZCTA5 00602",182,"ZCTA5 00602",12
"G00603","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00603",,,,,,,"86000US00603",,"ZCTA5 00603",235,"ZCTA5 00603",18
"G00606","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00606",,,,,,,"86000US00606",,"ZCTA5 00606",142,"ZCTA5 00606",20
"G00610","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00610",,,,,,,"86000US00610",,"ZCTA5 00610",196,"ZCTA5 00610",14
"G00612","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00612",,,,,,,"86000US00612",,"ZCTA5 00612",280,"ZCTA5 00612",29
"G00616","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00616",,,,,,,"86000US00616",,"ZCTA5 00616",219,"ZCTA5 00616",36
"G00617","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00617",,,,,,,"86000US00617",,"ZCTA5 00617",333,"ZCTA5 00617",78
"G00622","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00622",,,,,,,"86000US00622",,"ZCTA5 00622",336,"ZCTA5 00622",238
"G00623","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00623",,,,,,,"86000US00623",,"ZCTA5 00623",332,"ZCTA5 00623",62
"G00624","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00624",,,,,,,"86000US00624",,"ZCTA5 00624",205,"ZCTA5 00624",16
"G00627","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00627",,,,,,,"86000US00627",,"ZCTA5 00627",237,"ZCTA5 00627",17
"G00631","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00631",,,,,,,"86000US00631",,"ZCTA5 00631",158,"ZCTA5 00631",68
"G00637","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00637",,,,,,,"86000US00637",,"ZCTA5 00637",191,"ZCTA5 00637",14
"G00638","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00638",,,,,,,"86000US00638",,"ZCTA5 00638",211,"ZCTA5 00638",21
"G00641","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00641",,,,,,,"86000US00641",,"ZCTA5 00641",207,"ZCTA5 00641",21
"G00646","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00646",,,,,,,"86000US00646",,"ZCTA5 00646",490,"ZCTA5 00646",49
"G00647","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00647",,,,,,,"86000US00647",,"ZCTA5 00647",145,"ZCTA5 00647",18
"G00650","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00650",,,,,,,"86000US00650",,"ZCTA5 00650",229,"ZCTA5 00650",36
"G00652","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00652",,,,,,,"86000US00652",,"ZCTA5 00652",195,"ZCTA5 00652",48
"G00653","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00653",,,,,,,"86000US00653",,"ZCTA5 00653",174,"ZCTA5 00653",18
"G00656","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00656",,,,,,,"86000US00656",,"ZCTA5 00656",189,"ZCTA5 00656",14
"G00659","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00659",,,,,,,"86000US00659",,"ZCTA5 00659",242,"ZCTA5 00659",17
"G00660","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00660",,,,,,,"86000US00660",,"ZCTA5 00660",297,"ZCTA5 00660",62
"G00662","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00662",,,,,,,"86000US00662",,"ZCTA5 00662",318,"ZCTA5 00662",35
"G00664","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00664",,,,,,,"86000US00664",,"ZCTA5 00664",200,"ZCTA5 00664",36
"G00667","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00667",,,,,,,"86000US00667",,"ZCTA5 00667",230,"ZCTA5 00667",25
"G00669","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00669",,,,,,,"86000US00669",,"ZCTA5 00669",219,"ZCTA5 00669",20
"G00670","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00670",,,,,,,"86000US00670",,"ZCTA5 00670",195,"ZCTA5 00670",23
"G00674","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00674",,,,,,,"86000US00674",,"ZCTA5 00674",301,"ZCTA5 00674",31
"G00676","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00676",,,,,,,"86000US00676",,"ZCTA5 00676",192,"ZCTA5 00676",12
"G00677","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00677",,,,,,,"86000US00677",,"ZCTA5 00677",216,"ZCTA5 00677",27
"G00678","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00678",,,,,,,"86000US00678",,"ZCTA5 00678",259,"ZCTA5 00678",49
"G00680","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00680",,,,,,,"86000US00680",,"ZCTA5 00680",235,"ZCTA5 00680",16
"G00682","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00682",,,,,,,"86000US00682",,"ZCTA5 00682",269,"ZCTA5 00682",27
"G00683","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00683",,,,,,,"86000US00683",,"ZCTA5 00683",179,"ZCTA5 00683",10
"G00685","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00685",,,,,,,"86000US00685",,"ZCTA5 00685",206,"ZCTA5 00685",18
"G00687","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00687",,,,,,,"86000US00687",,"ZCTA5 00687",251,"ZCTA5 00687",27
"G00688","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00688",,,,,,,"86000US00688",,"ZCTA5 00688",209,"ZCTA5 00688",21
"G00690","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00690",,,,,,,"86000US00690",,"ZCTA5 00690",421,"ZCTA5 00690",121
"G00692","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00692",,,,,,,"86000US00692",,"ZCTA5 00692",319,"ZCTA5 00692",35
"G00693","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00693",,,,,,,"86000US00693",,"ZCTA5 00693",269,"ZCTA5 00693",21
"G00694","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00694",,,,,,,"86000US00694",,"ZCTA5 00694",122,"ZCTA5 00694",149
"G00698","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00698",,,,,,,"86000US00698",,"ZCTA5 00698",190,"ZCTA5 00698",10
"G00703","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00703",,,,,,,"86000US00703",,"ZCTA5 00703",198,"ZCTA5 00703",18
"G00704","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00704",,,,,,,"86000US00704",,"ZCTA5 00704",273,"ZCTA5 00704",77
"G00705","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00705",,,,,,,"86000US00705",,"ZCTA5 00705",235,"ZCTA5 00705",13
"G00707","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00707",,,,,,,"86000US00707",,"ZCTA5 00707",223,"ZCTA5 00707",30
"G00714","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00714",,,,,,,"86000US00714",,"ZCTA5 00714",354,"ZCTA5 00714",49
"G00715","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00715",,,,,,,"86000US00715",,"ZCTA5 00715",209,"ZCTA5 00715",54
"G00716","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00716",,,,,,,"86000US00716",,"ZCTA5 00716",329,"ZCTA5 00716",47
"G00717","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00717",,,,,,,"86000US00717",,"ZCTA5 00717",333,"ZCTA5 00717",35
"G00718","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00718",,,,,,,"86000US00718",,"ZCTA5 00718",251,"ZCTA5 00718",54
"G00719","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00719",,,,,,,"86000US00719",,"ZCTA5 00719",218,"ZCTA5 00719",18
"G00720","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00720",,,,,,,"86000US00720",,"ZCTA5 00720",175,"ZCTA5 00720",14
"G00723","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00723",,,,,,,"86000US00723",,"ZCTA5 00723",219,"ZCTA5 00723",23
"G00725","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00725",,,,,,,"86000US00725",,"ZCTA5 00725",422,"ZCTA5 00725",28
"G00727","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00727",,,,,,,"86000US00727",,"ZCTA5 00727",626,"ZCTA5 00727",46
"G00728","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00728",,,,,,,"86000US00728",,"ZCTA5 00728",290,"ZCTA5 00728",22
"G00729","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00729",,,,,,,"86000US00729",,"ZCTA5 00729",359,"ZCTA5 00729",40
"G00730","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00730",,,,,,,"86000US00730",,"ZCTA5 00730",248,"ZCTA5 00730",18
"G00731","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00731",,,,,,,"86000US00731",,"ZCTA5 00731",175,"ZCTA5 00731",12
"G00735","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00735",,,,,,,"86000US00735",,"ZCTA5 00735",285,"ZCTA5 00735",33
"G00736","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00736",,,,,,,"86000US00736",,"ZCTA5 00736",308,"ZCTA5 00736",25
"G00738","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00738",,,,,,,"86000US00738",,"ZCTA5 00738",467,"ZCTA5 00738",39
"G00739","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00739",,,,,,,"86000US00739",,"ZCTA5 00739",282,"ZCTA5 00739",36
"G00740","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00740",,,,,,,"86000US00740",,"ZCTA5 00740",196,"ZCTA5 00740",125
"G00741","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00741",,,,,,,"86000US00741",,"ZCTA5 00741",454,"ZCTA5 00741",67
"G00745","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00745",,,,,,,"86000US00745",,"ZCTA5 00745",442,"ZCTA5 00745",42
"G00751","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00751",,,,,,,"86000US00751",,"ZCTA5 00751",197,"ZCTA5 00751",16
"G00754","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00754",,,,,,,"86000US00754",,"ZCTA5 00754",264,"ZCTA5 00754",29
"G00757","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00757",,,,,,,"86000US00757",,"ZCTA5 00757",311,"ZCTA5 00757",34
"G00765","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00765",,,,,,,"86000US00765",,"ZCTA5 00765",160,"ZCTA5 00765",29
"G00766","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00766",,,,,,,"86000US00766",,"ZCTA5 00766",181,"ZCTA5 00766",10
"G00767","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00767",,,,,,,"86000US00767",,"ZCTA5 00767",207,"ZCTA5 00767",17
"G00769","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00769",,,,,,,"86000US00769",,"ZCTA5 00769",259,"ZCTA5 00769",29
"G00771","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00771",,,,,,,"86000US00771",,"ZCTA5 00771",307,"ZCTA5 00771",35
"G00772","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00772",,,,,,,"86000US00772",,"ZCTA5 00772",188,"ZCTA5 00772",14
"G00773","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00773",,,,,,,"86000US00773",,"ZCTA5 00773",366,"ZCTA5 00773",35
"G00775","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00775",,,,,,,"86000US00775",,"ZCTA5 00775",252,"ZCTA5 00775",62
"G00777","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00777",,,,,,,"86000US00777",,"ZCTA5 00777",396,"ZCTA5 00777",66
"G00778","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00778",,,,,,,"86000US00778",,"ZCTA5 00778",660,"ZCTA5 00778",47
"G00780","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00780",,,,,,,"86000US00780",,"ZCTA5 00780",418,"ZCTA5 00780",197
"G00782","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00782",,,,,,,"86000US00782",,"ZCTA5 00782",193,"ZCTA5 00782",13
"G00783","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00783",,,,,,,"86000US00783",,"ZCTA5 00783",268,"ZCTA5 00783",27
"G00784","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00784",,,,,,,"86000US00784",,"ZCTA5 00784",275,"ZCTA5 00784",33
"G00786","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00786",,,,,,,"86000US00786",,"ZCTA5 00786",213,"ZCTA5 00786",106
"G00791","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00791",,,,,,,"86000US00791",,"ZCTA5 00791",306,"ZCTA5 00791",37
"G00794","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00794",,,,,,,"86000US00794",,"ZCTA5 00794",228,"ZCTA5 00794",23
"G00795","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00795",,,,,,,"86000US00795",,"ZCTA5 00795",261,"ZCTA5 00795",18
"G00901","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00901",,,,,,,"86000US00901",,"ZCTA5 00901",545,"ZCTA5 00901",108
"G00906","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00906",,,,,,,"86000US00906",,"ZCTA5 00906",1854,"ZCTA5 00906",551
"G00907","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00907",,,,,,,"86000US00907",,"ZCTA5 00907",773,"ZCTA5 00907",31
"G00909","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00909",,,,,,,"86000US00909",,"ZCTA5 00909",518,"ZCTA5 00909",46
"G00911","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00911",,,,,,,"86000US00911",,"ZCTA5 00911",678,"ZCTA5 00911",84
"G00912","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00912",,,,,,,"86000US00912",,"ZCTA5 00912",608,"ZCTA5 00912",37
"G00913","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00913",,,,,,,"86000US00913",,"ZCTA5 00913",201,"ZCTA5 00913",31
"G00915","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00915",,,,,,,"86000US00915",,"ZCTA5 00915",319,"ZCTA5 00915",22
"G00917","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00917",,,,,,,"86000US00917",,"ZCTA5 00917",397,"ZCTA5 00917",32
"G00918","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00918",,,,,,,"86000US00918",,"ZCTA5 00918",561,"ZCTA5 00918",55
"G00920","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00920",,,,,,,"86000US00920",,"ZCTA5 00920",604,"ZCTA5 00920",38
"G00921","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00921",,,,,,,"86000US00921",,"ZCTA5 00921",554,"ZCTA5 00921",27
"G00923","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00923",,,,,,,"86000US00923",,"ZCTA5 00923",427,"ZCTA5 00923",23
"G00924","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00924",,,,,,,"86000US00924",,"ZCTA5 00924",450,"ZCTA5 00924",34
"G00925","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00925",,,,,,,"86000US00925",,"ZCTA5 00925",458,"ZCTA5 00925",39
"G00926","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00926",,,,,,,"86000US00926",,"ZCTA5 00926",727,"ZCTA5 00926",43
"G00927","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00927",,,,,,,"86000US00927",,"ZCTA5 00927",608,"ZCTA5 00927",52
"G00934","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00934",,,,,,,"86000US00934",,"ZCTA5 00934",965,"ZCTA5 00934",228
"G00936","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00936",,,,,,,"86000US00936",,"ZCTA5 00936",.,"ZCTA5 00936",.
"G00949","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00949",,,,,,,"86000US00949",,"ZCTA5 00949",523,"ZCTA5 00949",29
"G00950","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00950",,,,,,,"86000US00950",,"ZCTA5 00950",.,"ZCTA5 00950",.
"G00951","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00951",,,,,,,"86000US00951",,"ZCTA5 00951",.,"ZCTA5 00951",.
"G00952","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00952",,,,,,,"86000US00952",,"ZCTA5 00952",271,"ZCTA5 00952",40
"G00953","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00953",,,,,,,"86000US00953",,"ZCTA5 00953",648,"ZCTA5 00953",49
"G00956","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00956",,,,,,,"86000US00956",,"ZCTA5 00956",522,"ZCTA5 00956",29
"G00957","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00957",,,,,,,"86000US00957",,"ZCTA5 00957",535,"ZCTA5 00957",33
"G00959","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00959",,,,,,,"86000US00959",,"ZCTA5 00959",598,"ZCTA5 00959",34
"G00960","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00960",,,,,,,"86000US00960",,"ZCTA5 00960",.,"ZCTA5 00960",.
"G00961","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00961",,,,,,,"86000US00961",,"ZCTA5 00961",589,"ZCTA5 00961",51
"G00962","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00962",,,,,,,"86000US00962",,"ZCTA5 00962",329,"ZCTA5 00962",42
"G00965","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00965",,,,,,,"86000US00965",,"ZCTA5 00965",303,"ZCTA5 00965",43
"G00966","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00966",,,,,,,"86000US00966",,"ZCTA5 00966",998,"ZCTA5 00966",89
"G00968","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00968",,,,,,,"86000US00968",,"ZCTA5 00968",963,"ZCTA5 00968",75
"G00969","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00969",,,,,,,"86000US00969",,"ZCTA5 00969",1016,"ZCTA5 00969",75
"G00971","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00971",,,,,,,"86000US00971",,"ZCTA5 00971",304,"ZCTA5 00971",60
"G00976","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00976",,,,,,,"86000US00976",,"ZCTA5 00976",655,"ZCTA5 00976",52
"G00979","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00979",,,,,,,"86000US00979",,"ZCTA5 00979",842,"ZCTA5 00979",57
"G00982","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00982",,,,,,,"86000US00982",,"ZCTA5 00982",589,"ZCTA5 00982",97
"G00983","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00983",,,,,,,"86000US00983",,"ZCTA5 00983",604,"ZCTA5 00983",52
"G00985","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00985",,,,,,,"86000US00985",,"ZCTA5 00985",559,"ZCTA5 00985",43
"G00987","2010-2014","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00987",,,,,,,"86000US00987",,"ZCTA5 00987",685,"ZCTA5 00987",48
"G01001","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01001",,,,,,,"86000US01001",,"ZCTA5 01001",1112,"ZCTA5 01001",54
"G01002","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01002",,,,,,,"86000US01002",,"ZCTA5 01002",1229,"ZCTA5 01002",50
"G01003","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01003",,,,,,,"86000US01003",,"ZCTA5 01003",.,"ZCTA5 01003",.
"G01005","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01005",,,,,,,"86000US01005",,"ZCTA5 01005",1335,"ZCTA5 01005",145
"G01007","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01007",,,,,,,"86000US01007",,"ZCTA5 01007",1336,"ZCTA5 01007",99
"G01008","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01008",,,,,,,"86000US01008",,"ZCTA5 01008",1379,"ZCTA5 01008",136
"G01009","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01009",,,,,,,"86000US01009",,"ZCTA5 01009",863,"ZCTA5 01009",149
"G01010","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01010",,,,,,,"86000US01010",,"ZCTA5 01010",1121,"ZCTA5 01010",140
"G01011","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01011",,,,,,,"86000US01011",,"ZCTA5 01011",1066,"ZCTA5 01011",99
"G01012","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01012",,,,,,,"86000US01012",,"ZCTA5 01012",1008,"ZCTA5 01012",153
"G01013","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01013",,,,,,,"86000US01013",,"ZCTA5 01013",884,"ZCTA5 01013",38
"G01020","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01020",,,,,,,"86000US01020",,"ZCTA5 01020",881,"ZCTA5 01020",41
"G01022","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01022",,,,,,,"86000US01022",,"ZCTA5 01022",1052,"ZCTA5 01022",172
"G01026","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01026",,,,,,,"86000US01026",,"ZCTA5 01026",1050,"ZCTA5 01026",134
"G01027","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01027",,,,,,,"86000US01027",,"ZCTA5 01027",1011,"ZCTA5 01027",74
"G01028","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01028",,,,,,,"86000US01028",,"ZCTA5 01028",1477,"ZCTA5 01028",91
"G01029","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01029",,,,,,,"86000US01029",,"ZCTA5 01029",781,"ZCTA5 01029",202
"G01030","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01030",,,,,,,"86000US01030",,"ZCTA5 01030",1230,"ZCTA5 01030",101
"G01031","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01031",,,,,,,"86000US01031",,"ZCTA5 01031",798,"ZCTA5 01031",136
"G01032","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01032",,,,,,,"86000US01032",,"ZCTA5 01032",1222,"ZCTA5 01032",269
"G01033","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01033",,,,,,,"86000US01033",,"ZCTA5 01033",1122,"ZCTA5 01033",196
"G01034","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01034",,,,,,,"86000US01034",,"ZCTA5 01034",1232,"ZCTA5 01034",115
"G01035","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01035",,,,,,,"86000US01035",,"ZCTA5 01035",1058,"ZCTA5 01035",219
"G01036","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01036",,,,,,,"86000US01036",,"ZCTA5 01036",1390,"ZCTA5 01036",145
"G01037","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01037",,,,,,,"86000US01037",,"ZCTA5 01037",1154,"ZCTA5 01037",268
"G01038","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01038",,,,,,,"86000US01038",,"ZCTA5 01038",1169,"ZCTA5 01038",144
"G01039","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01039",,,,,,,"86000US01039",,"ZCTA5 01039",1063,"ZCTA5 01039",110
"G01040","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01040",,,,,,,"86000US01040",,"ZCTA5 01040",826,"ZCTA5 01040",35
"G01050","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01050",,,,,,,"86000US01050",,"ZCTA5 01050",1164,"ZCTA5 01050",129
"G01053","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01053",,,,,,,"86000US01053",,"ZCTA5 01053",1184,"ZCTA5 01053",178
"G01054","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01054",,,,,,,"86000US01054",,"ZCTA5 01054",1453,"ZCTA5 01054",142
"G01056","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01056",,,,,,,"86000US01056",,"ZCTA5 01056",1058,"ZCTA5 01056",105
"G01057","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01057",,,,,,,"86000US01057",,"ZCTA5 01057",1143,"ZCTA5 01057",112
"G01060","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01060",,,,,,,"86000US01060",,"ZCTA5 01060",1064,"ZCTA5 01060",56
"G01062","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01062",,,,,,,"86000US01062",,"ZCTA5 01062",1160,"ZCTA5 01062",94
"G01063","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"01063",,,,,,,"86000US01063",,"ZCTA5 01063",.,"ZCTA5 01063",.
