GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AIM5E001,NAME_M,AIM5M001
"G01066","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01066",,,,,,,"86000US01066",,"ZCTA5 01066",.,"ZCTA5 01066",.
"G01068","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01068",,,,,,,"86000US01068",,"ZCTA5 01068",1301,"ZCTA5 01068",245
"G01069","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01069",,,,,,,"86000US01069",,"ZCTA5 01069",1013,"ZCTA5 01069",103
"G01070","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01070",,,,,,,"86000US01070",,"ZCTA5 01070",1052,"ZCTA5 01070",101
"G01071","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01071",,,,,,,"86000US01071",,"ZCTA5 01071",1084,"ZCTA5 01071",189
"G01072","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01072",,,,,,,"86000US01072",,"ZCTA5 01072",1527,"ZCTA5 01072",133
"G01073","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01073",,,,,,,"86000US01073",,"ZCTA5 01073",1493,"ZCTA5 01073",402
"G01074","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01074",,,,,,,"86000US01074",,"ZCTA5 01074",1083,"ZCTA5 01074",300
"G01075","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01075",,,,,,,"86000US01075",,"ZCTA5 01075",1093,"ZCTA5 01075",66
"G01077","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01077",,,,,,,"86000US01077",,"ZCTA5 01077",1327,"ZCTA5 01077",145
"G01079","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01079",,,,,,,"86000US01079",,"ZCTA5 01079",682,"ZCTA5 01079",474
"G01080","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01080",,,,,,,"86000US01080",,"ZCTA5 01080",964,"ZCTA5 01080",82
"G01081","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01081",,,,,,,"86000US01081",,"ZCTA5 01081",1053,"ZCTA5 01081",166
"G01082","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01082",,,,,,,"86000US01082",,"ZCTA5 01082",1111,"ZCTA5 01082",68
"G01083","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01083",,,,,,,"86000US01083",,"ZCTA5 01083",1104,"ZCTA5 01083",189
"G01084","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01084",,,,,,,"86000US01084",,"ZCTA5 01084",1556,"ZCTA5 01084",308
"G01085","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01085",,,,,,,"86000US01085",,"ZCTA5 01085",1084,"ZCTA5 01085",39
"G01086","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01086",,,,,,,"86000US01086",,"ZCTA5 01086",.,"ZCTA5 01086",.
"G01088","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01088",,,,,,,"86000US01088",,"ZCTA5 01088",902,"ZCTA5 01088",566
"G01089","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01089",,,,,,,"86000US01089",,"ZCTA5 01089",942,"ZCTA5 01089",37
"G01092","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01092",,,,,,,"86000US01092",,"ZCTA5 01092",921,"ZCTA5 01092",491
"G01093","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01093",,,,,,,"86000US01093",,"ZCTA5 01093",1458,"ZCTA5 01093",757
"G01094","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01094",,,,,,,"86000US01094",,"ZCTA5 01094",571,"ZCTA5 01094",261
"G01095","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01095",,,,,,,"86000US01095",,"ZCTA5 01095",1531,"ZCTA5 01095",157
"G01096","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01096",,,,,,,"86000US01096",,"ZCTA5 01096",1251,"ZCTA5 01096",98
"G01097","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01097",,,,,,,"86000US01097",,"ZCTA5 01097",.,"ZCTA5 01097",.
"G01098","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01098",,,,,,,"86000US01098",,"ZCTA5 01098",1236,"ZCTA5 01098",150
"G01103","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01103",,,,,,,"86000US01103",,"ZCTA5 01103",828,"ZCTA5 01103",86
"G01104","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01104",,,,,,,"86000US01104",,"ZCTA5 01104",931,"ZCTA5 01104",23
"G01105","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01105",,,,,,,"86000US01105",,"ZCTA5 01105",725,"ZCTA5 01105",32
"G01106","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01106",,,,,,,"86000US01106",,"ZCTA5 01106",1793,"ZCTA5 01106",66
"G01107","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01107",,,,,,,"86000US01107",,"ZCTA5 01107",834,"ZCTA5 01107",79
"G01108","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01108",,,,,,,"86000US01108",,"ZCTA5 01108",1017,"ZCTA5 01108",46
"G01109","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01109",,,,,,,"86000US01109",,"ZCTA5 01109",985,"ZCTA5 01109",48
"G01118","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01118",,,,,,,"86000US01118",,"ZCTA5 01118",1150,"ZCTA5 01118",64
"G01119","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01119",,,,,,,"86000US01119",,"ZCTA5 01119",1047,"ZCTA5 01119",63
"G01128","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01128",,,,,,,"86000US01128",,"ZCTA5 01128",1189,"ZCTA5 01128",99
"G01129","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01129",,,,,,,"86000US01129",,"ZCTA5 01129",1203,"ZCTA5 01129",96
"G01151","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01151",,,,,,,"86000US01151",,"ZCTA5 01151",963,"ZCTA5 01151",55
"G01199","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01199",,,,,,,"86000US01199",,"ZCTA5 01199",.,"ZCTA5 01199",.
"G01201","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01201",,,,,,,"86000US01201",,"ZCTA5 01201",931,"ZCTA5 01201",30
"G01220","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01220",,,,,,,"86000US01220",,"ZCTA5 01220",838,"ZCTA5 01220",57
"G01222","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01222",,,,,,,"86000US01222",,"ZCTA5 01222",1093,"ZCTA5 01222",368
"G01223","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01223",,,,,,,"86000US01223",,"ZCTA5 01223",1124,"ZCTA5 01223",85
"G01224","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01224",,,,,,,"86000US01224",,"ZCTA5 01224",721,"ZCTA5 01224",63
"G01225","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01225",,,,,,,"86000US01225",,"ZCTA5 01225",938,"ZCTA5 01225",120
"G01226","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01226",,,,,,,"86000US01226",,"ZCTA5 01226",1127,"ZCTA5 01226",159
"G01229","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01229",,,,,,,"86000US01229",,"ZCTA5 01229",963,"ZCTA5 01229",790
"G01230","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01230",,,,,,,"86000US01230",,"ZCTA5 01230",1082,"ZCTA5 01230",92
"G01235","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01235",,,,,,,"86000US01235",,"ZCTA5 01235",1031,"ZCTA5 01235",134
"G01236","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01236",,,,,,,"86000US01236",,"ZCTA5 01236",1195,"ZCTA5 01236",437
"G01237","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01237",,,,,,,"86000US01237",,"ZCTA5 01237",1214,"ZCTA5 01237",160
"G01238","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01238",,,,,,,"86000US01238",,"ZCTA5 01238",1066,"ZCTA5 01238",153
"G01240","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01240",,,,,,,"86000US01240",,"ZCTA5 01240",988,"ZCTA5 01240",88
"G01242","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01242",,,,,,,"86000US01242",,"ZCTA5 01242",1068,"ZCTA5 01242",269
"G01243","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01243",,,,,,,"86000US01243",,"ZCTA5 01243",1216,"ZCTA5 01243",405
"G01244","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01244",,,,,,,"86000US01244",,"ZCTA5 01244",1200,"ZCTA5 01244",1143
"G01245","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01245",,,,,,,"86000US01245",,"ZCTA5 01245",1244,"ZCTA5 01245",252
"G01247","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01247",,,,,,,"86000US01247",,"ZCTA5 01247",806,"ZCTA5 01247",52
"G01253","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01253",,,,,,,"86000US01253",,"ZCTA5 01253",925,"ZCTA5 01253",215
"G01254","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01254",,,,,,,"86000US01254",,"ZCTA5 01254",1306,"ZCTA5 01254",121
"G01255","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01255",,,,,,,"86000US01255",,"ZCTA5 01255",1204,"ZCTA5 01255",151
"G01256","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01256",,,,,,,"86000US01256",,"ZCTA5 01256",985,"ZCTA5 01256",137
"G01257","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01257",,,,,,,"86000US01257",,"ZCTA5 01257",1057,"ZCTA5 01257",125
"G01258","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01258",,,,,,,"86000US01258",,"ZCTA5 01258",1147,"ZCTA5 01258",395
"G01259","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01259",,,,,,,"86000US01259",,"ZCTA5 01259",1419,"ZCTA5 01259",145
"G01260","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01260",,,,,,,"86000US01260",,"ZCTA5 01260",846,"ZCTA5 01260",161
"G01262","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01262",,,,,,,"86000US01262",,"ZCTA5 01262",981,"ZCTA5 01262",133
"G01264","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01264",,,,,,,"86000US01264",,"ZCTA5 01264",829,"ZCTA5 01264",241
"G01266","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01266",,,,,,,"86000US01266",,"ZCTA5 01266",1237,"ZCTA5 01266",316
"G01267","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01267",,,,,,,"86000US01267",,"ZCTA5 01267",1186,"ZCTA5 01267",83
"G01270","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01270",,,,,,,"86000US01270",,"ZCTA5 01270",1432,"ZCTA5 01270",134
"G01301","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01301",,,,,,,"86000US01301",,"ZCTA5 01301",968,"ZCTA5 01301",43
"G01330","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01330",,,,,,,"86000US01330",,"ZCTA5 01330",1201,"ZCTA5 01330",207
"G01331","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01331",,,,,,,"86000US01331",,"ZCTA5 01331",972,"ZCTA5 01331",55
"G01337","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01337",,,,,,,"86000US01337",,"ZCTA5 01337",1228,"ZCTA5 01337",128
"G01338","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01338",,,,,,,"86000US01338",,"ZCTA5 01338",539,"ZCTA5 01338",166
"G01339","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01339",,,,,,,"86000US01339",,"ZCTA5 01339",928,"ZCTA5 01339",110
"G01340","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01340",,,,,,,"86000US01340",,"ZCTA5 01340",939,"ZCTA5 01340",38
"G01341","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01341",,,,,,,"86000US01341",,"ZCTA5 01341",1368,"ZCTA5 01341",106
"G01342","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01342",,,,,,,"86000US01342",,"ZCTA5 01342",1516,"ZCTA5 01342",571
"G01343","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01343",,,,,,,"86000US01343",,"ZCTA5 01343",445,"ZCTA5 01343",180
"G01344","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01344",,,,,,,"86000US01344",,"ZCTA5 01344",1138,"ZCTA5 01344",99
"G01346","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01346",,,,,,,"86000US01346",,"ZCTA5 01346",1191,"ZCTA5 01346",213
"G01347","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01347",,,,,,,"86000US01347",,"ZCTA5 01347",760,"ZCTA5 01347",593
"G01349","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01349",,,,,,,"86000US01349",,"ZCTA5 01349",1052,"ZCTA5 01349",132
"G01350","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01350",,,,,,,"86000US01350",,"ZCTA5 01350",755,"ZCTA5 01350",372
"G01351","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01351",,,,,,,"86000US01351",,"ZCTA5 01351",1073,"ZCTA5 01351",212
"G01354","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01354",,,,,,,"86000US01354",,"ZCTA5 01354",1082,"ZCTA5 01354",89
"G01355","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01355",,,,,,,"86000US01355",,"ZCTA5 01355",1153,"ZCTA5 01355",118
"G01360","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01360",,,,,,,"86000US01360",,"ZCTA5 01360",1108,"ZCTA5 01360",131
"G01364","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01364",,,,,,,"86000US01364",,"ZCTA5 01364",910,"ZCTA5 01364",82
"G01366","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01366",,,,,,,"86000US01366",,"ZCTA5 01366",1071,"ZCTA5 01366",130
"G01367","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01367",,,,,,,"86000US01367",,"ZCTA5 01367",752,"ZCTA5 01367",240
"G01368","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01368",,,,,,,"86000US01368",,"ZCTA5 01368",1096,"ZCTA5 01368",159
"G01370","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01370",,,,,,,"86000US01370",,"ZCTA5 01370",925,"ZCTA5 01370",75
"G01373","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01373",,,,,,,"86000US01373",,"ZCTA5 01373",1329,"ZCTA5 01373",281
"G01375","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01375",,,,,,,"86000US01375",,"ZCTA5 01375",1272,"ZCTA5 01375",95
"G01376","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01376",,,,,,,"86000US01376",,"ZCTA5 01376",918,"ZCTA5 01376",82
"G01378","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01378",,,,,,,"86000US01378",,"ZCTA5 01378",881,"ZCTA5 01378",160
"G01379","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01379",,,,,,,"86000US01379",,"ZCTA5 01379",924,"ZCTA5 01379",77
"G01420","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01420",,,,,,,"86000US01420",,"ZCTA5 01420",1112,"ZCTA5 01420",34
"G01430","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01430",,,,,,,"86000US01430",,"ZCTA5 01430",1524,"ZCTA5 01430",131
"G01431","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01431",,,,,,,"86000US01431",,"ZCTA5 01431",1350,"ZCTA5 01431",154
"G01432","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01432",,,,,,,"86000US01432",,"ZCTA5 01432",1190,"ZCTA5 01432",72
"G01434","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01434",,,,,,,"86000US01434",,"ZCTA5 01434",985,"ZCTA5 01434",398
"G01436","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01436",,,,,,,"86000US01436",,"ZCTA5 01436",968,"ZCTA5 01436",101
"G01438","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01438",,,,,,,"86000US01438",,"ZCTA5 01438",.,"ZCTA5 01438",.
"G01440","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01440",,,,,,,"86000US01440",,"ZCTA5 01440",868,"ZCTA5 01440",28
"G01450","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01450",,,,,,,"86000US01450",,"ZCTA5 01450",2020,"ZCTA5 01450",160
"G01451","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01451",,,,,,,"86000US01451",,"ZCTA5 01451",2276,"ZCTA5 01451",256
"G01452","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01452",,,,,,,"86000US01452",,"ZCTA5 01452",1488,"ZCTA5 01452",130
"G01453","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01453",,,,,,,"86000US01453",,"ZCTA5 01453",1042,"ZCTA5 01453",43
"G01460","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01460",,,,,,,"86000US01460",,"ZCTA5 01460",1911,"ZCTA5 01460",96
"G01462","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01462",,,,,,,"86000US01462",,"ZCTA5 01462",1643,"ZCTA5 01462",116
"G01463","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01463",,,,,,,"86000US01463",,"ZCTA5 01463",1499,"ZCTA5 01463",132
"G01464","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01464",,,,,,,"86000US01464",,"ZCTA5 01464",1522,"ZCTA5 01464",218
"G01467","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01467",,,,,,,"86000US01467",,"ZCTA5 01467",.,"ZCTA5 01467",.
"G01468","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01468",,,,,,,"86000US01468",,"ZCTA5 01468",1077,"ZCTA5 01468",127
"G01469","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01469",,,,,,,"86000US01469",,"ZCTA5 01469",1497,"ZCTA5 01469",145
"G01473","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01473",,,,,,,"86000US01473",,"ZCTA5 01473",1448,"ZCTA5 01473",148
"G01474","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01474",,,,,,,"86000US01474",,"ZCTA5 01474",1679,"ZCTA5 01474",173
"G01475","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01475",,,,,,,"86000US01475",,"ZCTA5 01475",1153,"ZCTA5 01475",81
"G01501","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01501",,,,,,,"86000US01501",,"ZCTA5 01501",1271,"ZCTA5 01501",97
"G01503","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01503",,,,,,,"86000US01503",,"ZCTA5 01503",1770,"ZCTA5 01503",229
"G01504","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01504",,,,,,,"86000US01504",,"ZCTA5 01504",1425,"ZCTA5 01504",133
"G01505","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01505",,,,,,,"86000US01505",,"ZCTA5 01505",1605,"ZCTA5 01505",174
"G01506","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01506",,,,,,,"86000US01506",,"ZCTA5 01506",980,"ZCTA5 01506",90
"G01507","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01507",,,,,,,"86000US01507",,"ZCTA5 01507",1484,"ZCTA5 01507",108
"G01510","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01510",,,,,,,"86000US01510",,"ZCTA5 01510",1271,"ZCTA5 01510",58
"G01515","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01515",,,,,,,"86000US01515",,"ZCTA5 01515",1215,"ZCTA5 01515",121
"G01516","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01516",,,,,,,"86000US01516",,"ZCTA5 01516",1505,"ZCTA5 01516",165
"G01518","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01518",,,,,,,"86000US01518",,"ZCTA5 01518",1302,"ZCTA5 01518",316
"G01519","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01519",,,,,,,"86000US01519",,"ZCTA5 01519",1757,"ZCTA5 01519",114
"G01520","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01520",,,,,,,"86000US01520",,"ZCTA5 01520",1693,"ZCTA5 01520",90
"G01521","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01521",,,,,,,"86000US01521",,"ZCTA5 01521",1270,"ZCTA5 01521",83
"G01522","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01522",,,,,,,"86000US01522",,"ZCTA5 01522",1613,"ZCTA5 01522",97
"G01523","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01523",,,,,,,"86000US01523",,"ZCTA5 01523",1658,"ZCTA5 01523",173
"G01524","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01524",,,,,,,"86000US01524",,"ZCTA5 01524",1163,"ZCTA5 01524",135
"G01525","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01525",,,,,,,"86000US01525",,"ZCTA5 01525",1017,"ZCTA5 01525",373
"G01527","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01527",,,,,,,"86000US01527",,"ZCTA5 01527",1313,"ZCTA5 01527",80
"G01529","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01529",,,,,,,"86000US01529",,"ZCTA5 01529",1472,"ZCTA5 01529",150
"G01531","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01531",,,,,,,"86000US01531",,"ZCTA5 01531",1299,"ZCTA5 01531",169
"G01532","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01532",,,,,,,"86000US01532",,"ZCTA5 01532",1963,"ZCTA5 01532",129
"G01534","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01534",,,,,,,"86000US01534",,"ZCTA5 01534",1606,"ZCTA5 01534",370
"G01535","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01535",,,,,,,"86000US01535",,"ZCTA5 01535",1145,"ZCTA5 01535",181
"G01536","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01536",,,,,,,"86000US01536",,"ZCTA5 01536",1710,"ZCTA5 01536",160
"G01537","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01537",,,,,,,"86000US01537",,"ZCTA5 01537",1072,"ZCTA5 01537",342
"G01540","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01540",,,,,,,"86000US01540",,"ZCTA5 01540",1247,"ZCTA5 01540",91
"G01541","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01541",,,,,,,"86000US01541",,"ZCTA5 01541",1909,"ZCTA5 01541",272
"G01542","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01542",,,,,,,"86000US01542",,"ZCTA5 01542",1254,"ZCTA5 01542",340
"G01543","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01543",,,,,,,"86000US01543",,"ZCTA5 01543",1702,"ZCTA5 01543",144
"G01545","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01545",,,,,,,"86000US01545",,"ZCTA5 01545",1523,"ZCTA5 01545",72
"G01550","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01550",,,,,,,"86000US01550",,"ZCTA5 01550",951,"ZCTA5 01550",32
"G01560","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01560",,,,,,,"86000US01560",,"ZCTA5 01560",1364,"ZCTA5 01560",95
"G01561","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01561",,,,,,,"86000US01561",,"ZCTA5 01561",816,"ZCTA5 01561",91
"G01562","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01562",,,,,,,"86000US01562",,"ZCTA5 01562",1137,"ZCTA5 01562",96
"G01564","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01564",,,,,,,"86000US01564",,"ZCTA5 01564",1616,"ZCTA5 01564",154
"G01566","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01566",,,,,,,"86000US01566",,"ZCTA5 01566",1660,"ZCTA5 01566",171
"G01568","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01568",,,,,,,"86000US01568",,"ZCTA5 01568",1902,"ZCTA5 01568",217
"G01569","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01569",,,,,,,"86000US01569",,"ZCTA5 01569",1480,"ZCTA5 01569",110
"G01570","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01570",,,,,,,"86000US01570",,"ZCTA5 01570",999,"ZCTA5 01570",56
"G01571","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01571",,,,,,,"86000US01571",,"ZCTA5 01571",1137,"ZCTA5 01571",85
"G01581","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01581",,,,,,,"86000US01581",,"ZCTA5 01581",1880,"ZCTA5 01581",74
"G01583","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01583",,,,,,,"86000US01583",,"ZCTA5 01583",1324,"ZCTA5 01583",113
"G01585","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01585",,,,,,,"86000US01585",,"ZCTA5 01585",1206,"ZCTA5 01585",127
"G01588","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01588",,,,,,,"86000US01588",,"ZCTA5 01588",1164,"ZCTA5 01588",102
"G01590","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"01590",,,,,,,"86000US01590",,"ZCTA5 01590",1803,"ZCTA5 01590",114
