GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AKLKE001,NAME_M,AKLKM001
"G00601","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00601",,,,,,,"86000US00601",,"ZCTA5 00601",203,"ZCTA5 00601",31
"G00602","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00602",,,,,,,"86000US00602",,"ZCTA5 00602",175,"ZCTA5 00602",15
"G00603","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00603",,,,,,,"86000US00603",,"ZCTA5 00603",261,"ZCTA5 00603",24
"G00606","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00606",,,,,,,"86000US00606",,"ZCTA5 00606",129,"ZCTA5 00606",15
"G00610","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00610",,,,,,,"86000US00610",,"ZCTA5 00610",196,"ZCTA5 00610",14
"G00612","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00612",,,,,,,"86000US00612",,"ZCTA5 00612",287,"ZCTA5 00612",24
"G00616","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00616",,,,,,,"86000US00616",,"ZCTA5 00616",231,"ZCTA5 00616",42
"G00617","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00617",,,,,,,"86000US00617",,"ZCTA5 00617",296,"ZCTA5 00617",112
"G00622","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00622",,,,,,,"86000US00622",,"ZCTA5 00622",242,"ZCTA5 00622",77
"G00623","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00623",,,,,,,"86000US00623",,"ZCTA5 00623",345,"ZCTA5 00623",43
"G00624","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00624",,,,,,,"86000US00624",,"ZCTA5 00624",215,"ZCTA5 00624",18
"G00627","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00627",,,,,,,"86000US00627",,"ZCTA5 00627",239,"ZCTA5 00627",27
"G00631","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00631",,,,,,,"86000US00631",,"ZCTA5 00631",188,"ZCTA5 00631",31
"G00637","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00637",,,,,,,"86000US00637",,"ZCTA5 00637",204,"ZCTA5 00637",28
"G00638","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00638",,,,,,,"86000US00638",,"ZCTA5 00638",193,"ZCTA5 00638",20
"G00641","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00641",,,,,,,"86000US00641",,"ZCTA5 00641",213,"ZCTA5 00641",20
"G00646","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00646",,,,,,,"86000US00646",,"ZCTA5 00646",479,"ZCTA5 00646",113
"G00647","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00647",,,,,,,"86000US00647",,"ZCTA5 00647",131,"ZCTA5 00647",18
"G00650","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00650",,,,,,,"86000US00650",,"ZCTA5 00650",272,"ZCTA5 00650",74
"G00652","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00652",,,,,,,"86000US00652",,"ZCTA5 00652",246,"ZCTA5 00652",92
"G00653","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00653",,,,,,,"86000US00653",,"ZCTA5 00653",164,"ZCTA5 00653",20
"G00656","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00656",,,,,,,"86000US00656",,"ZCTA5 00656",191,"ZCTA5 00656",15
"G00659","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00659",,,,,,,"86000US00659",,"ZCTA5 00659",245,"ZCTA5 00659",25
"G00660","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00660",,,,,,,"86000US00660",,"ZCTA5 00660",262,"ZCTA5 00660",32
"G00662","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00662",,,,,,,"86000US00662",,"ZCTA5 00662",308,"ZCTA5 00662",45
"G00664","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00664",,,,,,,"86000US00664",,"ZCTA5 00664",239,"ZCTA5 00664",46
"G00667","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00667",,,,,,,"86000US00667",,"ZCTA5 00667",195,"ZCTA5 00667",17
"G00669","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00669",,,,,,,"86000US00669",,"ZCTA5 00669",224,"ZCTA5 00669",26
"G00670","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00670",,,,,,,"86000US00670",,"ZCTA5 00670",182,"ZCTA5 00670",20
"G00674","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00674",,,,,,,"86000US00674",,"ZCTA5 00674",324,"ZCTA5 00674",40
"G00676","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00676",,,,,,,"86000US00676",,"ZCTA5 00676",226,"ZCTA5 00676",20
"G00677","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00677",,,,,,,"86000US00677",,"ZCTA5 00677",193,"ZCTA5 00677",22
"G00678","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00678",,,,,,,"86000US00678",,"ZCTA5 00678",238,"ZCTA5 00678",30
"G00680","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00680",,,,,,,"86000US00680",,"ZCTA5 00680",231,"ZCTA5 00680",19
"G00682","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00682",,,,,,,"86000US00682",,"ZCTA5 00682",294,"ZCTA5 00682",24
"G00683","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00683",,,,,,,"86000US00683",,"ZCTA5 00683",178,"ZCTA5 00683",13
"G00685","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00685",,,,,,,"86000US00685",,"ZCTA5 00685",220,"ZCTA5 00685",26
"G00687","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00687",,,,,,,"86000US00687",,"ZCTA5 00687",246,"ZCTA5 00687",33
"G00688","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00688",,,,,,,"86000US00688",,"ZCTA5 00688",223,"ZCTA5 00688",31
"G00690","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00690",,,,,,,"86000US00690",,"ZCTA5 00690",334,"ZCTA5 00690",178
"G00692","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00692",,,,,,,"86000US00692",,"ZCTA5 00692",329,"ZCTA5 00692",40
"G00693","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00693",,,,,,,"86000US00693",,"ZCTA5 00693",259,"ZCTA5 00693",30
"G00694","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00694",,,,,,,"86000US00694",,"ZCTA5 00694",.,"ZCTA5 00694",.
"G00698","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00698",,,,,,,"86000US00698",,"ZCTA5 00698",185,"ZCTA5 00698",10
"G00703","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00703",,,,,,,"86000US00703",,"ZCTA5 00703",223,"ZCTA5 00703",25
"G00704","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00704",,,,,,,"86000US00704",,"ZCTA5 00704",239,"ZCTA5 00704",49
"G00705","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00705",,,,,,,"86000US00705",,"ZCTA5 00705",223,"ZCTA5 00705",18
"G00707","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00707",,,,,,,"86000US00707",,"ZCTA5 00707",196,"ZCTA5 00707",23
"G00714","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00714",,,,,,,"86000US00714",,"ZCTA5 00714",352,"ZCTA5 00714",51
"G00715","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00715",,,,,,,"86000US00715",,"ZCTA5 00715",187,"ZCTA5 00715",23
"G00716","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00716",,,,,,,"86000US00716",,"ZCTA5 00716",316,"ZCTA5 00716",40
"G00717","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00717",,,,,,,"86000US00717",,"ZCTA5 00717",268,"ZCTA5 00717",38
"G00718","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00718",,,,,,,"86000US00718",,"ZCTA5 00718",221,"ZCTA5 00718",40
"G00719","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00719",,,,,,,"86000US00719",,"ZCTA5 00719",209,"ZCTA5 00719",24
"G00720","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00720",,,,,,,"86000US00720",,"ZCTA5 00720",188,"ZCTA5 00720",11
"G00723","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00723",,,,,,,"86000US00723",,"ZCTA5 00723",203,"ZCTA5 00723",27
"G00725","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00725",,,,,,,"86000US00725",,"ZCTA5 00725",439,"ZCTA5 00725",30
"G00727","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00727",,,,,,,"86000US00727",,"ZCTA5 00727",657,"ZCTA5 00727",40
"G00728","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00728",,,,,,,"86000US00728",,"ZCTA5 00728",282,"ZCTA5 00728",20
"G00729","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00729",,,,,,,"86000US00729",,"ZCTA5 00729",377,"ZCTA5 00729",35
"G00730","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00730",,,,,,,"86000US00730",,"ZCTA5 00730",259,"ZCTA5 00730",23
"G00731","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00731",,,,,,,"86000US00731",,"ZCTA5 00731",188,"ZCTA5 00731",21
"G00735","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00735",,,,,,,"86000US00735",,"ZCTA5 00735",340,"ZCTA5 00735",83
"G00736","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00736",,,,,,,"86000US00736",,"ZCTA5 00736",317,"ZCTA5 00736",46
"G00738","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00738",,,,,,,"86000US00738",,"ZCTA5 00738",466,"ZCTA5 00738",54
"G00739","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00739",,,,,,,"86000US00739",,"ZCTA5 00739",288,"ZCTA5 00739",32
"G00740","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00740",,,,,,,"86000US00740",,"ZCTA5 00740",245,"ZCTA5 00740",96
"G00741","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00741",,,,,,,"86000US00741",,"ZCTA5 00741",492,"ZCTA5 00741",76
"G00745","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00745",,,,,,,"86000US00745",,"ZCTA5 00745",403,"ZCTA5 00745",54
"G00751","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00751",,,,,,,"86000US00751",,"ZCTA5 00751",214,"ZCTA5 00751",21
"G00754","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00754",,,,,,,"86000US00754",,"ZCTA5 00754",235,"ZCTA5 00754",21
"G00757","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00757",,,,,,,"86000US00757",,"ZCTA5 00757",292,"ZCTA5 00757",48
"G00765","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00765",,,,,,,"86000US00765",,"ZCTA5 00765",175,"ZCTA5 00765",28
"G00766","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00766",,,,,,,"86000US00766",,"ZCTA5 00766",184,"ZCTA5 00766",12
"G00767","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00767",,,,,,,"86000US00767",,"ZCTA5 00767",207,"ZCTA5 00767",20
"G00769","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00769",,,,,,,"86000US00769",,"ZCTA5 00769",255,"ZCTA5 00769",33
"G00771","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00771",,,,,,,"86000US00771",,"ZCTA5 00771",342,"ZCTA5 00771",60
"G00772","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00772",,,,,,,"86000US00772",,"ZCTA5 00772",187,"ZCTA5 00772",15
"G00773","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00773",,,,,,,"86000US00773",,"ZCTA5 00773",422,"ZCTA5 00773",84
"G00775","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00775",,,,,,,"86000US00775",,"ZCTA5 00775",236,"ZCTA5 00775",31
"G00777","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00777",,,,,,,"86000US00777",,"ZCTA5 00777",408,"ZCTA5 00777",43
"G00778","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00778",,,,,,,"86000US00778",,"ZCTA5 00778",661,"ZCTA5 00778",63
"G00780","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00780",,,,,,,"86000US00780",,"ZCTA5 00780",486,"ZCTA5 00780",101
"G00782","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00782",,,,,,,"86000US00782",,"ZCTA5 00782",209,"ZCTA5 00782",31
"G00783","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00783",,,,,,,"86000US00783",,"ZCTA5 00783",228,"ZCTA5 00783",26
"G00784","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00784",,,,,,,"86000US00784",,"ZCTA5 00784",259,"ZCTA5 00784",35
"G00786","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00786",,,,,,,"86000US00786",,"ZCTA5 00786",170,"ZCTA5 00786",80
"G00791","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00791",,,,,,,"86000US00791",,"ZCTA5 00791",289,"ZCTA5 00791",25
"G00794","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00794",,,,,,,"86000US00794",,"ZCTA5 00794",233,"ZCTA5 00794",27
"G00795","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00795",,,,,,,"86000US00795",,"ZCTA5 00795",269,"ZCTA5 00795",26
"G00901","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00901",,,,,,,"86000US00901",,"ZCTA5 00901",572,"ZCTA5 00901",59
"G00906","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00906",,,,,,,"86000US00906",,"ZCTA5 00906",2273,"ZCTA5 00906",230
"G00907","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00907",,,,,,,"86000US00907",,"ZCTA5 00907",773,"ZCTA5 00907",67
"G00909","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00909",,,,,,,"86000US00909",,"ZCTA5 00909",503,"ZCTA5 00909",47
"G00911","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00911",,,,,,,"86000US00911",,"ZCTA5 00911",784,"ZCTA5 00911",52
"G00912","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00912",,,,,,,"86000US00912",,"ZCTA5 00912",542,"ZCTA5 00912",35
"G00913","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00913",,,,,,,"86000US00913",,"ZCTA5 00913",219,"ZCTA5 00913",21
"G00915","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00915",,,,,,,"86000US00915",,"ZCTA5 00915",324,"ZCTA5 00915",21
"G00917","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00917",,,,,,,"86000US00917",,"ZCTA5 00917",402,"ZCTA5 00917",59
"G00918","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00918",,,,,,,"86000US00918",,"ZCTA5 00918",625,"ZCTA5 00918",57
"G00920","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00920",,,,,,,"86000US00920",,"ZCTA5 00920",674,"ZCTA5 00920",46
"G00921","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00921",,,,,,,"86000US00921",,"ZCTA5 00921",575,"ZCTA5 00921",30
"G00923","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00923",,,,,,,"86000US00923",,"ZCTA5 00923",371,"ZCTA5 00923",25
"G00924","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00924",,,,,,,"86000US00924",,"ZCTA5 00924",430,"ZCTA5 00924",29
"G00925","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00925",,,,,,,"86000US00925",,"ZCTA5 00925",457,"ZCTA5 00925",35
"G00926","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00926",,,,,,,"86000US00926",,"ZCTA5 00926",635,"ZCTA5 00926",38
"G00927","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00927",,,,,,,"86000US00927",,"ZCTA5 00927",564,"ZCTA5 00927",54
"G00934","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00934",,,,,,,"86000US00934",,"ZCTA5 00934",.,"ZCTA5 00934",.
"G00936","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00936",,,,,,,"86000US00936",,"ZCTA5 00936",.,"ZCTA5 00936",.
"G00949","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00949",,,,,,,"86000US00949",,"ZCTA5 00949",533,"ZCTA5 00949",39
"G00950","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00950",,,,,,,"86000US00950",,"ZCTA5 00950",.,"ZCTA5 00950",.
"G00951","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00951",,,,,,,"86000US00951",,"ZCTA5 00951",.,"ZCTA5 00951",.
"G00952","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00952",,,,,,,"86000US00952",,"ZCTA5 00952",261,"ZCTA5 00952",45
"G00953","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00953",,,,,,,"86000US00953",,"ZCTA5 00953",633,"ZCTA5 00953",34
"G00956","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00956",,,,,,,"86000US00956",,"ZCTA5 00956",468,"ZCTA5 00956",42
"G00957","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00957",,,,,,,"86000US00957",,"ZCTA5 00957",503,"ZCTA5 00957",42
"G00959","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00959",,,,,,,"86000US00959",,"ZCTA5 00959",645,"ZCTA5 00959",35
"G00960","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00960",,,,,,,"86000US00960",,"ZCTA5 00960",.,"ZCTA5 00960",.
"G00961","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00961",,,,,,,"86000US00961",,"ZCTA5 00961",584,"ZCTA5 00961",48
"G00962","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00962",,,,,,,"86000US00962",,"ZCTA5 00962",347,"ZCTA5 00962",35
"G00965","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00965",,,,,,,"86000US00965",,"ZCTA5 00965",211,"ZCTA5 00965",39
"G00966","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00966",,,,,,,"86000US00966",,"ZCTA5 00966",969,"ZCTA5 00966",99
"G00968","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00968",,,,,,,"86000US00968",,"ZCTA5 00968",868,"ZCTA5 00968",82
"G00969","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00969",,,,,,,"86000US00969",,"ZCTA5 00969",1001,"ZCTA5 00969",85
"G00971","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00971",,,,,,,"86000US00971",,"ZCTA5 00971",279,"ZCTA5 00971",27
"G00976","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00976",,,,,,,"86000US00976",,"ZCTA5 00976",592,"ZCTA5 00976",38
"G00979","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00979",,,,,,,"86000US00979",,"ZCTA5 00979",836,"ZCTA5 00979",79
"G00982","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00982",,,,,,,"86000US00982",,"ZCTA5 00982",564,"ZCTA5 00982",51
"G00983","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00983",,,,,,,"86000US00983",,"ZCTA5 00983",603,"ZCTA5 00983",45
"G00985","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00985",,,,,,,"86000US00985",,"ZCTA5 00985",540,"ZCTA5 00985",44
"G00987","2014-2018","PR",,,,,,,,,,,,,,,,,,,,,,,,,"00987",,,,,,,"86000US00987",,"ZCTA5 00987",667,"ZCTA5 00987",53
"G01001","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01001",,,,,,,"86000US01001",,"ZCTA5 01001",1158,"ZCTA5 01001",56
"G01002","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01002",,,,,,,"86000US01002",,"ZCTA5 01002",1381,"ZCTA5 01002",66
"G01003","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01003",,,,,,,"86000US01003",,"ZCTA5 01003",1205,"ZCTA5 01003",816
"G01005","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01005",,,,,,,"86000US01005",,"ZCTA5 01005",1206,"ZCTA5 01005",217
"G01007","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01007",,,,,,,"86000US01007",,"ZCTA5 01007",1338,"ZCTA5 01007",84
"G01008","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01008",,,,,,,"86000US01008",,"ZCTA5 01008",1393,"ZCTA5 01008",182
"G01009","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01009",,,,,,,"86000US01009",,"ZCTA5 01009",1375,"ZCTA5 01009",881
"G01010","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01010",,,,,,,"86000US01010",,"ZCTA5 01010",1300,"ZCTA5 01010",168
"G01011","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01011",,,,,,,"86000US01011",,"ZCTA5 01011",1102,"ZCTA5 01011",120
"G01012","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01012",,,,,,,"86000US01012",,"ZCTA5 01012",1063,"ZCTA5 01012",123
"G01013","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01013",,,,,,,"86000US01013",,"ZCTA5 01013",947,"ZCTA5 01013",30
"G01020","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01020",,,,,,,"86000US01020",,"ZCTA5 01020",981,"ZCTA5 01020",46
"G01022","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01022",,,,,,,"86000US01022",,"ZCTA5 01022",973,"ZCTA5 01022",96
"G01026","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01026",,,,,,,"86000US01026",,"ZCTA5 01026",1040,"ZCTA5 01026",122
"G01027","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01027",,,,,,,"86000US01027",,"ZCTA5 01027",1142,"ZCTA5 01027",58
"G01028","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01028",,,,,,,"86000US01028",,"ZCTA5 01028",1452,"ZCTA5 01028",83
"G01029","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01029",,,,,,,"86000US01029",,"ZCTA5 01029",808,"ZCTA5 01029",208
"G01030","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01030",,,,,,,"86000US01030",,"ZCTA5 01030",1209,"ZCTA5 01030",76
"G01031","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01031",,,,,,,"86000US01031",,"ZCTA5 01031",910,"ZCTA5 01031",97
"G01032","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01032",,,,,,,"86000US01032",,"ZCTA5 01032",1018,"ZCTA5 01032",311
"G01033","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01033",,,,,,,"86000US01033",,"ZCTA5 01033",1157,"ZCTA5 01033",167
"G01034","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01034",,,,,,,"86000US01034",,"ZCTA5 01034",1290,"ZCTA5 01034",63
"G01035","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01035",,,,,,,"86000US01035",,"ZCTA5 01035",1211,"ZCTA5 01035",220
"G01036","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01036",,,,,,,"86000US01036",,"ZCTA5 01036",1420,"ZCTA5 01036",239
"G01037","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01037",,,,,,,"86000US01037",,"ZCTA5 01037",1083,"ZCTA5 01037",724
"G01038","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01038",,,,,,,"86000US01038",,"ZCTA5 01038",1183,"ZCTA5 01038",95
"G01039","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01039",,,,,,,"86000US01039",,"ZCTA5 01039",1189,"ZCTA5 01039",165
"G01040","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01040",,,,,,,"86000US01040",,"ZCTA5 01040",920,"ZCTA5 01040",26
"G01050","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01050",,,,,,,"86000US01050",,"ZCTA5 01050",1026,"ZCTA5 01050",98
"G01053","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01053",,,,,,,"86000US01053",,"ZCTA5 01053",1250,"ZCTA5 01053",215
"G01054","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01054",,,,,,,"86000US01054",,"ZCTA5 01054",1538,"ZCTA5 01054",210
"G01056","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01056",,,,,,,"86000US01056",,"ZCTA5 01056",1177,"ZCTA5 01056",58
"G01057","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01057",,,,,,,"86000US01057",,"ZCTA5 01057",1207,"ZCTA5 01057",107
"G01060","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01060",,,,,,,"86000US01060",,"ZCTA5 01060",1232,"ZCTA5 01060",60
"G01062","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01062",,,,,,,"86000US01062",,"ZCTA5 01062",1168,"ZCTA5 01062",78
"G01063","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01063",,,,,,,"86000US01063",,"ZCTA5 01063",.,"ZCTA5 01063",.
