GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AKLKE001,NAME_M,AKLKM001
"G01066","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01066",,,,,,,"86000US01066",,"ZCTA5 01066",.,"ZCTA5 01066",.
"G01068","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01068",,,,,,,"86000US01068",,"ZCTA5 01068",1336,"ZCTA5 01068",240
"G01069","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01069",,,,,,,"86000US01069",,"ZCTA5 01069",1101,"ZCTA5 01069",75
"G01070","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01070",,,,,,,"86000US01070",,"ZCTA5 01070",950,"ZCTA5 01070",238
"G01071","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01071",,,,,,,"86000US01071",,"ZCTA5 01071",1176,"ZCTA5 01071",204
"G01072","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01072",,,,,,,"86000US01072",,"ZCTA5 01072",1578,"ZCTA5 01072",167
"G01073","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01073",,,,,,,"86000US01073",,"ZCTA5 01073",1268,"ZCTA5 01073",320
"G01074","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01074",,,,,,,"86000US01074",,"ZCTA5 01074",1201,"ZCTA5 01074",153
"G01075","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01075",,,,,,,"86000US01075",,"ZCTA5 01075",1068,"ZCTA5 01075",64
"G01077","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01077",,,,,,,"86000US01077",,"ZCTA5 01077",1328,"ZCTA5 01077",224
"G01079","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01079",,,,,,,"86000US01079",,"ZCTA5 01079",974,"ZCTA5 01079",349
"G01080","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01080",,,,,,,"86000US01080",,"ZCTA5 01080",1004,"ZCTA5 01080",94
"G01081","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01081",,,,,,,"86000US01081",,"ZCTA5 01081",1174,"ZCTA5 01081",144
"G01082","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01082",,,,,,,"86000US01082",,"ZCTA5 01082",1110,"ZCTA5 01082",41
"G01083","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01083",,,,,,,"86000US01083",,"ZCTA5 01083",996,"ZCTA5 01083",394
"G01084","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01084",,,,,,,"86000US01084",,"ZCTA5 01084",1375,"ZCTA5 01084",439
"G01085","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01085",,,,,,,"86000US01085",,"ZCTA5 01085",1124,"ZCTA5 01085",38
"G01086","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01086",,,,,,,"86000US01086",,"ZCTA5 01086",.,"ZCTA5 01086",.
"G01088","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01088",,,,,,,"86000US01088",,"ZCTA5 01088",964,"ZCTA5 01088",420
"G01089","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01089",,,,,,,"86000US01089",,"ZCTA5 01089",972,"ZCTA5 01089",31
"G01092","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01092",,,,,,,"86000US01092",,"ZCTA5 01092",973,"ZCTA5 01092",428
"G01093","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01093",,,,,,,"86000US01093",,"ZCTA5 01093",1722,"ZCTA5 01093",355
"G01094","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01094",,,,,,,"86000US01094",,"ZCTA5 01094",558,"ZCTA5 01094",61
"G01095","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01095",,,,,,,"86000US01095",,"ZCTA5 01095",1630,"ZCTA5 01095",204
"G01096","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01096",,,,,,,"86000US01096",,"ZCTA5 01096",1231,"ZCTA5 01096",106
"G01097","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01097",,,,,,,"86000US01097",,"ZCTA5 01097",.,"ZCTA5 01097",.
"G01098","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01098",,,,,,,"86000US01098",,"ZCTA5 01098",1260,"ZCTA5 01098",161
"G01103","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01103",,,,,,,"86000US01103",,"ZCTA5 01103",851,"ZCTA5 01103",88
"G01104","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01104",,,,,,,"86000US01104",,"ZCTA5 01104",946,"ZCTA5 01104",33
"G01105","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01105",,,,,,,"86000US01105",,"ZCTA5 01105",678,"ZCTA5 01105",56
"G01106","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01106",,,,,,,"86000US01106",,"ZCTA5 01106",1793,"ZCTA5 01106",71
"G01107","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01107",,,,,,,"86000US01107",,"ZCTA5 01107",835,"ZCTA5 01107",86
"G01108","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01108",,,,,,,"86000US01108",,"ZCTA5 01108",1004,"ZCTA5 01108",52
"G01109","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01109",,,,,,,"86000US01109",,"ZCTA5 01109",968,"ZCTA5 01109",55
"G01118","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01118",,,,,,,"86000US01118",,"ZCTA5 01118",1201,"ZCTA5 01118",65
"G01119","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01119",,,,,,,"86000US01119",,"ZCTA5 01119",1057,"ZCTA5 01119",83
"G01128","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01128",,,,,,,"86000US01128",,"ZCTA5 01128",1155,"ZCTA5 01128",105
"G01129","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01129",,,,,,,"86000US01129",,"ZCTA5 01129",1187,"ZCTA5 01129",85
"G01151","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01151",,,,,,,"86000US01151",,"ZCTA5 01151",993,"ZCTA5 01151",59
"G01199","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01199",,,,,,,"86000US01199",,"ZCTA5 01199",.,"ZCTA5 01199",.
"G01201","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01201",,,,,,,"86000US01201",,"ZCTA5 01201",967,"ZCTA5 01201",23
"G01220","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01220",,,,,,,"86000US01220",,"ZCTA5 01220",871,"ZCTA5 01220",56
"G01222","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01222",,,,,,,"86000US01222",,"ZCTA5 01222",1240,"ZCTA5 01222",273
"G01223","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01223",,,,,,,"86000US01223",,"ZCTA5 01223",1060,"ZCTA5 01223",86
"G01224","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01224",,,,,,,"86000US01224",,"ZCTA5 01224",727,"ZCTA5 01224",179
"G01225","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01225",,,,,,,"86000US01225",,"ZCTA5 01225",954,"ZCTA5 01225",125
"G01226","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01226",,,,,,,"86000US01226",,"ZCTA5 01226",1159,"ZCTA5 01226",204
"G01229","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01229",,,,,,,"86000US01229",,"ZCTA5 01229",1037,"ZCTA5 01229",157
"G01230","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01230",,,,,,,"86000US01230",,"ZCTA5 01230",1170,"ZCTA5 01230",77
"G01235","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01235",,,,,,,"86000US01235",,"ZCTA5 01235",1060,"ZCTA5 01235",109
"G01236","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01236",,,,,,,"86000US01236",,"ZCTA5 01236",1343,"ZCTA5 01236",234
"G01237","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01237",,,,,,,"86000US01237",,"ZCTA5 01237",1217,"ZCTA5 01237",144
"G01238","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01238",,,,,,,"86000US01238",,"ZCTA5 01238",1178,"ZCTA5 01238",168
"G01240","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01240",,,,,,,"86000US01240",,"ZCTA5 01240",966,"ZCTA5 01240",79
"G01242","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01242",,,,,,,"86000US01242",,"ZCTA5 01242",1087,"ZCTA5 01242",476
"G01243","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01243",,,,,,,"86000US01243",,"ZCTA5 01243",1021,"ZCTA5 01243",371
"G01244","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01244",,,,,,,"86000US01244",,"ZCTA5 01244",1213,"ZCTA5 01244",939
"G01245","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01245",,,,,,,"86000US01245",,"ZCTA5 01245",1254,"ZCTA5 01245",263
"G01247","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01247",,,,,,,"86000US01247",,"ZCTA5 01247",821,"ZCTA5 01247",47
"G01253","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01253",,,,,,,"86000US01253",,"ZCTA5 01253",1038,"ZCTA5 01253",166
"G01254","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01254",,,,,,,"86000US01254",,"ZCTA5 01254",1280,"ZCTA5 01254",132
"G01255","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01255",,,,,,,"86000US01255",,"ZCTA5 01255",1269,"ZCTA5 01255",135
"G01256","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01256",,,,,,,"86000US01256",,"ZCTA5 01256",1003,"ZCTA5 01256",176
"G01257","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01257",,,,,,,"86000US01257",,"ZCTA5 01257",1103,"ZCTA5 01257",174
"G01258","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01258",,,,,,,"86000US01258",,"ZCTA5 01258",1163,"ZCTA5 01258",223
"G01259","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01259",,,,,,,"86000US01259",,"ZCTA5 01259",1431,"ZCTA5 01259",220
"G01260","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01260",,,,,,,"86000US01260",,"ZCTA5 01260",.,"ZCTA5 01260",.
"G01262","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01262",,,,,,,"86000US01262",,"ZCTA5 01262",856,"ZCTA5 01262",325
"G01264","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01264",,,,,,,"86000US01264",,"ZCTA5 01264",691,"ZCTA5 01264",206
"G01266","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01266",,,,,,,"86000US01266",,"ZCTA5 01266",1317,"ZCTA5 01266",225
"G01267","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01267",,,,,,,"86000US01267",,"ZCTA5 01267",1197,"ZCTA5 01267",79
"G01270","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01270",,,,,,,"86000US01270",,"ZCTA5 01270",1375,"ZCTA5 01270",84
"G01301","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01301",,,,,,,"86000US01301",,"ZCTA5 01301",1001,"ZCTA5 01301",46
"G01330","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01330",,,,,,,"86000US01330",,"ZCTA5 01330",1256,"ZCTA5 01330",181
"G01331","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01331",,,,,,,"86000US01331",,"ZCTA5 01331",1037,"ZCTA5 01331",48
"G01337","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01337",,,,,,,"86000US01337",,"ZCTA5 01337",1292,"ZCTA5 01337",123
"G01338","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01338",,,,,,,"86000US01338",,"ZCTA5 01338",517,"ZCTA5 01338",117
"G01339","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01339",,,,,,,"86000US01339",,"ZCTA5 01339",990,"ZCTA5 01339",149
"G01340","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01340",,,,,,,"86000US01340",,"ZCTA5 01340",977,"ZCTA5 01340",50
"G01341","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01341",,,,,,,"86000US01341",,"ZCTA5 01341",1424,"ZCTA5 01341",90
"G01342","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01342",,,,,,,"86000US01342",,"ZCTA5 01342",1537,"ZCTA5 01342",507
"G01343","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01343",,,,,,,"86000US01343",,"ZCTA5 01343",625,"ZCTA5 01343",279
"G01344","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01344",,,,,,,"86000US01344",,"ZCTA5 01344",1036,"ZCTA5 01344",88
"G01346","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01346",,,,,,,"86000US01346",,"ZCTA5 01346",1098,"ZCTA5 01346",284
"G01347","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01347",,,,,,,"86000US01347",,"ZCTA5 01347",1515,"ZCTA5 01347",1176
"G01349","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01349",,,,,,,"86000US01349",,"ZCTA5 01349",1049,"ZCTA5 01349",103
"G01350","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01350",,,,,,,"86000US01350",,"ZCTA5 01350",850,"ZCTA5 01350",195
"G01351","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01351",,,,,,,"86000US01351",,"ZCTA5 01351",1083,"ZCTA5 01351",175
"G01354","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01354",,,,,,,"86000US01354",,"ZCTA5 01354",1068,"ZCTA5 01354",142
"G01355","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01355",,,,,,,"86000US01355",,"ZCTA5 01355",1137,"ZCTA5 01355",103
"G01360","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01360",,,,,,,"86000US01360",,"ZCTA5 01360",1142,"ZCTA5 01360",120
"G01364","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01364",,,,,,,"86000US01364",,"ZCTA5 01364",953,"ZCTA5 01364",89
"G01366","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01366",,,,,,,"86000US01366",,"ZCTA5 01366",1134,"ZCTA5 01366",128
"G01367","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01367",,,,,,,"86000US01367",,"ZCTA5 01367",763,"ZCTA5 01367",207
"G01368","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01368",,,,,,,"86000US01368",,"ZCTA5 01368",1060,"ZCTA5 01368",135
"G01370","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01370",,,,,,,"86000US01370",,"ZCTA5 01370",967,"ZCTA5 01370",79
"G01373","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01373",,,,,,,"86000US01373",,"ZCTA5 01373",1221,"ZCTA5 01373",327
"G01375","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01375",,,,,,,"86000US01375",,"ZCTA5 01375",1291,"ZCTA5 01375",136
"G01376","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01376",,,,,,,"86000US01376",,"ZCTA5 01376",947,"ZCTA5 01376",78
"G01378","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01378",,,,,,,"86000US01378",,"ZCTA5 01378",1008,"ZCTA5 01378",158
"G01379","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01379",,,,,,,"86000US01379",,"ZCTA5 01379",908,"ZCTA5 01379",74
"G01420","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01420",,,,,,,"86000US01420",,"ZCTA5 01420",1138,"ZCTA5 01420",35
"G01430","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01430",,,,,,,"86000US01430",,"ZCTA5 01430",1582,"ZCTA5 01430",99
"G01431","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01431",,,,,,,"86000US01431",,"ZCTA5 01431",1432,"ZCTA5 01431",140
"G01432","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01432",,,,,,,"86000US01432",,"ZCTA5 01432",1302,"ZCTA5 01432",124
"G01434","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01434",,,,,,,"86000US01434",,"ZCTA5 01434",1798,"ZCTA5 01434",743
"G01436","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01436",,,,,,,"86000US01436",,"ZCTA5 01436",1022,"ZCTA5 01436",184
"G01438","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01438",,,,,,,"86000US01438",,"ZCTA5 01438",978,"ZCTA5 01438",562
"G01440","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01440",,,,,,,"86000US01440",,"ZCTA5 01440",922,"ZCTA5 01440",46
"G01450","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01450",,,,,,,"86000US01450",,"ZCTA5 01450",2075,"ZCTA5 01450",135
"G01451","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01451",,,,,,,"86000US01451",,"ZCTA5 01451",2207,"ZCTA5 01451",278
"G01452","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01452",,,,,,,"86000US01452",,"ZCTA5 01452",1550,"ZCTA5 01452",130
"G01453","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01453",,,,,,,"86000US01453",,"ZCTA5 01453",1079,"ZCTA5 01453",35
"G01460","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01460",,,,,,,"86000US01460",,"ZCTA5 01460",1964,"ZCTA5 01460",150
"G01462","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01462",,,,,,,"86000US01462",,"ZCTA5 01462",1594,"ZCTA5 01462",92
"G01463","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01463",,,,,,,"86000US01463",,"ZCTA5 01463",1604,"ZCTA5 01463",134
"G01464","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01464",,,,,,,"86000US01464",,"ZCTA5 01464",1412,"ZCTA5 01464",244
"G01467","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01467",,,,,,,"86000US01467",,"ZCTA5 01467",.,"ZCTA5 01467",.
"G01468","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01468",,,,,,,"86000US01468",,"ZCTA5 01468",1150,"ZCTA5 01468",97
"G01469","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01469",,,,,,,"86000US01469",,"ZCTA5 01469",1518,"ZCTA5 01469",147
"G01473","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01473",,,,,,,"86000US01473",,"ZCTA5 01473",1379,"ZCTA5 01473",114
"G01474","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01474",,,,,,,"86000US01474",,"ZCTA5 01474",1807,"ZCTA5 01474",245
"G01475","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01475",,,,,,,"86000US01475",,"ZCTA5 01475",1251,"ZCTA5 01475",115
"G01501","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01501",,,,,,,"86000US01501",,"ZCTA5 01501",1304,"ZCTA5 01501",96
"G01503","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01503",,,,,,,"86000US01503",,"ZCTA5 01503",1603,"ZCTA5 01503",225
"G01504","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01504",,,,,,,"86000US01504",,"ZCTA5 01504",1505,"ZCTA5 01504",134
"G01505","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01505",,,,,,,"86000US01505",,"ZCTA5 01505",1574,"ZCTA5 01505",131
"G01506","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01506",,,,,,,"86000US01506",,"ZCTA5 01506",1094,"ZCTA5 01506",141
"G01507","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01507",,,,,,,"86000US01507",,"ZCTA5 01507",1476,"ZCTA5 01507",102
"G01510","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01510",,,,,,,"86000US01510",,"ZCTA5 01510",1274,"ZCTA5 01510",62
"G01515","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01515",,,,,,,"86000US01515",,"ZCTA5 01515",1248,"ZCTA5 01515",126
"G01516","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01516",,,,,,,"86000US01516",,"ZCTA5 01516",1637,"ZCTA5 01516",124
"G01518","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01518",,,,,,,"86000US01518",,"ZCTA5 01518",1370,"ZCTA5 01518",299
"G01519","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01519",,,,,,,"86000US01519",,"ZCTA5 01519",1741,"ZCTA5 01519",125
"G01520","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01520",,,,,,,"86000US01520",,"ZCTA5 01520",1694,"ZCTA5 01520",66
"G01521","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01521",,,,,,,"86000US01521",,"ZCTA5 01521",1319,"ZCTA5 01521",102
"G01522","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01522",,,,,,,"86000US01522",,"ZCTA5 01522",1548,"ZCTA5 01522",159
"G01523","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01523",,,,,,,"86000US01523",,"ZCTA5 01523",1702,"ZCTA5 01523",190
"G01524","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01524",,,,,,,"86000US01524",,"ZCTA5 01524",1232,"ZCTA5 01524",159
"G01525","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01525",,,,,,,"86000US01525",,"ZCTA5 01525",1109,"ZCTA5 01525",262
"G01527","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01527",,,,,,,"86000US01527",,"ZCTA5 01527",1366,"ZCTA5 01527",99
"G01529","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01529",,,,,,,"86000US01529",,"ZCTA5 01529",1416,"ZCTA5 01529",128
"G01531","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01531",,,,,,,"86000US01531",,"ZCTA5 01531",1332,"ZCTA5 01531",227
"G01532","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01532",,,,,,,"86000US01532",,"ZCTA5 01532",2082,"ZCTA5 01532",110
"G01534","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01534",,,,,,,"86000US01534",,"ZCTA5 01534",1536,"ZCTA5 01534",281
"G01535","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01535",,,,,,,"86000US01535",,"ZCTA5 01535",1104,"ZCTA5 01535",154
"G01536","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01536",,,,,,,"86000US01536",,"ZCTA5 01536",1761,"ZCTA5 01536",152
"G01537","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01537",,,,,,,"86000US01537",,"ZCTA5 01537",1125,"ZCTA5 01537",126
"G01540","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01540",,,,,,,"86000US01540",,"ZCTA5 01540",1327,"ZCTA5 01540",127
"G01541","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01541",,,,,,,"86000US01541",,"ZCTA5 01541",1771,"ZCTA5 01541",194
"G01542","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01542",,,,,,,"86000US01542",,"ZCTA5 01542",1547,"ZCTA5 01542",284
"G01543","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01543",,,,,,,"86000US01543",,"ZCTA5 01543",1756,"ZCTA5 01543",130
"G01545","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01545",,,,,,,"86000US01545",,"ZCTA5 01545",1578,"ZCTA5 01545",66
"G01550","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01550",,,,,,,"86000US01550",,"ZCTA5 01550",984,"ZCTA5 01550",34
"G01560","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01560",,,,,,,"86000US01560",,"ZCTA5 01560",1502,"ZCTA5 01560",136
"G01561","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01561",,,,,,,"86000US01561",,"ZCTA5 01561",859,"ZCTA5 01561",19
"G01562","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01562",,,,,,,"86000US01562",,"ZCTA5 01562",1192,"ZCTA5 01562",82
"G01564","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01564",,,,,,,"86000US01564",,"ZCTA5 01564",1584,"ZCTA5 01564",247
"G01566","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01566",,,,,,,"86000US01566",,"ZCTA5 01566",1671,"ZCTA5 01566",99
"G01568","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01568",,,,,,,"86000US01568",,"ZCTA5 01568",1969,"ZCTA5 01568",201
"G01569","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01569",,,,,,,"86000US01569",,"ZCTA5 01569",1498,"ZCTA5 01569",104
"G01570","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01570",,,,,,,"86000US01570",,"ZCTA5 01570",1039,"ZCTA5 01570",67
"G01571","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01571",,,,,,,"86000US01571",,"ZCTA5 01571",1139,"ZCTA5 01571",66
"G01581","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01581",,,,,,,"86000US01581",,"ZCTA5 01581",1930,"ZCTA5 01581",93
"G01583","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01583",,,,,,,"86000US01583",,"ZCTA5 01583",1321,"ZCTA5 01583",170
"G01585","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01585",,,,,,,"86000US01585",,"ZCTA5 01585",1232,"ZCTA5 01585",140
"G01588","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01588",,,,,,,"86000US01588",,"ZCTA5 01588",1166,"ZCTA5 01588",97
"G01590","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"01590",,,,,,,"86000US01590",,"ZCTA5 01590",1819,"ZCTA5 01590",104
