GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AD8XE001,NAME_M,AD8XM001
"G26047","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26047",,,,,,,"86000US26047",,"ZCTA5 26047",537,"ZCTA5 26047",51
"G26050","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26050",,,,,,,"86000US26050",,"ZCTA5 26050",418,"ZCTA5 26050",159
"G26055","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26055",,,,,,,"86000US26055",,"ZCTA5 26055",546,"ZCTA5 26055",187
"G26056","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26056",,,,,,,"86000US26056",,"ZCTA5 26056",1036,"ZCTA5 26056",184
"G26059","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26059",,,,,,,"86000US26059",,"ZCTA5 26059",490,"ZCTA5 26059",116
"G26060","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26060",,,,,,,"86000US26060",,"ZCTA5 26060",502,"ZCTA5 26060",146
"G26062","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26062",,,,,,,"86000US26062",,"ZCTA5 26062",606,"ZCTA5 26062",25
"G26070","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26070",,,,,,,"86000US26070",,"ZCTA5 26070",522,"ZCTA5 26070",35
"G26074","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26074",,,,,,,"86000US26074",,"ZCTA5 26074",462,"ZCTA5 26074",60
"G26075","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26075",,,,,,,"86000US26075",,"ZCTA5 26075",479,"ZCTA5 26075",48
"G26101","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26101",,,,,,,"86000US26101",,"ZCTA5 26101",600,"ZCTA5 26101",25
"G26104","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26104",,,,,,,"86000US26104",,"ZCTA5 26104",616,"ZCTA5 26104",31
"G26105","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26105",,,,,,,"86000US26105",,"ZCTA5 26105",634,"ZCTA5 26105",38
"G26133","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26133",,,,,,,"86000US26133",,"ZCTA5 26133",453,"ZCTA5 26133",153
"G26134","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26134",,,,,,,"86000US26134",,"ZCTA5 26134",514,"ZCTA5 26134",44
"G26136","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26136",,,,,,,"86000US26136",,"ZCTA5 26136",358,"ZCTA5 26136",201
"G26137","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26137",,,,,,,"86000US26137",,"ZCTA5 26137",318,"ZCTA5 26137",109
"G26138","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26138",,,,,,,"86000US26138",,"ZCTA5 26138",225,"ZCTA5 26138",23
"G26141","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26141",,,,,,,"86000US26141",,"ZCTA5 26141",758,"ZCTA5 26141",624
"G26142","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26142",,,,,,,"86000US26142",,"ZCTA5 26142",545,"ZCTA5 26142",74
"G26143","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26143",,,,,,,"86000US26143",,"ZCTA5 26143",352,"ZCTA5 26143",51
"G26146","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26146",,,,,,,"86000US26146",,"ZCTA5 26146",438,"ZCTA5 26146",215
"G26147","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26147",,,,,,,"86000US26147",,"ZCTA5 26147",391,"ZCTA5 26147",75
"G26148","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26148",,,,,,,"86000US26148",,"ZCTA5 26148",484,"ZCTA5 26148",291
"G26149","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26149",,,,,,,"86000US26149",,"ZCTA5 26149",469,"ZCTA5 26149",46
"G26150","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26150",,,,,,,"86000US26150",,"ZCTA5 26150",684,"ZCTA5 26150",141
"G26151","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26151",,,,,,,"86000US26151",,"ZCTA5 26151",438,"ZCTA5 26151",218
"G26152","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26152",,,,,,,"86000US26152",,"ZCTA5 26152",.,"ZCTA5 26152",.
"G26155","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26155",,,,,,,"86000US26155",,"ZCTA5 26155",464,"ZCTA5 26155",40
"G26159","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26159",,,,,,,"86000US26159",,"ZCTA5 26159",505,"ZCTA5 26159",92
"G26160","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26160",,,,,,,"86000US26160",,"ZCTA5 26160",360,"ZCTA5 26160",54
"G26161","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26161",,,,,,,"86000US26161",,"ZCTA5 26161",346,"ZCTA5 26161",177
"G26164","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26164",,,,,,,"86000US26164",,"ZCTA5 26164",512,"ZCTA5 26164",51
"G26167","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26167",,,,,,,"86000US26167",,"ZCTA5 26167",341,"ZCTA5 26167",82
"G26169","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26169",,,,,,,"86000US26169",,"ZCTA5 26169",554,"ZCTA5 26169",134
"G26170","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26170",,,,,,,"86000US26170",,"ZCTA5 26170",551,"ZCTA5 26170",96
"G26175","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26175",,,,,,,"86000US26175",,"ZCTA5 26175",533,"ZCTA5 26175",99
"G26178","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26178",,,,,,,"86000US26178",,"ZCTA5 26178",479,"ZCTA5 26178",275
"G26180","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26180",,,,,,,"86000US26180",,"ZCTA5 26180",428,"ZCTA5 26180",169
"G26181","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26181",,,,,,,"86000US26181",,"ZCTA5 26181",667,"ZCTA5 26181",65
"G26184","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26184",,,,,,,"86000US26184",,"ZCTA5 26184",442,"ZCTA5 26184",146
"G26187","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26187",,,,,,,"86000US26187",,"ZCTA5 26187",648,"ZCTA5 26187",64
"G26201","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26201",,,,,,,"86000US26201",,"ZCTA5 26201",498,"ZCTA5 26201",54
"G26202","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26202",,,,,,,"86000US26202",,"ZCTA5 26202",406,"ZCTA5 26202",349
"G26203","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26203",,,,,,,"86000US26203",,"ZCTA5 26203",.,"ZCTA5 26203",.
"G26205","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26205",,,,,,,"86000US26205",,"ZCTA5 26205",438,"ZCTA5 26205",167
"G26206","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26206",,,,,,,"86000US26206",,"ZCTA5 26206",429,"ZCTA5 26206",51
"G26208","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26208",,,,,,,"86000US26208",,"ZCTA5 26208",394,"ZCTA5 26208",153
"G26209","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26209",,,,,,,"86000US26209",,"ZCTA5 26209",,"ZCTA5 26209",
"G26215","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26215",,,,,,,"86000US26215",,"ZCTA5 26215",,"ZCTA5 26215",
"G26217","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26217",,,,,,,"86000US26217",,"ZCTA5 26217",657,"ZCTA5 26217",419
"G26218","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26218",,,,,,,"86000US26218",,"ZCTA5 26218",410,"ZCTA5 26218",129
"G26222","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26222",,,,,,,"86000US26222",,"ZCTA5 26222",269,"ZCTA5 26222",229
"G26224","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26224",,,,,,,"86000US26224",,"ZCTA5 26224",,"ZCTA5 26224",
"G26228","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26228",,,,,,,"86000US26228",,"ZCTA5 26228",.,"ZCTA5 26228",.
"G26230","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26230",,,,,,,"86000US26230",,"ZCTA5 26230",186,"ZCTA5 26230",109
"G26234","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26234",,,,,,,"86000US26234",,"ZCTA5 26234",326,"ZCTA5 26234",70
"G26236","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26236",,,,,,,"86000US26236",,"ZCTA5 26236",.,"ZCTA5 26236",.
"G26237","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26237",,,,,,,"86000US26237",,"ZCTA5 26237",246,"ZCTA5 26237",113
"G26238","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26238",,,,,,,"86000US26238",,"ZCTA5 26238",416,"ZCTA5 26238",134
"G26241","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26241",,,,,,,"86000US26241",,"ZCTA5 26241",569,"ZCTA5 26241",31
"G26250","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26250",,,,,,,"86000US26250",,"ZCTA5 26250",557,"ZCTA5 26250",51
"G26253","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26253",,,,,,,"86000US26253",,"ZCTA5 26253",543,"ZCTA5 26253",51
"G26254","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26254",,,,,,,"86000US26254",,"ZCTA5 26254",301,"ZCTA5 26254",50
"G26257","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26257",,,,,,,"86000US26257",,"ZCTA5 26257",497,"ZCTA5 26257",155
"G26259","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26259",,,,,,,"86000US26259",,"ZCTA5 26259",,"ZCTA5 26259",
"G26260","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26260",,,,,,,"86000US26260",,"ZCTA5 26260",527,"ZCTA5 26260",137
"G26261","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26261",,,,,,,"86000US26261",,"ZCTA5 26261",318,"ZCTA5 26261",47
"G26263","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26263",,,,,,,"86000US26263",,"ZCTA5 26263",418,"ZCTA5 26263",103
"G26264","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26264",,,,,,,"86000US26264",,"ZCTA5 26264",334,"ZCTA5 26264",93
"G26266","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26266",,,,,,,"86000US26266",,"ZCTA5 26266",.,"ZCTA5 26266",.
"G26267","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26267",,,,,,,"86000US26267",,"ZCTA5 26267",475,"ZCTA5 26267",397
"G26268","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26268",,,,,,,"86000US26268",,"ZCTA5 26268",500,"ZCTA5 26268",238
"G26269","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26269",,,,,,,"86000US26269",,"ZCTA5 26269",545,"ZCTA5 26269",123
"G26270","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26270",,,,,,,"86000US26270",,"ZCTA5 26270",339,"ZCTA5 26270",93
"G26271","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26271",,,,,,,"86000US26271",,"ZCTA5 26271",555,"ZCTA5 26271",192
"G26273","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26273",,,,,,,"86000US26273",,"ZCTA5 26273",392,"ZCTA5 26273",82
"G26275","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26275",,,,,,,"86000US26275",,"ZCTA5 26275",416,"ZCTA5 26275",111
"G26276","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26276",,,,,,,"86000US26276",,"ZCTA5 26276",223,"ZCTA5 26276",166
"G26278","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26278",,,,,,,"86000US26278",,"ZCTA5 26278",498,"ZCTA5 26278",41
"G26280","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26280",,,,,,,"86000US26280",,"ZCTA5 26280",420,"ZCTA5 26280",44
"G26282","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26282",,,,,,,"86000US26282",,"ZCTA5 26282",.,"ZCTA5 26282",.
"G26283","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26283",,,,,,,"86000US26283",,"ZCTA5 26283",487,"ZCTA5 26283",164
"G26285","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26285",,,,,,,"86000US26285",,"ZCTA5 26285",293,"ZCTA5 26285",214
"G26287","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26287",,,,,,,"86000US26287",,"ZCTA5 26287",422,"ZCTA5 26287",25
"G26288","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26288",,,,,,,"86000US26288",,"ZCTA5 26288",392,"ZCTA5 26288",41
"G26291","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26291",,,,,,,"86000US26291",,"ZCTA5 26291",2109,"ZCTA5 26291",962
"G26292","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26292",,,,,,,"86000US26292",,"ZCTA5 26292",525,"ZCTA5 26292",164
"G26293","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26293",,,,,,,"86000US26293",,"ZCTA5 26293",620,"ZCTA5 26293",148
"G26294","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26294",,,,,,,"86000US26294",,"ZCTA5 26294",373,"ZCTA5 26294",120
"G26296","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26296",,,,,,,"86000US26296",,"ZCTA5 26296",329,"ZCTA5 26296",161
"G26298","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26298",,,,,,,"86000US26298",,"ZCTA5 26298",231,"ZCTA5 26298",61
"G26301","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26301",,,,,,,"86000US26301",,"ZCTA5 26301",566,"ZCTA5 26301",24
"G26320","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26320",,,,,,,"86000US26320",,"ZCTA5 26320",266,"ZCTA5 26320",33
"G26321","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26321",,,,,,,"86000US26321",,"ZCTA5 26321",481,"ZCTA5 26321",191
"G26323","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26323",,,,,,,"86000US26323",,"ZCTA5 26323",644,"ZCTA5 26323",212
"G26325","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26325",,,,,,,"86000US26325",,"ZCTA5 26325",184,"ZCTA5 26325",92
"G26327","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26327",,,,,,,"86000US26327",,"ZCTA5 26327",.,"ZCTA5 26327",.
"G26330","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26330",,,,,,,"86000US26330",,"ZCTA5 26330",761,"ZCTA5 26330",47
"G26335","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26335",,,,,,,"86000US26335",,"ZCTA5 26335",370,"ZCTA5 26335",96
"G26337","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26337",,,,,,,"86000US26337",,"ZCTA5 26337",286,"ZCTA5 26337",59
"G26338","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26338",,,,,,,"86000US26338",,"ZCTA5 26338",351,"ZCTA5 26338",87
"G26339","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26339",,,,,,,"86000US26339",,"ZCTA5 26339",99,"ZCTA5 26339",.
"G26342","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26342",,,,,,,"86000US26342",,"ZCTA5 26342",309,"ZCTA5 26342",287
"G26343","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26343",,,,,,,"86000US26343",,"ZCTA5 26343",101,"ZCTA5 26343",77
"G26346","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26346",,,,,,,"86000US26346",,"ZCTA5 26346",367,"ZCTA5 26346",48
"G26347","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26347",,,,,,,"86000US26347",,"ZCTA5 26347",425,"ZCTA5 26347",75
"G26348","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26348",,,,,,,"86000US26348",,"ZCTA5 26348",185,"ZCTA5 26348",42
"G26349","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26349",,,,,,,"86000US26349",,"ZCTA5 26349",794,"ZCTA5 26349",385
"G26351","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26351",,,,,,,"86000US26351",,"ZCTA5 26351",491,"ZCTA5 26351",46
"G26354","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26354",,,,,,,"86000US26354",,"ZCTA5 26354",480,"ZCTA5 26354",61
"G26361","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26361",,,,,,,"86000US26361",,"ZCTA5 26361",292,"ZCTA5 26361",75
"G26362","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26362",,,,,,,"86000US26362",,"ZCTA5 26362",527,"ZCTA5 26362",65
"G26366","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26366",,,,,,,"86000US26366",,"ZCTA5 26366",.,"ZCTA5 26366",.
"G26369","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26369",,,,,,,"86000US26369",,"ZCTA5 26369",631,"ZCTA5 26369",167
"G26372","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26372",,,,,,,"86000US26372",,"ZCTA5 26372",460,"ZCTA5 26372",118
"G26374","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26374",,,,,,,"86000US26374",,"ZCTA5 26374",446,"ZCTA5 26374",213
"G26376","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26376",,,,,,,"86000US26376",,"ZCTA5 26376",332,"ZCTA5 26376",132
"G26377","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26377",,,,,,,"86000US26377",,"ZCTA5 26377",286,"ZCTA5 26377",53
"G26378","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26378",,,,,,,"86000US26378",,"ZCTA5 26378",704,"ZCTA5 26378",115
"G26384","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26384",,,,,,,"86000US26384",,"ZCTA5 26384",228,"ZCTA5 26384",59
"G26385","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26385",,,,,,,"86000US26385",,"ZCTA5 26385",557,"ZCTA5 26385",92
"G26386","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26386",,,,,,,"86000US26386",,"ZCTA5 26386",514,"ZCTA5 26386",91
"G26404","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26404",,,,,,,"86000US26404",,"ZCTA5 26404",242,"ZCTA5 26404",49
"G26405","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26405",,,,,,,"86000US26405",,"ZCTA5 26405",507,"ZCTA5 26405",87
"G26408","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26408",,,,,,,"86000US26408",,"ZCTA5 26408",491,"ZCTA5 26408",135
"G26410","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26410",,,,,,,"86000US26410",,"ZCTA5 26410",397,"ZCTA5 26410",95
"G26411","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26411",,,,,,,"86000US26411",,"ZCTA5 26411",298,"ZCTA5 26411",95
"G26412","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26412",,,,,,,"86000US26412",,"ZCTA5 26412",453,"ZCTA5 26412",240
"G26415","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26415",,,,,,,"86000US26415",,"ZCTA5 26415",381,"ZCTA5 26415",68
"G26416","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26416",,,,,,,"86000US26416",,"ZCTA5 26416",401,"ZCTA5 26416",37
"G26419","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26419",,,,,,,"86000US26419",,"ZCTA5 26419",393,"ZCTA5 26419",82
"G26421","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26421",,,,,,,"86000US26421",,"ZCTA5 26421",184,"ZCTA5 26421",37
"G26422","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26422",,,,,,,"86000US26422",,"ZCTA5 26422",482,"ZCTA5 26422",208
"G26424","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26424",,,,,,,"86000US26424",,"ZCTA5 26424",773,"ZCTA5 26424",245
"G26425","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26425",,,,,,,"86000US26425",,"ZCTA5 26425",388,"ZCTA5 26425",84
"G26426","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26426",,,,,,,"86000US26426",,"ZCTA5 26426",417,"ZCTA5 26426",38
"G26430","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26430",,,,,,,"86000US26430",,"ZCTA5 26430",565,"ZCTA5 26430",283
"G26431","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26431",,,,,,,"86000US26431",,"ZCTA5 26431",491,"ZCTA5 26431",36
"G26435","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26435",,,,,,,"86000US26435",,"ZCTA5 26435",604,"ZCTA5 26435",406
"G26436","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26436",,,,,,,"86000US26436",,"ZCTA5 26436",770,"ZCTA5 26436",745
"G26437","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26437",,,,,,,"86000US26437",,"ZCTA5 26437",279,"ZCTA5 26437",92
"G26438","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26438",,,,,,,"86000US26438",,"ZCTA5 26438",448,"ZCTA5 26438",123
"G26440","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26440",,,,,,,"86000US26440",,"ZCTA5 26440",488,"ZCTA5 26440",174
"G26443","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26443",,,,,,,"86000US26443",,"ZCTA5 26443",272,"ZCTA5 26443",172
"G26444","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26444",,,,,,,"86000US26444",,"ZCTA5 26444",382,"ZCTA5 26444",56
"G26447","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26447",,,,,,,"86000US26447",,"ZCTA5 26447",345,"ZCTA5 26447",184
"G26448","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26448",,,,,,,"86000US26448",,"ZCTA5 26448",346,"ZCTA5 26448",101
"G26451","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26451",,,,,,,"86000US26451",,"ZCTA5 26451",653,"ZCTA5 26451",161
"G26452","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26452",,,,,,,"86000US26452",,"ZCTA5 26452",486,"ZCTA5 26452",36
"G26456","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26456",,,,,,,"86000US26456",,"ZCTA5 26456",395,"ZCTA5 26456",86
"G26501","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26501",,,,,,,"86000US26501",,"ZCTA5 26501",666,"ZCTA5 26501",29
"G26505","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26505",,,,,,,"86000US26505",,"ZCTA5 26505",745,"ZCTA5 26505",21
"G26508","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26508",,,,,,,"86000US26508",,"ZCTA5 26508",866,"ZCTA5 26508",48
"G26519","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26519",,,,,,,"86000US26519",,"ZCTA5 26519",497,"ZCTA5 26519",194
"G26520","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26520",,,,,,,"86000US26520",,"ZCTA5 26520",681,"ZCTA5 26520",256
"G26521","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26521",,,,,,,"86000US26521",,"ZCTA5 26521",413,"ZCTA5 26521",81
"G26525","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26525",,,,,,,"86000US26525",,"ZCTA5 26525",626,"ZCTA5 26525",82
"G26534","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26534",,,,,,,"86000US26534",,"ZCTA5 26534",558,"ZCTA5 26534",93
"G26537","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26537",,,,,,,"86000US26537",,"ZCTA5 26537",596,"ZCTA5 26537",54
"G26541","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26541",,,,,,,"86000US26541",,"ZCTA5 26541",568,"ZCTA5 26541",124
"G26542","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26542",,,,,,,"86000US26542",,"ZCTA5 26542",486,"ZCTA5 26542",38
"G26543","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26543",,,,,,,"86000US26543",,"ZCTA5 26543",912,"ZCTA5 26543",607
"G26547","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26547",,,,,,,"86000US26547",,"ZCTA5 26547",538,"ZCTA5 26547",78
"G26554","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26554",,,,,,,"86000US26554",,"ZCTA5 26554",618,"ZCTA5 26554",26
"G26559","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26559",,,,,,,"86000US26559",,"ZCTA5 26559",667,"ZCTA5 26559",80
"G26560","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26560",,,,,,,"86000US26560",,"ZCTA5 26560",303,"ZCTA5 26560",122
"G26562","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26562",,,,,,,"86000US26562",,"ZCTA5 26562",383,"ZCTA5 26562",97
"G26563","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"26563",,,,,,,"86000US26563",,"ZCTA5 26563",495,"ZCTA5 26563",419
