GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,RGDE001,NAME_M,RGDM001
"G48656","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48656",,,,,,,"86000US48656",,"ZCTA5 48656",553,"ZCTA5 48656",38
"G48657","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48657",,,,,,,"86000US48657",,"ZCTA5 48657",846,"ZCTA5 48657",70
"G48658","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48658",,,,,,,"86000US48658",,"ZCTA5 48658",684,"ZCTA5 48658",37
"G48659","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48659",,,,,,,"86000US48659",,"ZCTA5 48659",729,"ZCTA5 48659",52
"G48661","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48661",,,,,,,"86000US48661",,"ZCTA5 48661",678,"ZCTA5 48661",37
"G48662","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48662",,,,,,,"86000US48662",,"ZCTA5 48662",754,"ZCTA5 48662",181
"G48667","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48667",,,,,,,"86000US48667",,"ZCTA5 48667",.,"ZCTA5 48667",.
"G48701","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48701",,,,,,,"86000US48701",,"ZCTA5 48701",699,"ZCTA5 48701",60
"G48703","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48703",,,,,,,"86000US48703",,"ZCTA5 48703",548,"ZCTA5 48703",38
"G48705","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48705",,,,,,,"86000US48705",,"ZCTA5 48705",478,"ZCTA5 48705",136
"G48706","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48706",,,,,,,"86000US48706",,"ZCTA5 48706",732,"ZCTA5 48706",28
"G48708","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48708",,,,,,,"86000US48708",,"ZCTA5 48708",689,"ZCTA5 48708",32
"G48710","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48710",,,,,,,"86000US48710",,"ZCTA5 48710",.,"ZCTA5 48710",.
"G48720","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48720",,,,,,,"86000US48720",,"ZCTA5 48720",628,"ZCTA5 48720",144
"G48721","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48721",,,,,,,"86000US48721",,"ZCTA5 48721",716,"ZCTA5 48721",239
"G48722","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48722",,,,,,,"86000US48722",,"ZCTA5 48722",734,"ZCTA5 48722",125
"G48723","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48723",,,,,,,"86000US48723",,"ZCTA5 48723",665,"ZCTA5 48723",44
"G48724","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48724",,,,,,,"86000US48724",,"ZCTA5 48724",785,"ZCTA5 48724",244
"G48725","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48725",,,,,,,"86000US48725",,"ZCTA5 48725",625,"ZCTA5 48725",41
"G48726","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48726",,,,,,,"86000US48726",,"ZCTA5 48726",649,"ZCTA5 48726",32
"G48727","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48727",,,,,,,"86000US48727",,"ZCTA5 48727",704,"ZCTA5 48727",68
"G48728","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48728",,,,,,,"86000US48728",,"ZCTA5 48728",606,"ZCTA5 48728",167
"G48729","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48729",,,,,,,"86000US48729",,"ZCTA5 48729",710,"ZCTA5 48729",100
"G48730","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48730",,,,,,,"86000US48730",,"ZCTA5 48730",640,"ZCTA5 48730",69
"G48731","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48731",,,,,,,"86000US48731",,"ZCTA5 48731",694,"ZCTA5 48731",80
"G48732","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48732",,,,,,,"86000US48732",,"ZCTA5 48732",699,"ZCTA5 48732",45
"G48733","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48733",,,,,,,"86000US48733",,"ZCTA5 48733",661,"ZCTA5 48733",71
"G48734","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48734",,,,,,,"86000US48734",,"ZCTA5 48734",1013,"ZCTA5 48734",125
"G48735","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48735",,,,,,,"86000US48735",,"ZCTA5 48735",701,"ZCTA5 48735",73
"G48737","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48737",,,,,,,"86000US48737",,"ZCTA5 48737",530,"ZCTA5 48737",90
"G48738","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48738",,,,,,,"86000US48738",,"ZCTA5 48738",660,"ZCTA5 48738",122
"G48739","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48739",,,,,,,"86000US48739",,"ZCTA5 48739",684,"ZCTA5 48739",59
"G48740","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48740",,,,,,,"86000US48740",,"ZCTA5 48740",586,"ZCTA5 48740",40
"G48741","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48741",,,,,,,"86000US48741",,"ZCTA5 48741",729,"ZCTA5 48741",61
"G48742","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48742",,,,,,,"86000US48742",,"ZCTA5 48742",553,"ZCTA5 48742",44
"G48743","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48743",,,,,,,"86000US48743",,"ZCTA5 48743",.,"ZCTA5 48743",.
"G48744","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48744",,,,,,,"86000US48744",,"ZCTA5 48744",923,"ZCTA5 48744",88
"G48745","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48745",,,,,,,"86000US48745",,"ZCTA5 48745",635,"ZCTA5 48745",78
"G48746","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48746",,,,,,,"86000US48746",,"ZCTA5 48746",833,"ZCTA5 48746",69
"G48747","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48747",,,,,,,"86000US48747",,"ZCTA5 48747",855,"ZCTA5 48747",79
"G48748","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48748",,,,,,,"86000US48748",,"ZCTA5 48748",557,"ZCTA5 48748",100
"G48749","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48749",,,,,,,"86000US48749",,"ZCTA5 48749",643,"ZCTA5 48749",52
"G48750","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48750",,,,,,,"86000US48750",,"ZCTA5 48750",575,"ZCTA5 48750",32
"G48754","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48754",,,,,,,"86000US48754",,"ZCTA5 48754",693,"ZCTA5 48754",46
"G48755","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48755",,,,,,,"86000US48755",,"ZCTA5 48755",664,"ZCTA5 48755",34
"G48756","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48756",,,,,,,"86000US48756",,"ZCTA5 48756",551,"ZCTA5 48756",36
"G48757","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48757",,,,,,,"86000US48757",,"ZCTA5 48757",725,"ZCTA5 48757",90
"G48759","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48759",,,,,,,"86000US48759",,"ZCTA5 48759",535,"ZCTA5 48759",44
"G48760","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48760",,,,,,,"86000US48760",,"ZCTA5 48760",748,"ZCTA5 48760",109
"G48761","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48761",,,,,,,"86000US48761",,"ZCTA5 48761",570,"ZCTA5 48761",73
"G48762","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48762",,,,,,,"86000US48762",,"ZCTA5 48762",600,"ZCTA5 48762",70
"G48763","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48763",,,,,,,"86000US48763",,"ZCTA5 48763",648,"ZCTA5 48763",44
"G48765","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48765",,,,,,,"86000US48765",,"ZCTA5 48765",658,"ZCTA5 48765",102
"G48766","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48766",,,,,,,"86000US48766",,"ZCTA5 48766",557,"ZCTA5 48766",65
"G48767","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48767",,,,,,,"86000US48767",,"ZCTA5 48767",713,"ZCTA5 48767",90
"G48768","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48768",,,,,,,"86000US48768",,"ZCTA5 48768",802,"ZCTA5 48768",81
"G48770","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48770",,,,,,,"86000US48770",,"ZCTA5 48770",564,"ZCTA5 48770",37
"G48801","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48801",,,,,,,"86000US48801",,"ZCTA5 48801",653,"ZCTA5 48801",28
"G48806","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48806",,,,,,,"86000US48806",,"ZCTA5 48806",651,"ZCTA5 48806",91
"G48807","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48807",,,,,,,"86000US48807",,"ZCTA5 48807",775,"ZCTA5 48807",142
"G48808","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48808",,,,,,,"86000US48808",,"ZCTA5 48808",1013,"ZCTA5 48808",116
"G48809","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48809",,,,,,,"86000US48809",,"ZCTA5 48809",797,"ZCTA5 48809",64
"G48811","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48811",,,,,,,"86000US48811",,"ZCTA5 48811",750,"ZCTA5 48811",68
"G48813","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48813",,,,,,,"86000US48813",,"ZCTA5 48813",942,"ZCTA5 48813",44
"G48815","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48815",,,,,,,"86000US48815",,"ZCTA5 48815",1076,"ZCTA5 48815",142
"G48816","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48816",,,,,,,"86000US48816",,"ZCTA5 48816",575,"ZCTA5 48816",206
"G48817","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48817",,,,,,,"86000US48817",,"ZCTA5 48817",832,"ZCTA5 48817",42
"G48818","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48818",,,,,,,"86000US48818",,"ZCTA5 48818",676,"ZCTA5 48818",44
"G48819","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48819",,,,,,,"86000US48819",,"ZCTA5 48819",1174,"ZCTA5 48819",146
"G48820","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48820",,,,,,,"86000US48820",,"ZCTA5 48820",1232,"ZCTA5 48820",85
"G48821","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48821",,,,,,,"86000US48821",,"ZCTA5 48821",1118,"ZCTA5 48821",135
"G48822","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48822",,,,,,,"86000US48822",,"ZCTA5 48822",1071,"ZCTA5 48822",134
"G48823","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48823",,,,,,,"86000US48823",,"ZCTA5 48823",989,"ZCTA5 48823",35
"G48825","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48825",,,,,,,"86000US48825",,"ZCTA5 48825",.,"ZCTA5 48825",.
"G48827","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48827",,,,,,,"86000US48827",,"ZCTA5 48827",1028,"ZCTA5 48827",73
"G48829","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48829",,,,,,,"86000US48829",,"ZCTA5 48829",642,"ZCTA5 48829",48
"G48831","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48831",,,,,,,"86000US48831",,"ZCTA5 48831",762,"ZCTA5 48831",43
"G48832","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48832",,,,,,,"86000US48832",,"ZCTA5 48832",760,"ZCTA5 48832",151
"G48834","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48834",,,,,,,"86000US48834",,"ZCTA5 48834",702,"ZCTA5 48834",97
"G48835","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48835",,,,,,,"86000US48835",,"ZCTA5 48835",746,"ZCTA5 48835",79
"G48836","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48836",,,,,,,"86000US48836",,"ZCTA5 48836",1125,"ZCTA5 48836",64
"G48837","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48837",,,,,,,"86000US48837",,"ZCTA5 48837",1111,"ZCTA5 48837",70
"G48838","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48838",,,,,,,"86000US48838",,"ZCTA5 48838",788,"ZCTA5 48838",41
"G48840","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48840",,,,,,,"86000US48840",,"ZCTA5 48840",918,"ZCTA5 48840",60
"G48841","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48841",,,,,,,"86000US48841",,"ZCTA5 48841",852,"ZCTA5 48841",85
"G48842","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48842",,,,,,,"86000US48842",,"ZCTA5 48842",1067,"ZCTA5 48842",73
"G48843","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48843",,,,,,,"86000US48843",,"ZCTA5 48843",1282,"ZCTA5 48843",51
"G48845","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48845",,,,,,,"86000US48845",,"ZCTA5 48845",769,"ZCTA5 48845",158
"G48846","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48846",,,,,,,"86000US48846",,"ZCTA5 48846",755,"ZCTA5 48846",32
"G48847","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48847",,,,,,,"86000US48847",,"ZCTA5 48847",682,"ZCTA5 48847",46
"G48848","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48848",,,,,,,"86000US48848",,"ZCTA5 48848",1130,"ZCTA5 48848",86
"G48849","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48849",,,,,,,"86000US48849",,"ZCTA5 48849",859,"ZCTA5 48849",53
"G48850","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48850",,,,,,,"86000US48850",,"ZCTA5 48850",733,"ZCTA5 48850",53
"G48851","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48851",,,,,,,"86000US48851",,"ZCTA5 48851",799,"ZCTA5 48851",218
"G48852","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48852",,,,,,,"86000US48852",,"ZCTA5 48852",575,"ZCTA5 48852",210
"G48853","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48853",,,,,,,"86000US48853",,"ZCTA5 48853",562,"ZCTA5 48853",102
"G48854","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48854",,,,,,,"86000US48854",,"ZCTA5 48854",982,"ZCTA5 48854",57
"G48855","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48855",,,,,,,"86000US48855",,"ZCTA5 48855",1430,"ZCTA5 48855",77
"G48856","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48856",,,,,,,"86000US48856",,"ZCTA5 48856",581,"ZCTA5 48856",68
"G48857","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48857",,,,,,,"86000US48857",,"ZCTA5 48857",1018,"ZCTA5 48857",89
"G48858","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48858",,,,,,,"86000US48858",,"ZCTA5 48858",729,"ZCTA5 48858",17
"G48860","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48860",,,,,,,"86000US48860",,"ZCTA5 48860",779,"ZCTA5 48860",148
"G48861","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48861",,,,,,,"86000US48861",,"ZCTA5 48861",961,"ZCTA5 48861",181
"G48864","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48864",,,,,,,"86000US48864",,"ZCTA5 48864",1239,"ZCTA5 48864",81
"G48865","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48865",,,,,,,"86000US48865",,"ZCTA5 48865",614,"ZCTA5 48865",57
"G48866","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48866",,,,,,,"86000US48866",,"ZCTA5 48866",843,"ZCTA5 48866",45
"G48867","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48867",,,,,,,"86000US48867",,"ZCTA5 48867",672,"ZCTA5 48867",40
"G48870","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48870",,,,,,,"86000US48870",,"ZCTA5 48870",575,"ZCTA5 48870",435
"G48871","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48871",,,,,,,"86000US48871",,"ZCTA5 48871",854,"ZCTA5 48871",101
"G48872","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48872",,,,,,,"86000US48872",,"ZCTA5 48872",925,"ZCTA5 48872",125
"G48873","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48873",,,,,,,"86000US48873",,"ZCTA5 48873",693,"ZCTA5 48873",156
"G48874","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48874",,,,,,,"86000US48874",,"ZCTA5 48874",1035,"ZCTA5 48874",307
"G48875","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48875",,,,,,,"86000US48875",,"ZCTA5 48875",953,"ZCTA5 48875",73
"G48876","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48876",,,,,,,"86000US48876",,"ZCTA5 48876",1064,"ZCTA5 48876",92
"G48877","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48877",,,,,,,"86000US48877",,"ZCTA5 48877",721,"ZCTA5 48877",72
"G48878","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48878",,,,,,,"86000US48878",,"ZCTA5 48878",714,"ZCTA5 48878",86
"G48879","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48879",,,,,,,"86000US48879",,"ZCTA5 48879",861,"ZCTA5 48879",37
"G48880","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48880",,,,,,,"86000US48880",,"ZCTA5 48880",631,"ZCTA5 48880",33
"G48881","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48881",,,,,,,"86000US48881",,"ZCTA5 48881",916,"ZCTA5 48881",163
"G48883","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48883",,,,,,,"86000US48883",,"ZCTA5 48883",849,"ZCTA5 48883",43
"G48884","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48884",,,,,,,"86000US48884",,"ZCTA5 48884",726,"ZCTA5 48884",67
"G48885","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48885",,,,,,,"86000US48885",,"ZCTA5 48885",1074,"ZCTA5 48885",151
"G48886","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48886",,,,,,,"86000US48886",,"ZCTA5 48886",713,"ZCTA5 48886",87
"G48888","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48888",,,,,,,"86000US48888",,"ZCTA5 48888",702,"ZCTA5 48888",59
"G48889","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48889",,,,,,,"86000US48889",,"ZCTA5 48889",680,"ZCTA5 48889",230
"G48890","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48890",,,,,,,"86000US48890",,"ZCTA5 48890",1021,"ZCTA5 48890",109
"G48891","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48891",,,,,,,"86000US48891",,"ZCTA5 48891",617,"ZCTA5 48891",51
"G48892","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48892",,,,,,,"86000US48892",,"ZCTA5 48892",1064,"ZCTA5 48892",203
"G48893","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48893",,,,,,,"86000US48893",,"ZCTA5 48893",776,"ZCTA5 48893",65
"G48894","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48894",,,,,,,"86000US48894",,"ZCTA5 48894",571,"ZCTA5 48894",78
"G48895","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48895",,,,,,,"86000US48895",,"ZCTA5 48895",1179,"ZCTA5 48895",86
"G48896","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48896",,,,,,,"86000US48896",,"ZCTA5 48896",679,"ZCTA5 48896",181
"G48897","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48897",,,,,,,"86000US48897",,"ZCTA5 48897",838,"ZCTA5 48897",72
"G48906","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48906",,,,,,,"86000US48906",,"ZCTA5 48906",803,"ZCTA5 48906",28
"G48910","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48910",,,,,,,"86000US48910",,"ZCTA5 48910",848,"ZCTA5 48910",19
"G48911","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48911",,,,,,,"86000US48911",,"ZCTA5 48911",830,"ZCTA5 48911",24
"G48912","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48912",,,,,,,"86000US48912",,"ZCTA5 48912",785,"ZCTA5 48912",36
"G48915","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48915",,,,,,,"86000US48915",,"ZCTA5 48915",872,"ZCTA5 48915",43
"G48917","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48917",,,,,,,"86000US48917",,"ZCTA5 48917",841,"ZCTA5 48917",26
"G48921","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48921",,,,,,,"86000US48921",,"ZCTA5 48921",.,"ZCTA5 48921",.
"G48933","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"48933",,,,,,,"86000US48933",,"ZCTA5 48933",655,"ZCTA5 48933",34
"G49001","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49001",,,,,,,"86000US49001",,"ZCTA5 49001",752,"ZCTA5 49001",24
"G49002","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49002",,,,,,,"86000US49002",,"ZCTA5 49002",839,"ZCTA5 49002",46
"G49004","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49004",,,,,,,"86000US49004",,"ZCTA5 49004",884,"ZCTA5 49004",46
"G49006","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49006",,,,,,,"86000US49006",,"ZCTA5 49006",777,"ZCTA5 49006",30
"G49007","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49007",,,,,,,"86000US49007",,"ZCTA5 49007",641,"ZCTA5 49007",46
"G49008","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49008",,,,,,,"86000US49008",,"ZCTA5 49008",814,"ZCTA5 49008",63
"G49009","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49009",,,,,,,"86000US49009",,"ZCTA5 49009",909,"ZCTA5 49009",38
"G49010","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49010",,,,,,,"86000US49010",,"ZCTA5 49010",802,"ZCTA5 49010",44
"G49011","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49011",,,,,,,"86000US49011",,"ZCTA5 49011",695,"ZCTA5 49011",121
"G49012","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49012",,,,,,,"86000US49012",,"ZCTA5 49012",1002,"ZCTA5 49012",192
"G49013","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49013",,,,,,,"86000US49013",,"ZCTA5 49013",651,"ZCTA5 49013",44
"G49014","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49014",,,,,,,"86000US49014",,"ZCTA5 49014",788,"ZCTA5 49014",32
"G49015","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49015",,,,,,,"86000US49015",,"ZCTA5 49015",842,"ZCTA5 49015",25
"G49017","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49017",,,,,,,"86000US49017",,"ZCTA5 49017",822,"ZCTA5 49017",40
"G49021","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49021",,,,,,,"86000US49021",,"ZCTA5 49021",918,"ZCTA5 49021",103
"G49022","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49022",,,,,,,"86000US49022",,"ZCTA5 49022",638,"ZCTA5 49022",22
"G49024","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49024",,,,,,,"86000US49024",,"ZCTA5 49024",990,"ZCTA5 49024",36
"G49026","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49026",,,,,,,"86000US49026",,"ZCTA5 49026",914,"ZCTA5 49026",133
"G49027","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49027",,,,,,,"86000US49027",,"ZCTA5 49027",890,"ZCTA5 49027",177
"G49028","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49028",,,,,,,"86000US49028",,"ZCTA5 49028",681,"ZCTA5 49028",45
"G49029","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49029",,,,,,,"86000US49029",,"ZCTA5 49029",763,"ZCTA5 49029",103
"G49030","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49030",,,,,,,"86000US49030",,"ZCTA5 49030",715,"ZCTA5 49030",48
"G49031","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49031",,,,,,,"86000US49031",,"ZCTA5 49031",746,"ZCTA5 49031",56
"G49032","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49032",,,,,,,"86000US49032",,"ZCTA5 49032",731,"ZCTA5 49032",106
"G49033","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49033",,,,,,,"86000US49033",,"ZCTA5 49033",988,"ZCTA5 49033",180
"G49034","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49034",,,,,,,"86000US49034",,"ZCTA5 49034",766,"ZCTA5 49034",74
"G49036","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49036",,,,,,,"86000US49036",,"ZCTA5 49036",732,"ZCTA5 49036",28
"G49037","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"49037",,,,,,,"86000US49037",,"ZCTA5 49037",646,"ZCTA5 49037",24
