GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,ANDYE001,NAME_M,ANDYM001
"G33844","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33844",,,,,,,"86000US33844",,"ZCTA 33844",837,"ZCTA 33844",42
"G33847","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33847",,,,,,,"86000US33847",,"ZCTA 33847",336,"ZCTA 33847",39
"G33848","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33848",,,,,,,"86000US33848",,"ZCTA 33848",623,"ZCTA 33848",595
"G33849","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33849",,,,,,,"86000US33849",,"ZCTA 33849",512,"ZCTA 33849",224
"G33850","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33850",,,,,,,"86000US33850",,"ZCTA 33850",902,"ZCTA 33850",123
"G33851","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33851",,,,,,,"86000US33851",,"ZCTA 33851",991,"ZCTA 33851",245
"G33852","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33852",,,,,,,"86000US33852",,"ZCTA 33852",514,"ZCTA 33852",65
"G33853","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33853",,,,,,,"86000US33853",,"ZCTA 33853",813,"ZCTA 33853",112
"G33854","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33854",,,,,,,"86000US33854",,"ZCTA 33854",457,"ZCTA 33854",181
"G33855","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33855",,,,,,,"86000US33855",,"ZCTA 33855",,"ZCTA 33855",
"G33856","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33856",,,,,,,"86000US33856",,"ZCTA 33856",532,"ZCTA 33856",11
"G33857","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33857",,,,,,,"86000US33857",,"ZCTA 33857",375,"ZCTA 33857",145
"G33859","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33859",,,,,,,"86000US33859",,"ZCTA 33859",735,"ZCTA 33859",81
"G33860","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33860",,,,,,,"86000US33860",,"ZCTA 33860",949,"ZCTA 33860",56
"G33865","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33865",,,,,,,"86000US33865",,"ZCTA 33865",389,"ZCTA 33865",129
"G33867","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33867",,,,,,,"86000US33867",,"ZCTA 33867",425,"ZCTA 33867",121
"G33868","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33868",,,,,,,"86000US33868",,"ZCTA 33868",865,"ZCTA 33868",78
"G33870","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33870",,,,,,,"86000US33870",,"ZCTA 33870",601,"ZCTA 33870",43
"G33872","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33872",,,,,,,"86000US33872",,"ZCTA 33872",684,"ZCTA 33872",71
"G33873","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33873",,,,,,,"86000US33873",,"ZCTA 33873",645,"ZCTA 33873",48
"G33875","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33875",,,,,,,"86000US33875",,"ZCTA 33875",659,"ZCTA 33875",89
"G33876","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33876",,,,,,,"86000US33876",,"ZCTA 33876",631,"ZCTA 33876",121
"G33877","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33877",,,,,,,"86000US33877",,"ZCTA 33877",,"ZCTA 33877",
"G33880","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33880",,,,,,,"86000US33880",,"ZCTA 33880",837,"ZCTA 33880",35
"G33881","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33881",,,,,,,"86000US33881",,"ZCTA 33881",747,"ZCTA 33881",36
"G33884","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33884",,,,,,,"86000US33884",,"ZCTA 33884",1072,"ZCTA 33884",42
"G33890","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33890",,,,,,,"86000US33890",,"ZCTA 33890",650,"ZCTA 33890",61
"G33896","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33896",,,,,,,"86000US33896",,"ZCTA 33896",1453,"ZCTA 33896",77
"G33897","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33897",,,,,,,"86000US33897",,"ZCTA 33897",1285,"ZCTA 33897",84
"G33898","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33898",,,,,,,"86000US33898",,"ZCTA 33898",664,"ZCTA 33898",84
"G33901","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33901",,,,,,,"86000US33901",,"ZCTA 33901",967,"ZCTA 33901",54
"G33903","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33903",,,,,,,"86000US33903",,"ZCTA 33903",733,"ZCTA 33903",66
"G33904","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33904",,,,,,,"86000US33904",,"ZCTA 33904",1020,"ZCTA 33904",71
"G33905","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33905",,,,,,,"86000US33905",,"ZCTA 33905",950,"ZCTA 33905",51
"G33907","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33907",,,,,,,"86000US33907",,"ZCTA 33907",1085,"ZCTA 33907",37
"G33908","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33908",,,,,,,"86000US33908",,"ZCTA 33908",1150,"ZCTA 33908",73
"G33909","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33909",,,,,,,"86000US33909",,"ZCTA 33909",1195,"ZCTA 33909",77
"G33912","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33912",,,,,,,"86000US33912",,"ZCTA 33912",1173,"ZCTA 33912",88
"G33913","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33913",,,,,,,"86000US33913",,"ZCTA 33913",1330,"ZCTA 33913",61
"G33914","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33914",,,,,,,"86000US33914",,"ZCTA 33914",1270,"ZCTA 33914",75
"G33916","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33916",,,,,,,"86000US33916",,"ZCTA 33916",978,"ZCTA 33916",52
"G33917","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33917",,,,,,,"86000US33917",,"ZCTA 33917",708,"ZCTA 33917",36
"G33919","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33919",,,,,,,"86000US33919",,"ZCTA 33919",1014,"ZCTA 33919",54
"G33920","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33920",,,,,,,"86000US33920",,"ZCTA 33920",1255,"ZCTA 33920",209
"G33921","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33921",,,,,,,"86000US33921",,"ZCTA 33921",2147,"ZCTA 33921",457
"G33922","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33922",,,,,,,"86000US33922",,"ZCTA 33922",831,"ZCTA 33922",101
"G33924","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33924",,,,,,,"86000US33924",,"ZCTA 33924",,"ZCTA 33924",
"G33928","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33928",,,,,,,"86000US33928",,"ZCTA 33928",1222,"ZCTA 33928",94
"G33930","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33930",,,,,,,"86000US33930",,"ZCTA 33930",554,"ZCTA 33930",105
"G33931","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33931",,,,,,,"86000US33931",,"ZCTA 33931",1039,"ZCTA 33931",60
"G33935","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33935",,,,,,,"86000US33935",,"ZCTA 33935",673,"ZCTA 33935",88
"G33936","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33936",,,,,,,"86000US33936",,"ZCTA 33936",853,"ZCTA 33936",57
"G33944","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33944",,,,,,,"86000US33944",,"ZCTA 33944",,"ZCTA 33944",
"G33945","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33945",,,,,,,"86000US33945",,"ZCTA 33945",,"ZCTA 33945",
"G33946","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33946",,,,,,,"86000US33946",,"ZCTA 33946",889,"ZCTA 33946",288
"G33947","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33947",,,,,,,"86000US33947",,"ZCTA 33947",929,"ZCTA 33947",115
"G33948","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33948",,,,,,,"86000US33948",,"ZCTA 33948",890,"ZCTA 33948",104
"G33950","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33950",,,,,,,"86000US33950",,"ZCTA 33950",968,"ZCTA 33950",46
"G33952","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33952",,,,,,,"86000US33952",,"ZCTA 33952",882,"ZCTA 33952",68
"G33953","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33953",,,,,,,"86000US33953",,"ZCTA 33953",878,"ZCTA 33953",69
"G33954","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33954",,,,,,,"86000US33954",,"ZCTA 33954",1061,"ZCTA 33954",102
"G33955","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33955",,,,,,,"86000US33955",,"ZCTA 33955",860,"ZCTA 33955",112
"G33956","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33956",,,,,,,"86000US33956",,"ZCTA 33956",687,"ZCTA 33956",366
"G33957","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33957",,,,,,,"86000US33957",,"ZCTA 33957",2038,"ZCTA 33957",356
"G33960","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33960",,,,,,,"86000US33960",,"ZCTA 33960",460,"ZCTA 33960",139
"G33965","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33965",,,,,,,"86000US33965",,"ZCTA 33965",,"ZCTA 33965",
"G33966","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33966",,,,,,,"86000US33966",,"ZCTA 33966",1193,"ZCTA 33966",123
"G33967","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33967",,,,,,,"86000US33967",,"ZCTA 33967",1289,"ZCTA 33967",67
"G33971","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33971",,,,,,,"86000US33971",,"ZCTA 33971",1068,"ZCTA 33971",43
"G33972","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33972",,,,,,,"86000US33972",,"ZCTA 33972",1062,"ZCTA 33972",78
"G33973","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33973",,,,,,,"86000US33973",,"ZCTA 33973",1095,"ZCTA 33973",33
"G33974","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33974",,,,,,,"86000US33974",,"ZCTA 33974",1132,"ZCTA 33974",35
"G33976","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33976",,,,,,,"86000US33976",,"ZCTA 33976",1098,"ZCTA 33976",46
"G33980","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33980",,,,,,,"86000US33980",,"ZCTA 33980",722,"ZCTA 33980",71
"G33981","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33981",,,,,,,"86000US33981",,"ZCTA 33981",915,"ZCTA 33981",104
"G33982","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33982",,,,,,,"86000US33982",,"ZCTA 33982",659,"ZCTA 33982",121
"G33983","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33983",,,,,,,"86000US33983",,"ZCTA 33983",995,"ZCTA 33983",100
"G33990","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33990",,,,,,,"86000US33990",,"ZCTA 33990",1206,"ZCTA 33990",94
"G33991","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33991",,,,,,,"86000US33991",,"ZCTA 33991",1519,"ZCTA 33991",97
"G33993","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33993",,,,,,,"86000US33993",,"ZCTA 33993",1171,"ZCTA 33993",68
"G34101","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34101",,,,,,,"86000US34101",,"ZCTA 34101",,"ZCTA 34101",
"G34102","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34102",,,,,,,"86000US34102",,"ZCTA 34102",1490,"ZCTA 34102",115
"G34103","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34103",,,,,,,"86000US34103",,"ZCTA 34103",1701,"ZCTA 34103",106
"G34104","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34104",,,,,,,"86000US34104",,"ZCTA 34104",1119,"ZCTA 34104",74
"G34105","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34105",,,,,,,"86000US34105",,"ZCTA 34105",1546,"ZCTA 34105",82
"G34108","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34108",,,,,,,"86000US34108",,"ZCTA 34108",1713,"ZCTA 34108",76
"G34109","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34109",,,,,,,"86000US34109",,"ZCTA 34109",1471,"ZCTA 34109",74
"G34110","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34110",,,,,,,"86000US34110",,"ZCTA 34110",1358,"ZCTA 34110",85
"G34112","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34112",,,,,,,"86000US34112",,"ZCTA 34112",943,"ZCTA 34112",58
"G34113","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34113",,,,,,,"86000US34113",,"ZCTA 34113",1153,"ZCTA 34113",76
"G34114","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34114",,,,,,,"86000US34114",,"ZCTA 34114",942,"ZCTA 34114",85
"G34116","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34116",,,,,,,"86000US34116",,"ZCTA 34116",1303,"ZCTA 34116",44
"G34117","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34117",,,,,,,"86000US34117",,"ZCTA 34117",1280,"ZCTA 34117",126
"G34119","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34119",,,,,,,"86000US34119",,"ZCTA 34119",1410,"ZCTA 34119",107
"G34120","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34120",,,,,,,"86000US34120",,"ZCTA 34120",1458,"ZCTA 34120",135
"G34134","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34134",,,,,,,"86000US34134",,"ZCTA 34134",1448,"ZCTA 34134",104
"G34135","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34135",,,,,,,"86000US34135",,"ZCTA 34135",1121,"ZCTA 34135",49
"G34137","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34137",,,,,,,"86000US34137",,"ZCTA 34137",,"ZCTA 34137",
"G34138","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34138",,,,,,,"86000US34138",,"ZCTA 34138",1807,"ZCTA 34138",898
"G34139","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34139",,,,,,,"86000US34139",,"ZCTA 34139",1000,"ZCTA 34139",396
"G34140","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34140",,,,,,,"86000US34140",,"ZCTA 34140",,"ZCTA 34140",
"G34141","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34141",,,,,,,"86000US34141",,"ZCTA 34141",,"ZCTA 34141",
"G34142","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34142",,,,,,,"86000US34142",,"ZCTA 34142",809,"ZCTA 34142",46
"G34145","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34145",,,,,,,"86000US34145",,"ZCTA 34145",1550,"ZCTA 34145",154
"G34201","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34201",,,,,,,"86000US34201",,"ZCTA 34201",1263,"ZCTA 34201",175
"G34202","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34202",,,,,,,"86000US34202",,"ZCTA 34202",1735,"ZCTA 34202",82
"G34203","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34203",,,,,,,"86000US34203",,"ZCTA 34203",944,"ZCTA 34203",48
"G34205","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34205",,,,,,,"86000US34205",,"ZCTA 34205",941,"ZCTA 34205",48
"G34207","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34207",,,,,,,"86000US34207",,"ZCTA 34207",771,"ZCTA 34207",39
"G34208","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34208",,,,,,,"86000US34208",,"ZCTA 34208",1107,"ZCTA 34208",29
"G34209","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34209",,,,,,,"86000US34209",,"ZCTA 34209",1080,"ZCTA 34209",44
"G34210","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34210",,,,,,,"86000US34210",,"ZCTA 34210",1021,"ZCTA 34210",53
"G34211","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34211",,,,,,,"86000US34211",,"ZCTA 34211",1746,"ZCTA 34211",187
"G34212","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34212",,,,,,,"86000US34212",,"ZCTA 34212",1586,"ZCTA 34212",122
"G34215","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34215",,,,,,,"86000US34215",,"ZCTA 34215",1688,"ZCTA 34215",243
"G34216","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34216",,,,,,,"86000US34216",,"ZCTA 34216",1422,"ZCTA 34216",475
"G34217","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34217",,,,,,,"86000US34217",,"ZCTA 34217",1406,"ZCTA 34217",171
"G34219","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34219",,,,,,,"86000US34219",,"ZCTA 34219",1504,"ZCTA 34219",82
"G34221","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34221",,,,,,,"86000US34221",,"ZCTA 34221",928,"ZCTA 34221",102
"G34222","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34222",,,,,,,"86000US34222",,"ZCTA 34222",889,"ZCTA 34222",65
"G34223","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34223",,,,,,,"86000US34223",,"ZCTA 34223",814,"ZCTA 34223",67
"G34224","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34224",,,,,,,"86000US34224",,"ZCTA 34224",640,"ZCTA 34224",41
"G34228","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34228",,,,,,,"86000US34228",,"ZCTA 34228",1988,"ZCTA 34228",158
"G34229","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34229",,,,,,,"86000US34229",,"ZCTA 34229",1481,"ZCTA 34229",482
"G34231","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34231",,,,,,,"86000US34231",,"ZCTA 34231",1151,"ZCTA 34231",33
"G34232","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34232",,,,,,,"86000US34232",,"ZCTA 34232",1178,"ZCTA 34232",56
"G34233","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34233",,,,,,,"86000US34233",,"ZCTA 34233",1185,"ZCTA 34233",83
"G34234","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34234",,,,,,,"86000US34234",,"ZCTA 34234",952,"ZCTA 34234",36
"G34235","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34235",,,,,,,"86000US34235",,"ZCTA 34235",1087,"ZCTA 34235",98
"G34236","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34236",,,,,,,"86000US34236",,"ZCTA 34236",1490,"ZCTA 34236",110
"G34237","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34237",,,,,,,"86000US34237",,"ZCTA 34237",1092,"ZCTA 34237",37
"G34238","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34238",,,,,,,"86000US34238",,"ZCTA 34238",1197,"ZCTA 34238",89
"G34239","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34239",,,,,,,"86000US34239",,"ZCTA 34239",1248,"ZCTA 34239",93
"G34240","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34240",,,,,,,"86000US34240",,"ZCTA 34240",1567,"ZCTA 34240",249
"G34241","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34241",,,,,,,"86000US34241",,"ZCTA 34241",1377,"ZCTA 34241",107
"G34242","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34242",,,,,,,"86000US34242",,"ZCTA 34242",1804,"ZCTA 34242",99
"G34243","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34243",,,,,,,"86000US34243",,"ZCTA 34243",1301,"ZCTA 34243",65
"G34251","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34251",,,,,,,"86000US34251",,"ZCTA 34251",1234,"ZCTA 34251",194
"G34266","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34266",,,,,,,"86000US34266",,"ZCTA 34266",634,"ZCTA 34266",35
"G34268","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34268",,,,,,,"86000US34268",,"ZCTA 34268",338,"ZCTA 34268",207
"G34269","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34269",,,,,,,"86000US34269",,"ZCTA 34269",533,"ZCTA 34269",46
"G34275","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34275",,,,,,,"86000US34275",,"ZCTA 34275",888,"ZCTA 34275",70
"G34285","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34285",,,,,,,"86000US34285",,"ZCTA 34285",867,"ZCTA 34285",61
"G34286","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34286",,,,,,,"86000US34286",,"ZCTA 34286",1065,"ZCTA 34286",120
"G34287","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34287",,,,,,,"86000US34287",,"ZCTA 34287",832,"ZCTA 34287",86
"G34288","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34288",,,,,,,"86000US34288",,"ZCTA 34288",1202,"ZCTA 34288",129
"G34289","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34289",,,,,,,"86000US34289",,"ZCTA 34289",1297,"ZCTA 34289",223
"G34291","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34291",,,,,,,"86000US34291",,"ZCTA 34291",978,"ZCTA 34291",157
"G34292","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34292",,,,,,,"86000US34292",,"ZCTA 34292",1046,"ZCTA 34292",89
"G34293","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34293",,,,,,,"86000US34293",,"ZCTA 34293",909,"ZCTA 34293",59
"G34420","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34420",,,,,,,"86000US34420",,"ZCTA 34420",760,"ZCTA 34420",97
"G34428","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34428",,,,,,,"86000US34428",,"ZCTA 34428",657,"ZCTA 34428",102
"G34429","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34429",,,,,,,"86000US34429",,"ZCTA 34429",698,"ZCTA 34429",112
"G34431","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34431",,,,,,,"86000US34431",,"ZCTA 34431",516,"ZCTA 34431",89
"G34432","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34432",,,,,,,"86000US34432",,"ZCTA 34432",604,"ZCTA 34432",63
"G34433","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34433",,,,,,,"86000US34433",,"ZCTA 34433",708,"ZCTA 34433",91
"G34434","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34434",,,,,,,"86000US34434",,"ZCTA 34434",784,"ZCTA 34434",102
"G34436","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34436",,,,,,,"86000US34436",,"ZCTA 34436",507,"ZCTA 34436",81
"G34442","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34442",,,,,,,"86000US34442",,"ZCTA 34442",623,"ZCTA 34442",81
"G34445","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34445",,,,,,,"86000US34445",,"ZCTA 34445",,"ZCTA 34445",
"G34446","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34446",,,,,,,"86000US34446",,"ZCTA 34446",598,"ZCTA 34446",40
"G34448","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34448",,,,,,,"86000US34448",,"ZCTA 34448",580,"ZCTA 34448",70
"G34449","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34449",,,,,,,"86000US34449",,"ZCTA 34449",532,"ZCTA 34449",147
"G34450","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34450",,,,,,,"86000US34450",,"ZCTA 34450",597,"ZCTA 34450",48
"G34452","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34452",,,,,,,"86000US34452",,"ZCTA 34452",652,"ZCTA 34452",83
"G34453","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34453",,,,,,,"86000US34453",,"ZCTA 34453",565,"ZCTA 34453",89
"G34461","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34461",,,,,,,"86000US34461",,"ZCTA 34461",586,"ZCTA 34461",117
"G34465","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34465",,,,,,,"86000US34465",,"ZCTA 34465",713,"ZCTA 34465",34
"G34470","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34470",,,,,,,"86000US34470",,"ZCTA 34470",819,"ZCTA 34470",42
"G34471","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34471",,,,,,,"86000US34471",,"ZCTA 34471",962,"ZCTA 34471",47
"G34472","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34472",,,,,,,"86000US34472",,"ZCTA 34472",897,"ZCTA 34472",39
"G34473","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34473",,,,,,,"86000US34473",,"ZCTA 34473",921,"ZCTA 34473",71
"G34474","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"34474",,,,,,,"86000US34474",,"ZCTA 34474",1067,"ZCTA 34474",61
