ZCTA5A,2007-2011,2008-2012,2009-2013,2010-2014,2011-2015,2012-2016,2013-2017,2014-2018,2015-2019,2016-2020,2017-2021,2018-2022,2019-2023,2020-2024
47944,3.5135617416131333,3.5753768844221105,3.555218216318785,3.3032142857142857,3.307469180565627,3.3429179978700745,3.379076086956522,3.531936127744511,3.622798271851113,3.538513742789277,3.6192592592592594,3.823571175008875,3.9776478679504814,3.9060658578856153
47946,3.642611683848797,3.4878048780487805,3.620512820512821,3.5793871866295266,3.256441717791411,3.198757763975155,3.3553542887586576,3.307246376811594,3.190120620333142,3.1713375796178345,3.3120805369127515,3.639839034205232,3.780118499012508,3.968957871396896
47948,3.5561139028475712,3.5664395229982966,3.4507042253521125,3.375323554788611,3.33786231884058,3.419550173010381,3.442188879082083,3.529209621993127,3.730066445182724,3.6456896551724136,3.911231884057971,3.952469711090401,4.0,3.990332975295381
47951,3.5673181324647123,3.5408,3.4385775862068964,3.5980392156862746,3.4035850081477457,3.452779276848354,3.5057651991614254,3.59468085106383,3.5839532412327317,3.732269503546099,3.86832895888014,4.109200743494424,4.258110014104372,4.287335451656832
47957,3.715353260869565,3.736075949367089,3.6918852959121415,3.785858585858586,3.5774647887323945,3.3951497860199717,3.2251506024096384,3.365934797072521,3.2594594594594595,3.4884763124199742,3.570728291316527,3.72060857538036,3.8365921787709496,3.745852687458527
47959,3.615023474178404,3.632643235435725,3.525918944392083,3.465327594452415,3.3711977186311786,3.375239923224568,3.428,3.580110497237569,3.616096207215541,3.6584984358706985,3.94687682428488,4.224972497249725,4.192349726775956,4.060100166944908
47963,3.783075089392133,3.917270531400966,3.782819116757411,3.7955271565495208,3.831117021276596,3.920656634746922,3.8267263427109977,3.8006134969325154,3.751176470588235,3.7939590075512406,3.760088446655611,4.040217391304348,4.204826038159371,3.9718698290126864
47964,3.872340425531915,3.844262295081968,3.915254237288136,3.958677685950413,2.778688524590164,2.4402985074626864,2.1160714285714284,2.5319148936170213,2.5638297872340425,3.023809523809524,3.779220779220779,3.4125,3.320987654320988,3.5121951219512195
47977,3.870853080568721,3.865764241398759,3.9191616766467066,3.9068710959682,3.634007585335019,3.6475972540045767,3.854700854700855,3.7448275862068967,3.836285560923242,3.806693306693307,3.7843450479233223,3.9323843416370106,3.945835462442514,3.992853739876132
47978,3.945615982241953,3.8749576797201217,3.8503377991526393,3.7815703775177902,3.652479689584091,3.605031300718757,3.6700719758532623,3.706054916686224,3.752689429373246,3.572895762011569,3.716328963051252,3.823994974874372,3.874771369345202,3.96178891755744
47995,3.693156732891832,3.6776729559748422,3.690016103059581,3.7302936630602783,3.5616211745244004,3.4976,3.6230886850152895,3.759186864738077,3.764556962025317,3.940253920836445,4.19660014781966,4.3156199677938805,4.303846153846154,4.308351177730192
49113,3.914776632302405,3.769647696476965,3.789438050101557,3.785812672176308,3.572895277207392,3.5237439779766,3.5395732966276667,3.642255346727155,3.603205128205128,3.548306148055207,3.553729456384324,3.788732394366197,3.993037974683544,3.955938697318008
49117,4.069440617249931,4.028495102404274,4.186357039187228,4.160435267857143,3.771802730565617,3.7293793103448274,3.701133909287257,3.695737521031969,3.7590426978515095,3.688681688681689,3.8196185286103534,3.850321888412017,3.864526233359436,3.882697947214077
49128,3.8060689655172415,3.923726428370392,3.9087485515643103,3.983139534883721,3.830404217926186,3.945300220056586,3.8689700130378095,3.8942275608942274,3.987372013651877,4.071949947862357,3.925052047189452,4.043705153294194,4.087495919033628,4.205144694533762
